,0
protective cover for rails,導軌防護罩
spoke badly,說得不好
spoke diameters,輻條直徑
spoke hair,說話的頭髮
spoke network communication,輻條網絡通信
spoke wheel,輻條車輪
spoke wheels,輻條輪
spoke wheels tubeless,輻條車輪無內胎
vehicle electromagnetic unit,車載電磁單元
wheel of rain,雨輪
wheel powder spraying,輪式粉末噴塗
wheel system,車輪系統
wheel units,車輪單元
sprayed coating,噴塗
atomize,霧化
blood spray,血液噴霧
body spray,身體噴霧
diffused,擴散的
directly,直接地
directly sprayed,直接噴
ejected,被彈出
embossing apparatus,壓花設備
identification marking,識別標記
injection unit,注射裝置
jet nozzle diffuser,噴嘴擴散器
laser engraving,激光雕刻
spray nozzle,噴嘴
spray program,噴霧程序
spray system,噴霧系統
sprayed,噴塗
sprayed concrete,噴射混凝土
sprayed film,噴膜
sprayed straight,直接噴
spraying,噴塗
sprinkle,撒
sprinkler irrigation,噴灌
transfer coating,轉移塗層
vapor directly,直接蒸
vapor sprayed,蒸汽噴射
cleansing,清潔
luster ing,光澤
thermal sprayed coating,熱噴塗塗層
thermally sprayed,熱噴塗
arc material,電弧材料
atomizing sprayer,霧化噴霧器
cloth material,布料材質
construction materials,建築材料
heat shrink material,熱縮材料
inlet and outlet,入口和出口
nozzle boot,噴嘴靴
nozzle velocity,噴嘴速度
paint spreader,油漆撒佈機
pneumatic spray nozzle,氣動噴嘴
pressurized spray gun,加壓噴槍
sparkly fabric,閃亮面料
spraying liquid droplets,噴灑液滴
suitable spraying device,合適的噴灑裝置
thermal camera,熱像儀
two component process,兩組分工藝
under pressure,在壓力之下
water spray,水噴霧
broadcast seeder body,播種機本體
broadcast spreader body,廣播吊具本體
broadcaster body,廣播機構
butter spreader,黃油塗抹器
centrifugal fertilizer spreader body,離心施肥機本體
cheese spreader,奶酪撒佈機
cultivation device,栽培裝置
even distribution,均勻分佈
expandable body,可擴展的身體
farm implement,農具
fertilizer spreaders,施肥機
hand cranking,手搖
handheld with a hopper,手持式帶料斗
heat spreader,散熱器
jam spreader,果醬撒佈機
manure spreader,撒肥機
new spreadsheet,新電子表格
spreader,吊具
spreaders for distribution,分配器
spreading vehicle,撒播車
uniform spreading,均勻鋪展
locking body,鎖體
body lotion composition,身體乳成分
body mass index,體重指數
body of the spreader,吊具主體
body pain,身體疼痛
body pain relief composition,身體疼痛緩解組合物
cableway carriage,索道車廂
drive control unit,驅動控制單元
entire body,整個身體
entire spreader body,整個吊具
multiple power operated mechanism,多動力操作機構
repair work,維修工作
spreader apparatus,吊具
spreader bodies,吊具
spreader body,吊具體
spreader disk,散佈盤
spreader elements,吊具元件
spreader head,吊具頭
spreader knife,吊刀
spreader system,吊具系統
tandem operating cylinders,串聯工作缸
truck,卡車
cubic lattices,立方晶格
dimensional lattice,維格
grid,網格
grid point,網格點
grid square,方格
honeycomb,蜂窩
lactic acid,乳酸
lattice arrangement,格子排列
lattice symmetry,晶格對稱
periodic arrangement,定期安排
planar shape,平面形狀
quadrature,正交
square,正方形
square array,方陣
square cut,方形切割
square feet,平方英尺
square fundamental region,正方形基本區域
square grid,方格
square pattern,方形圖案
square signal,方信號
squirrel teeth,松鼠牙
substantial square lattice,大方格子
vector space,向量空間
active cell,活動細胞
crystallography,晶體學
diagonal square,對角正方形
lattice,格子
regular lattice,規則格子
semiconductor cell,半導體電池
hexagonal lattice,六角格子
quadrangular lattice,四邊形格子
quadrangular square,四邊形 正方形
quadrangular square lattice,四邊形方格子
rectangular,長方形
rectangular lattice,矩形格子
squares,正方形
squares error,平方誤差
blood function disorders,血液功能障礙
braking system,制動系統
clutch control,離合器控制
estimation,估計
family function,家庭功能
heart function,心臟功能
kidney function,腎功能
lighting switch for vehicles,車輛照明開關
safety function,安全功能
sensor selectivity,傳感器選擇性
stability calculations,穩定性計算
stability function,穩定函數
stability of free radicals,自由基穩定性
stability system,穩定係統
stabilizing measures,穩定措施
steadiness function,穩定性函數
swifter vehicles,更快的車輛
synthetic fiber,合成纖維
term efficiency,期限效率
transportation properties,運輸屬性
wireless headset function,無線耳機功能
club members,俱樂部成員
connecting members,連接成員
cross fixing members,交叉固定件
fixation elements,固定元件
front hinge means,前鉸鏈裝置
front hinge members,前鉸鏈構件
front link means,前端鏈接是什麼意思
front link members,前端鏈接成員
hinge means,鉸鏈裝置
hinge members,鉸鏈構件
legislative members,立法委員
link members,鏈接成員
linkages,聯繫
parliament members,議員
power system stabilizer,電力系統穩定器
rare earth stabilizer,稀土穩定劑
rear hinge means,後鉸鏈裝置
rear hinge members,後鉸鏈構件
rear link means,後連桿裝置
rear link members,後連桿成員
rigid cross members,剛性橫梁
stabilization supports,穩定支撐
stabilizer component,穩定劑成分
stabilizer element,穩定元件
stabilizer elements,穩定器元素
stabilizer part,穩定器部分
stabilizing brackets,穩定支架
stabilizing compounds,穩定化合物
stable fixation kit,穩定固定套件
tissue stabilizer,組織穩定劑
active suspension,主動懸掛
assemblies,組件
bracket members,支架成員
cross brace members,橫撐桿件
cross line,十字線
member of parliament,議會成員
paired stabilizer member,成對的穩定器構件
paired stabilizer members,成對的穩定器成員
paired stabilizers members,成對的穩定器成員
rail sections,鐵路部分
roof module for motor vehicles,機動車輛車頂模塊
shaped support members,異形支撐件
stabilizer arms,穩定臂
stabilizer bars,穩定桿
stabilizer connections,穩定器連接
stabilizer for fridge,冰箱穩定劑
stabilizer for tv,電視穩定器
stabilizer links,穩定器連桿
stabilizer member,穩定器構件
stabilizers,穩定劑
stabilizers member,穩定器成員
stabilizers members,穩定器成員
stabilizing members,穩定成員
stable assistant,穩定的助手
support elements,支持元素
support supports,支持支持
tubular elements,管狀元件
tubular members,管狀構件
vector line,矢量線
vehicle instrument cluster,車輛儀表組
centralizers,扶正器
drill housing,鑽殼
inner housing,內殼
respective members,各自的成員
respective stabilizer,各自的穩定器
respective stabilizer members,各自的穩定器構件
side track surfaces,側軌表面
side tracks,側軌
stabilizer,穩定劑
track guide surfaces,軌道導向面
track surfaces,軌道表面
amylose component,直鏈澱粉成分
amylum,澱粉
carbohydrate components,碳水化合物成分
carbohydrate food sources,碳水化合物食物來源
component of blood,血液成分
glucose units,葡萄糖單位
glycosidic bonds,糖苷鍵
good component,好組件
joy component,歡樂組件
low carbs diet,低碳水化合物飲食
nonstarch polysaccharides,非澱粉多醣
polymeric carbohydrate,聚合碳水化合物
polysaccharide produced green plants,多醣產生的綠色植物
pure starch,純澱粉
starch grains,澱粉粒
tarch model,焦油模型
torch light,手電筒
wheat starch,小麥澱粉
hemicellulose,半纖維素
material starch,原料澱粉
protein portion,蛋白質部分
starch components,澱粉成分
starch material,澱粉材料
amylopectin,支鏈澱粉
amylose,直鏈澱粉
amylose and amylopectin,直鏈澱粉和支鏈澱粉
carbohydrate,醣類
fibres,纖維
hemorrhage,出血
polysaccharide,多醣
pregelatinized starch,預糊化澱粉
starch composition,澱粉組成
starch core,澱粉核
starch element,澱粉元素
starch granules,澱粉粒
starch ingredient,澱粉成分
starch particles,澱粉顆粒
starches,澱粉
struture,結構
thermoplastic component,熱塑性組分
thermoplastic starch,熱塑性澱粉
heat component,熱組件
starch heater,澱粉加熱器
starches component,澱粉成分
starches composition,澱粉組成
starches material,澱粉材料
fixed body,固定體
fixed rod,固定桿
heating body,加熱體
heating rod,加熱棒
adsorbent,吸附劑
fishing rod,釣竿
fixing element,固定元件
motionless rod,不動桿
movable rod,活動桿
rod shape,棒狀
rod structure,桿狀結構
stagnant rod,停滯棒
static rod,靜桿
stationary bar,固定桿
stationary bike,固定自行車
stationary shaft,靜止軸
tension rod,拉桿
arranged longitudinally,縱向排列
cylindrical guide bar,圓柱導桿
moving body,移動的身體
moving matter,移動物質
moving object tracking,運動物體跟踪
non movable rod,不可動桿
