,0
angular modulation,角度調製
compression,壓縮
data interface,數據接口
design writing,設計寫作
generation,一代
hard disk writing,硬盤寫入
height control,高度控制
height modulation,高度調製
magnetization,磁化
magnetization electrons,磁化電子
media based aquaponics,基於媒體的魚菜共生
memory region,記憶區
modulation,調製
project based writing,基於項目的寫作
read head,讀頭
reading,閱讀
resource based view,基於資源的視圖
shaping,成型
source based writing,基於源的寫作
storing the data,存儲數據
switching,交換
text based writing,基於文本的寫作
torque,扭矩
torque accordingly,相應的扭矩
torque electrons,扭矩電子
torque magnetization,轉矩磁化
torque wrench,扭力扳手
width control,寬度控制
width modulation,寬度調製
width modulation control,寬度調製控制
width write control,寬度寫入控制
write head,寫頭
writing speed control,寫入速度控制
anode,陽極
assembly cell,裝配單元
battery assembly,電池總成
battery module assembly,電池模組總成
battery pack assembly,電池組總成
bipolar battery cell,雙極電池
cathode,陰極
cell housing,電池外殼
cell membrane,細胞膜
cell pack,電池組
cell phone,手機
coin flip,硬幣翻轉
coin shaped lithium battery,硬幣形鋰電池
configuration,配置
configuration including,配置包括
electrochemical cell assembly,電化學電池組裝
electrochemical unit,電化學單元
electromechanical apparatus,機電設備
electromechanical assembly,機電組裝
electromechanical communication apparatus,機電通訊設備
electromechanical communication assembly,機電通訊組件
electromechanical electronic apparatus,機電電子設備
electromechanical electronic assembly,機電電子組裝
electronic apparatus,電子設備
electronic assembly,電子組裝
electronic communication apparatus,電子通訊設備
electronic communication assembly,電子通訊組件
flow cell assembly,流通池組件
heat exchanger,熱交換器
human cell,人體細胞
improved electromechanical communication apparatus,改進的機電通訊裝置
li ion assembly,鋰離子組裝
lithium ion battery packs,鋰離子電池組
portable power connections,便攜式電源連接
positive and negative terminal,正負極端子
power bank,移動電源
rechargeable storage cell,可充電蓄電池
sealed electrochemical cell,密封電化學電池
solar cell assembly,太陽能電池組裝
structure including,結構包括
assembly language,彙編語言
batteries cells are different,電池芯不一樣
battery are differ,電池不一樣
battery are different,電池不一樣
battery cell,電池
battery cell assemblies,電池組件
battery cells are different,電池不一樣
battery pack,電池組
battery pack assemblies,電池組組件
cell,細胞
cell address,單元格地址
cell assemblies,電池組件
cell assembly,細胞組裝
cell body,胞體
cell division,細胞分裂
cell pack assembly,電池組組裝
cell reference,單元格參考
charge carrier,電荷載體
charge storage,電荷存儲
current charger,電流充電器
current collector structure,集電器結構
interconnected batteries,互連電池
li ion uses,鋰離子用途
lithium battery pack,鋰電池組
lithium ion,鋰離子
pharmaceutical compound,藥物化合物
plurality battery,多個電池
power source,能量源
solar cell,太陽能電池
voltage difference,電壓差
battery control,電池控制
battery cooler,電池冷卻器
battery management,電池管理
battery operated heater,電池供電的加熱器
battery scooter,電動滑板車
control,控制
cooling,冷卻
dc battery heater,直流電池加熱器
electricity supply,電力供應
heat trace system,伴熱系統
heater wire,加熱絲
heating,加熱
heating element,加熱元件
heating purpose,加熱目的
house current,房屋電流
portable heater,便攜式加熱器
power storage source,蓄電源
reverse osmosis,反滲透
room heater,房間加熱器
room temperature,室內溫度
solar operated heating unit,太陽能加熱裝置
temperature control,溫度控制
temperature management,溫度管理
thermal power source,熱電源
vehicle battery,車用電池
water heater,熱水器
water purification,淨水
battery apparatus,電池裝置
battery cells,電池組
battery color,電池顏色
battery condition monitor,電池狀態監測器
battery device,電池裝置
battery module,電池模塊
battery modules,電池模塊
battery sensing circuit,電池感應電路
battery shop,電池店
battery storage device,電池儲存裝置
battery storage module,電池存儲模塊
battery the cells,電池
battery torch,電池手電筒
battery university,電池大學
car,車
cells,細胞
charge control circuit,充電控制電路
circuit for monitoring a battery,電池監控電路
circuit theory,電路理論
circuit training,循環訓練
conventional battery management apparatus,傳統的電池管理裝置
conventional battery management device,傳統電池管理裝置
conventional battery measurement apparatus,傳統電池測量裝置
conventional battery measurement device,傳統電池測量裝置
conventional power management apparatus,傳統的電源管理裝置
conventional power management device,傳統的電源管理設備
conventional power measurement apparatus,常規功率測量裝置
conventional power measurement device,常規功率測量裝置
corrosion detection,腐蝕檢測
current monitoring circuit,電流監控電路
degraded battery capacity,電池容量下降
electric vehicle,電動車
electrochemical apparatus,電化學裝置
electrochemical battery apparatus,電化學電池裝置
electrochemical battery device,電化學電池裝置
electrochemical device,電化學裝置
electrochemical storage apparatus,電化學儲存裝置
electrochemical storage device,電化學儲存裝置
electronic device,電子設備
fuel battery management apparatus,燃料電池管理裝置
fuel battery management device,燃料電池管理裝置
fuel battery measurement apparatus,燃料電池測量儀
fuel battery measurement device,燃料電池測量裝置
fuel power management apparatus,燃料動力管理裝置
fuel power management device,燃油功率管理裝置
fuel power measurement apparatus,燃料功率測量儀
fuel power measurement device,燃油功率測量裝置
microcomputer,微型計算機
microcomputer module,微機模塊
microcomputer unit module,微機單元模塊
