,0
protector cover,保護罩
relate to guard,與守衛有關
related to a component,與組件有關
related to a part,與零件有關
related to an element,與元素有關
secure building,安全建築
secure guard,安全衛士
secured access,安全訪問
secured to face guard,固定在面罩上
stabilize to guard,穩定防守
seeded cells,種子細胞
body seeded,身體播種
cell attachment,細胞附著
cell seeded,細胞接種
cell seeded ceramic compositions,細胞種子陶瓷組合物
cell seeded extracellular matrix,細胞接種的細胞外基質
cell seeded substrates,細胞接種底物
cell seeded tissue,細胞種子組織
cross link design scaffolds,交聯設計腳手架
electrochemical cell,電化學電池
galvanic cell,原電池
matrix seeded,基質播種
seed,種子
seed dormancy,種子休眠
seed drill,播種機
seed paper,種子紙
tissue engineering,組織工程
voltaic cell,伏打電池
plurality seeded,複數種子
seeding,播種
add compare select unit,添加比較選擇單元
select by unit,按單位選擇
select processing unit,選擇處理單元
3 to 1 multiplexer,3對1多路復用器
cell selection circuit,細胞選擇電路
data input multiplexer,數據輸入多路復用器
drive ic,驅動集成電路
machine selection,機器選擇
output select circuit,輸出選擇電路
row select decoder,行選擇解碼器
selection circuit,選擇電路
selection device,選擇裝置
selection sort,選擇排序
selection units,選擇單位
unit system,單位制
compare select unit,比較選擇單位
bistable digit select unit,雙穩態數字選擇單元
bit selector,位選擇器
developer collection unit,開發者收集單位
drive signal,驅動信號
dust collection hose,集塵軟管
ejection modules,彈射模塊
mobile unit,移動單元
output counter,輸出計數器
select brands,選擇品牌
select locations,選擇地點
slip ring mechanism,滑環機構
box graph,箱形圖
box joint,箱式接頭
box system,盒子系統
boxcar,棚車
brick making device,製磚裝置
brick panel,磚板
casting bed,鑄造床
preferred box,首選框
selected box,選中框
selected case,選定案例
selected container,選定的容器
selected dress,精選禮服
selected package,選擇的包
selected trunk,選定的中繼線
selected wifi networks,選定的 wifi 網絡
self compacting concrete,自密實混凝土
shock excitation platform,激振平台
current operating,當前運行
current operation,當前操作
current state,當前狀態
leveling,調平
previous operating,以前的操作
previous operation,以前的操作
selectable operation,可選擇的操作
selected operation mode,選擇的操作模式
selected operations,選定的操作
appropriate operation,適當的操作
desired operating,期望的操作
determined communication,堅定的溝通
determined transmission,確定的傳輸
executing data,執行數據
executing selected operation,執行選定的操作
individual operating mode,個人操作模式
operation flood,操作洪水
operation mode,操作模式
operation theatre,手術室
plant selection,植物選擇
processing data,處理數據
selected brand,選定品牌
selected communication,選定的通信
selected function,選擇的功能
selected mechanism,選定的機制
selected output,選定的輸出
selected species,選定的物種
selected transmission,選定的傳輸
sensed,感應到
sensed operating,感應操作
shift operation,班次操作
transmitting predefined data,傳輸預定義數據
user selection control,用戶選擇控制
selected instrument,選定的樂器
image operation,圖像操作
lens shooting,鏡頭拍攝
operation selected,選擇的操作
performing selected operation,執行選定的操作
preprocessing step,預處理步驟
processing operation,加工操作
processing step,加工步驟
selected logic operation,選定的邏輯操作
selected memory cell,選定的記憶單元
selected menu,選擇的菜單
selected operation state,選定的操作狀態
selected original content,精選原創內容
selected recipe,選定的食譜
selected single strategy,選定的單一策略
shooting,射擊
surgical operation,手術
transformation,轉型
4 to 1 multiplexers,4對1多路復用器
configurable register,可配置寄存器
control means,控制裝置
control module,控制模塊
control sensors,控制傳感器
controllers,控制器
decision making,做決定
logic block,邏輯塊
logic module,邏輯模塊
logical reasoning,邏輯推理
natural selection,自然選擇
select colour,選擇顏色
select data,選擇數據
selection field,選擇字段
selection line,選擇線
selection multiplexer,選擇多路復用器
sequential circuits,時序電路
approximation logic,近似邏輯
logic for selecting,選擇邏輯
network selection,網絡選擇
selection architecture,選擇架構
selection means,選擇手段
selection processor,選擇處理器
speech recognition,語音識別
team selection,團隊選擇
vector scores,矢量分數
logic selection,邏輯選擇
mapping,映射
mapping circuitry,映射電路
mapping logic,映射邏輯
select circuit,選擇電路
select logic,選擇邏輯
selection logic circuit,選擇邏輯電路
selection unit,選擇單位
sequential element,順序元素
control circuitry,控制電路
indication module,指示模塊
indication unit,指示單元
multiplexer,復用器
parameter control module,參數控制模塊
parameter control unit,參數控制單元
parameter module,參數模塊
parameter unit,參數單位
select means,選擇手段
setting module,設置模塊
setting unit,設定單位
activated range,激活範圍
choosing method,選擇方法
control options,控制選項
decrease,減少
determiners examples,限定詞示例
fabric measurment,面料測量
predefined criteria,預定義的標準
selective predetermine,選擇性預定
selective range,選擇性範圍
selective transport,選擇性運輸
selectively pre decided,有選擇地預先決定
selectively pre established,選擇性地預先建立
settle,定居
specific predetermined,具體預定
suitable threshold range,合適的閾值範圍
variation,變化
class select,班級選擇
pre determined,預先確定的
predetermined algorithm,預定算法
predetermined answer,預定答案
predetermined clock,預定時鐘
predetermined control time,預定控制時間
predetermined line,預定線
predetermined outcome,預定結果
select lens,選擇鏡頭
select range,選擇範圍
select threshold,選擇閾值
selectively predetermined duration,選擇性地預定持續時間
selectively predetermined flexibility,有選擇地預定的靈活性
selectively social,選擇性社交
table,桌子
uncertain economic parameters,不確定的經濟參數
uncertain measurement occasion,不確定的測量場合
uncertain optimization,不確定優化
adjustable resonance frequency,可調共振頻率
basic resonance,基本共振
electrical frequency,電頻率
electrical resonance frequency,電共振頻率
frequency of resonance,共振頻率
frequency of the resonance,共振頻率
frequency polygon,頻率多邊形
magnetic frequency,磁頻
natural of frequency,自然頻率
natural of resonance,自然共振
natural resonance,自然共振
natural resonance frequency,自然共振頻率
nominal resonance frequency,標稱諧振頻率
original resonance frequency,原始共振頻率
oscillation frequency,振盪頻率
oscillators,振盪器
proper resonance frequency,適當的共振頻率
resonance,諧振
resonance frequencies,共振頻率
resonance frequency,共振頻率
resonance impedance,諧振阻抗
resonance of frequencies,頻率共振
resonance of frequency,頻率共振
resonance of the frequencies,頻率共振
resonant,共振
resonant frequencies,共振頻率
resonant frequency,共振頻率
resonant impedance,諧振阻抗
resonator unit,諧振器單元
self driven,自驅動
self reflection,自我反思
self registration,自行註冊
self resonance,自共振
self resonant frequency,自諧振頻率
self service,自助服務
specific resonance frequency,特定共振頻率
spurious resonant frequency,雜散諧振頻率
control anger,控制憤怒
controlling mechanism operator,控制機制操作員
forward market,遠期市場
forward to node,轉發到節點
lymph node,淋巴結
receive control signals,接收控制信號
receive from the control unit,從控制單元接收
receiving data,接收數據
response from control system,控制系統的響應
send by node,按節點發送
send control signals,發送控制信號
send flowers,送花
send from node,從節點發送
send mail,發郵件
send node,發送節點
send to control,發送到控制
send to control center,發送到控制中心
send to control circuit,發送到控制電路
send to destination node,發送到目的節點
sending message,發送消息
sending response,發送響應
sending to control node,發送到控制節點
sent to smartphone,發送到智能手機
to control node send,控制節點發送
transfer to control node,轉移到控制節點
transmit to control node,傳輸到控制節點
vehicle control,車輛控制
exposed photographic,曝光攝影
photographic,攝影
photographic recording,攝影記錄
photographic sensitive,感光的
recording,記錄
sensitive,敏感的
separation photographic,分離攝影
separation sensitive,分離敏感
black and white photographic material,黑白攝影材料
black and white sensitive photo,黑白敏感照片
black white sheet,黑白片
color afftected photograhic,受色彩影響的攝影
color photographic,彩色攝影
color positive images,彩色正片圖像
color recording,彩色記錄
delicate photographic,精緻的攝影
image photographic,圖像攝影
image recording,影像記錄
image sensitive photographic,圖像敏感攝影
image sensitive recording,圖像敏感記錄
light effected photograhy,光效攝影
light sensitive photograhic,感光攝影
non sensitive photograhic,非敏感攝影
photographer,攝影師
photographic paper,相紙
positive matter,積極的事情
printing device,打印裝置
responsive photographic,響應式攝影
sensitive area,敏感區
sensitive color photographic,敏感的彩色攝影
sensitive environment,敏感環境
sensitive layer,敏感層
sensitive lid,敏感蓋子
sensitive recording,敏感錄音
zoom in capacity,放大容量
blur image,模糊圖像
camera film,電影室
camera recording,攝像頭錄製
chromo sensitive photo,色敏照片
