,0
parallel orientation relative,平行方向相對
parallel parking,平行停車
parallel position,平行位置
parallel processing unit,並行處理單元
parallel programming models,並行編程模型
parallel relation,平行關係
parallel relationship relative,平行關係相對
parallel shape,平行形狀
parallel with relative,與相對平行
perpendicular orientation,垂直方向
perpendicular orientation relative,垂直方向相對
perpendicular position,垂直位置
perpendicular relation,垂直關係
perpendicular relationship,垂直關係
right angle position,直角位置
bundle,捆
continuous orientation,連續定向
continuous pattern,連續模式
desired configuration,所需的配置
desired orientation,所需方向
fixed configuration,固定配置
fixed orientation,固定方向
matrix,矩陣
parallel manner,並行方式
parallel manner relationship,並列方式關係
parallel pattern,平行模式
perpendicular manner,垂直方式
extend in parallel orientation,平行方向延伸
alignment device,對準裝置
antiparallel orientation,反平行方向
equal lines space,等行間距
equivalent orientation,等效方向
fiber orientations,纖維取向
linear alignment,線性對齊
logical state,邏輯狀態
multilayer wire,多層線
non parallel configuration,非並行配置
opposite orientation,反方向
opposite relationship,對立關係
parallel direction relation,平行方向關係
parallel gripper,平行夾持器
parallel manner relative,平行方式相對
parallel position relationship,平行位置關係
parallel position relative,相對平行位置
parallel relate,平行相關
parallel rulers,平行標尺
parallel virtual space,平行虛擬空間
parallel with relation,與關係平行
perpendicular angle,垂直角
right direction relation,正向關係
right direction relative,相對正確的方向
right with relation,關係權
right with relative,對親戚
similar manner relative,類似的方式相對
similar orientation,類似的方向
similar position relationship,相似的職位關係
similar position relative,相似的相對位置
similar relationship,相似的關係
space segment,空間段
zero crossing,過零
zero orientation,零方向
zero perpendicular angle,零垂直角
zero perpendicular orientation,零垂直方向
cross section,橫截面
elliptical machine,橢圓機
elliptical trainer,橢圓機
form,形式
orbit,軌道
partial elliptic cylindrical reflector,部分橢圓柱面反射器
partial elliptical cylinder,偏橢圓柱
partial elliptical polarization,偏橢圓極化
partial elliptical shape,偏橢圓形
partial elliptical spheroid,偏橢圓球體
partial oval shape,部分橢圓形
partial pressure,分壓
plurality of accelerating,多個加速
plurality of source,多個來源
polarized glass,偏光玻璃
area preference mode,區域偏好模式
inactive mode,非活動模式
interactive mode,交互模式
non particular operations,非特定操作
non work,非工作
operation,手術
operation diamond,鑽石手術
operational creditor,經營債權人
operational mode setting,操作模式設置
particular case,特殊案例
particular functions,特殊功能
particular integral,特殊積分
particular lien,特定留置權
particular operational conditions,特定的操作條件
particular operational group,特定業務組
particular operational mode,特定的操作模式
particular operational purposes,特定的操作目的
particular operations,特殊操作
particular work,特定的工作
specific local operation,具體本地操作
standard operating procedure,標準操作流程
action area,行動區
certain work,某些工作
certain working,某些工作
lubricant metering operation,潤滑劑計量操作
lubricant metering system operation,潤滑劑計量系統操作
rotate anticlockwise,逆時針旋轉
specific operation,具體操作
unique action,獨特的動作
work formula,工作公式
beverage carton with straw,帶吸管的飲料紙盒
blood based biomarkers cancer,基於血液的生物標誌物癌症
computer book,電腦書
dna based nanostructures,基於DNA的納米結構
flexible packages,軟包裝
glass disclosed,玻璃披露
helmet,頭盔
inert gas,惰性氣體
laptop,筆記本電腦
laptop computer,筆記本電腦
notepad computer,記事本電腦
pen based computer,筆式電腦
pen based laptop,基於筆的筆記本電腦
pen based portable computer,基於筆的便攜式計算機
pen based tablet,筆式平板電腦
pen based tablet computer,筆式平板電腦
plant based cereal,植物性穀物
portable devices,便攜式設備
potential blood based biomarker,潛在的基於血液的生物標誌物
re sealable dispenser,可重新密封的分配器
stylus,手寫筆
stylus based computer,基於手寫筆的計算機
vehicle container,車輛集裝箱
vehicle disclosed,車輛披露
vehicle panel,車輛面板
vehicle provided,提供的車輛
electronic processing,電子加工
handheld electronic,手持電子
memory card,存儲卡
pen,筆
pen based computer system,基於筆的計算機系統
pen screen,筆屏
pen screen stylus,屏幕觸控筆
pen stylus,手寫筆
plug card,插卡
plug device,插頭裝置
rechargeable batteries,可充電電池
rechargeable battery,可充電電池
stylus pen,觸控筆
stylus screen pen,觸控筆屏幕筆
touch pen,觸控筆
camera based computer,基於相機的計算機
camera computer,相機電腦
camera pen based computer,基於相機筆的計算機
camera pen computer,相機筆電腦
computer device,計算機設備
computer graphics,計算機圖形學
computer module,電腦模塊
computer software,電腦軟件
computer tablet with stylus,帶手寫筆的平板電腦
computer user interface,計算機用戶界面
computer user interface using a pen,使用筆的計算機用戶界面
hen pen,母雞筆
infrared mouse,紅外線鼠標
ink pen,墨水筆
joystick device,操縱桿裝置
mobile,移動的
mobile receiver module,移動接收模塊
notebook,筆記本
notebook computer,筆記本電腦
notebook phone,筆記本電話
palm computer,掌上電腦
palm phone,掌上電話
pattern recognition software,模式識別軟件
pen based device,基於筆的設備
pen based pc,筆式電腦
pen computer,筆式電腦
pen computer device,筆式電腦設備
pen computing,筆計算
pen device,筆裝置
pen drive,筆式驅動器
pen stand,筆架
pen tablet,數位板
personal computer,個人電腦
remote device,遠程設備
remote display module,遠程顯示模塊
remote module,遠程模塊
remote receiver device,遠程接收設備
remote receiver module,遠程接收模塊
stylus computer,手寫筆電腦
stylus writing,手寫筆書寫
tablet,藥片
touchpad,觸摸板
pendent group,懸垂組
pendent groups,懸垂組
pendent functional,懸垂功能
combination patent,組合專利
dependent,依賴的
facto,事實上
facto dependent,事實依賴
facto reliant,過分依賴
independent,獨立的
reliant,依賴
long,長
pendant,吊墜
pendent position,懸垂位置
adamantyl,金剛烷基
chain compound,鏈狀化合物
hydrophilic material,親水材料
mathematical model,數學模型
neck pendant,頸挂件
pendant locket,吊墜小盒
pendant set,吊墜套裝
pendent accessory,挂件
pendent drops,下垂的水滴
pendent lamp,吊燈
side group,邊組
unsaturated compound,不飽和化合物
variable,多變的
centrifugal pump,離心泵
control pendant,控制挂件
display panel,顯示屏
operator pendant,操作員挂件
pendant ceiling lights,吊燈
pendant controller,挂件控制器
pendant hanging lights,吊燈
pendant switch,吊墜開關
pendent,吊墜
pendent apparatus,取決於機器
pendent type,懸垂型
pendente lite,吊墜精簡版
polymer chain,聚合物鏈
rotary fluid,旋轉流體
scroll compressor,渦旋壓縮機
sealing system for a gear pump,齒輪泵密封系統
wrist pendent wireless optical keyboard,腕掛式無線光學鍵盤
bad breath precursor,口臭前兆
fusion,融合
fusion protein,融合蛋白
fusion site,融合位點
glucagon,胰高血糖素
growth pp,成長pp
inactive protein,非活性蛋白
inactive substance,非活性物質
inorganic precursor,無機前體
mature protein,成熟蛋白
peptide,肽
post translational modification,翻譯後修飾
pre pro peptides,前肽
pro peptide,前肽
pro protein,蛋白原
pro sequences,親序列
protein precursor,蛋白質前體
threonine,蘇氨酸
contain perfluoroalkyl group,含有全氟烷基
fluorine atom,氟原子
fluorine bond,氟鍵
hydroxy,羥基
hydroxy atom,羥基原子
hydroxy group,羥基
hydroxyl,羥
hydroxyl atom,羥基原子
hydroxyl bond,羥基鍵
hydroxyl group,羥基
represent perfluoroalkyl group,代表全氟烷基
substituent,取代基
aliphatic substances,脂肪族物質
alkyl,烷基
alkyl group,烷基
alkyl groups,烷基
amino group,氨基
amino groups,氨基
blood group,血型
chemical group,化學組
ether,醚
family group,家庭組
fixing chuck,固定夾頭
fluorinated alkyl group,氟化烷基
fluorinated bridging group,氟化橋接基團
graphics group descriptor,圖形組描述符
group of neutral wire,中性線組
group of tumors,腫瘤組
hydrocarbon group,烴基
hydrocarbon radical,烴基
indexable cutting insert,可轉位刀片
lawn mower blade,割草機刀片
perfluorinated alkyl groups,全氟烷基
perfluoroalkyl alkenyl groups,全氟烷基烯基
perfluoroalkyl groups,全氟烷基
perfluoroalkyl perfluoro phthalocyanine,全氟烷基全氟酞菁
perfluoroalkyl substances,全氟烷基物質
perfluorocarbon,全氟化碳
perfluorocarbon alkyl group,全氟化碳烷基
perfluorocarbon alkyl radical,全氟化碳烷基自由基
perfluorocarbon bridging group,全氟化碳橋基
perfluorocarbon bridging radical,全氟化碳橋基
perfluorocarbon group,全氟化碳組
perfluorocarbon radical,全氟化碳自由基
rf groups,射頻組
branched aliphatic group,支鏈脂肪族
branched aliphatic radical,支鏈脂肪族自由基
branched hydrocarbon group,支鏈烴基
branched hydrocarbon radical,支鏈烴基
copying,複製
cycloaliphatic,脂環族
cycloaliphatic group,脂環族基團
data grouping,數據分組
divalent aliphatic group,二價脂肪族基團
divalent aliphatic radical,二價脂肪族自由基
divalent group,二價基團
divalent hydrocarbon,二價烴
divalent hydrocarbon group,二價烴基
divalent hydrocarbon radical,二價烴基
fluorinated substances,含氟物質
fluorocarbon,碳氟化合物
fluorocarbon group,碳氟化合物組
fluorochemical,氟化物
fully fluorinated attaching group,全氟化連接基團
heterocyclic group,雜環基
heterocyclic organic,雜環有機物
heterocyclic organic group,雜環有機基團
hydrocarbon,烴
long chain,長鏈
organofluorine group,有機氟基團
perfluoroalkyl acids,全氟烷基酸
perfluoroalkyl chain,全氟烷基鏈
perfluoroalkyl moiety,全氟烷基部分
perforated,穿孔的
pfa group,pfa組
pocket moiety,口袋部分
radical,激進的
study group,學習小組
upper pole moiety,上極部分
vinyl organic,有機乙烯基
vinyl organic group,乙烯基有機基團
branched perfluoroalkyl group,支鏈全氟烷基
aforementioned group,上述組
aforementioned hydrogen,上述氫
aforementioned hydrogen group,上述氫基
alkenyl,烯基
alkenyl group,烯基
alkenyl hydrogen,烯基氫
alkenyl hydrogen group,烯基氫基團
divalent alkyl,二價烷基
divalent alkyl group,二價烷基
fluorinated alkyl,氟化烷基
fluorinated group,氟化基團
fluorinated hydrocarbon,氟化烴
fluorinated hydrocarbon group,氟化烴基
fluorinated radical,氟化自由基
fluorine atom group,氟原子團
fluorine group,氟基
lower aliphatic group,低級脂肪族
lower aliphatic radical,低級脂肪族自由基
lower alkyl,低級烷基
lower alkyl group,低級烷基
lower alkyl radical,低級烷基
lower group,較低的群體
saturated alkyl group,飽和烷基
saturated alkyl radical,飽和烷基
vinyl atom,乙烯基原子
vinyl atom group,乙烯基原子團
action camera,運動相機
desired action,期望的動作
desired action is performed,執行所需的操作
desired face,想要的臉
desired theory of investment,期望投資理論
drilling,鑽孔
execute actions,執行動作
execute desired action,執行所需的操作
execute desired operations,執行所需的操作
outer shell unit,外殼單元
perform actions,執行動作
perform desired action,執行所需的操作
perform desired operation,執行所需的操作
perform rituals,舉行儀式
performing a desired action,執行所需的動作
programmed machines,程序化機器
stop desired action,停止想要的動作
terminate desired operation,終止所需的操作
tool box,工具箱
wireless action point,無線動作點
wireless action protocol,無線動作協議
brain working recursive therapy,腦工作遞歸療法
execute operations,執行操作
execute working operation,執行工作操作
finish working operation,完成工作操作
implement work task,落實工作任務
job handling,作業處理
laser operation,激光手術
leg operation,腿部手術
metal working operations,金屬加工操作
milling operation,銑削操作
perform binary addition,執行二進制加法
perform cyclic operations,執行循環操作
perform metal working operations,進行金屬加工操作
perform working,執行工作
perform working conditions,執行工作條件
perform working operation,執行工作操作
perform working stroke,執行工作行程
performing cutting operation,執行切割操作
performing work operations,執行工作操作
stop working operations,停止工作操作
terminate operations,終止操作
working capital,營運資金
working operations,工作操作
working principle,工作原則
clamping steel holder,夾緊鋼架
implement working operations,實施工作操作
