,0
irradiation medical device,輻照醫療器械
irradiation radiation,輻照輻射
irradiation source,輻照源
microwaves,微波爐
money source,資金來源
optional electromagnetic radiation device,可選電磁輻射裝置
optional electromagnetic radiation source,可選電磁輻射源
optional electromagnetic source,可選電磁源
optional electromagnetic source device,可選電磁源裝置
optional radiation device,可選輻射裝置
optional radiation source,可選輻射源
optional radiation source device,可選的輻射源裝置
oscillations of electric field,電場振盪
oscillations of magnetic fields,磁場振盪
radiant power,輻射功率
radiation,輻射
radiation irradiation source,輻射輻照源
radiation pressure,輻射壓
radiation source,輻射源
radiation waves,輻射波
radio waves,無線電波
source of cosmic rays,宇宙射線源
source of electromagnetic energy,電磁能量的來源
water source,水源
electromagnetic radiation,電磁輻射
electromagnetic radiation emitting,發射電磁輻射
electromagnetic source emitting,電磁源發射
light device,燈光裝置
light therapy source,光療源
low level light source,低級光源
optical source,光源
radiation emitting,輻射發射
radiation source emitting,輻射源發射
therapy source,治療源
information device,信息設備
information reader,信息閱讀器
information reading device,信息讀取裝置
optical device,光學裝置
optical reader,光學閱讀器
optical reading device,光學讀取裝置
absorbing the wavelength,吸收波長
black material layer,黑色材質層
broadband light sources,寬帶光源
control boundary element,控制邊界元素
device manager,裝置經理
electromagnetic lights source,電磁光源
emitter,發射器
excitation component,激勵分量
excitation component source,激勵分量源
excitation element,激發元件
excitation light device,激發光裝置
excitation light source,激發光源
excitation radiation device,激發輻射裝置
excitation radiation source,激發輻射源
excitation source,激發源
illuminant,發光的
illumination element,照明元件
illumination source,照明源
laser radiation source,激光輻射源
non electromagnetic radiation,非電磁輻射
optical component,光學元件
optical component source,光學元件源
optical element,光學元件
optical light device,光學照明裝置
optical light source,光學光源
optical radiation device,光輻射裝置
optical radiation source,光輻射源
radiant energy source,輻射能源
radiation generating device,輻射發生裝置
radiation hazard,輻射危害
source documents,源文件
source terminal,源終端
source tree,源代碼樹
x ray machine,X光機
target elevation,目標海拔
measure elevation,測量海拔
diagrammatic,圖解的
elevation elevational view,立面視圖
elevation plan elevation,立面圖立面圖
elevation plan view,立面平面圖
elevational elevation,海拔高度
elevational plan elevation,立面圖立面圖
elevational plan view,立面平面圖
elevational view,正視圖
relative elevation,相對海拔
schematic,示意圖
side elevation,側立面圖
side elevational elevation,側面立面圖
side elevational view,側視圖
side view,側面圖
view elevation view,查看立面圖
view elevational view,查看立面圖
angular elevation,仰角
cross isometric view,交叉等距視圖
cross sectional view,剖面圖
elevation perspective view,立面透視圖
elevational perspective view,立面透視圖
end elevation,末端標高
end elevational section,端立面剖面
end elevational view,端視圖
end perspective section,結束透視部分
end perspective view,末端透視圖
end view,端視圖
isometric view,等軸測視圖
perspective elevation,透視仰角
perspective view,透視圖
side perspective view,側面透視圖
elevation section,立面剖面
elevational diagram,立面圖
elevational section,立面剖面
perspective diagram,透視圖
cross illustration,交叉圖
cross perspective illustration,交叉透視圖
cross perspective representation,交叉透視表示
cross sectional illustration,橫截面圖
cross sectional representation,橫截面表示
cross view,交叉視圖
elevational illustration,立面圖
elevational perspective illustration,立面透視圖
elevational perspective representation,立面透視圖
elevational representation,立面圖
elevational schematic illustration,立面示意圖
elevational schematic representation,立面示意圖
illustration,插圖
perspective elevational illustration,透視立面圖
perspective elevational representation,透視立面表示
perspective illustration,透視圖
perspective representation,透視表示
perspective schematic illustration,透視示意圖
perspective schematic representation,透視示意圖
representation,表示
section view,剖面圖
sectional illustration,剖面圖
sectional perspective illustration,剖面透視圖
sectional perspective representation,剖面透視圖
sectional representation,剖面圖
sectional view,剖面圖
circuit architecture,電路架構
coupled capacitor,耦合電容
elevator pitch,電梯間距
eye view,眼觀
front elevation view,正視圖
hill view,山景
parallel lines,平行線
partial sectional view,局部剖視圖
partial side view,局部側視圖
side elevation view,側視圖
top perspective view,俯視圖
top score,最高分
transister,晶體管
two dimensions,二維
view bill,查看賬單
auto hammer,自動錘
cam actuated percussive tool,凸輪驅動的敲擊工具
device casing,設備外殼
electric hand tool machine,電動手工具機
embed groove,嵌入凹槽
embedded c,嵌入式
embedded groove,嵌入式凹槽
embedded integrated circuit,嵌入式集成電路
embedding,嵌入
embedding algorithms,嵌入算法
embedding annular groove,嵌入環形槽
embedding groove,嵌入槽
embedding holes,埋孔
embedding matrix,嵌入矩陣
embedding openings,嵌入開口
embedding ring,嵌入環
embedding spaces,嵌入空間
groove,槽
groove pencil,凹槽鉛筆
leg groove,腿溝
longitudinal grooves,縱向凹槽
rotating screw,旋轉螺桿
annular groove,環形槽
annular recess,環形凹槽
annular report,環形報告
clamping groove,夾緊槽
depth,深度
elongated groove,細長槽
embedded computer,嵌入式計算機
embedded grooves,嵌入式凹槽
embedded notch,嵌入式缺口
embedded recess,嵌入式凹槽
embedded slot,嵌入式插槽
embedding grooves,嵌入凹槽
embedding protrusion,嵌入突起
embedding slot,嵌入槽
embedding text,嵌入文本
groove music,凹槽音樂
groove notch,槽口
hole,洞
insertion pin,插銷
inwardly concave groove,向內凹槽
inwardly extending groove,向內延伸的凹槽
open groove,開槽
outer housing,外殼
piston ring,活塞環
sleeve,袖子
upward communication,向上溝通
upwardly concave groove,向上的凹槽
upwardly extending groove,向上延伸的凹槽
bluetooth turntable portion,藍牙轉盤部分
debossing portion,凹陷部分
diffraction grating tool,衍射光柵工具
embossed portion,壓花部分
embossed region,壓紋區域
embossing,壓花
embossing inner portion,壓花內部
embossing machine,壓花機
embossing part,壓花部分
embossing portion,壓花部分
embossing programs,壓花程序
embossing region,壓花區
embossing section,壓花部分
embossing segment,壓花段
embossing technique,壓花技術
food portion,食物部分
house portion,房子部分
mosaic wall painting,馬賽克壁畫
portion of the embossing,壓花部分
router portion,路由器部分
share portion,分享部分
wall paper,牆紙
wood double roller veneer press,木雙輥壓板機
amphiphilic polymer,兩親聚合物
aqueous,水性
aqueous pigment,水性顏料
article,文章
capsulated pigment,膠囊色素
coated pigment,包覆顏料
electrophoretic composition,電泳組合物
electrophoretic pigment,電泳顏料
encapsulated biological material,封裝的生物材料
encapsulated bottle,封裝瓶
encapsulated color,封裝顏色
encapsulated colored material,封裝的有色材料
encapsulated component,封裝組件
encapsulated composition,封裝組合物
encapsulated dye,包封染料
encapsulated meat,包肉
encapsulated particles,包封顆粒
encapsulated phthalocyanine,包封酞菁
encapsulated pigment composition,包封顏料組合物
encapsulated pigments,包封顏料
encapsulated shell,封裝外殼
encapsulated tint,封裝色調
eye pigmentation,眼睛色素沉著
hyperpigmentation,色素沉著過度
ink,墨水
inkjet,噴墨
non encapsulated,非封裝
passivation layer,鈍化層
polymer coated,聚合物塗層
printing,印刷
silver halide,鹵化銀
stable aqueous,穩定的水性
stable pigment,穩定的色素
un encapsulated,未封裝
aqueous dispersion,水分散體
aqueous fine composition,水性精細組合物
aqueous fine dispersion,水性細分散體
aqueous pigment composition,水性顏料組合物
aqueous pigment dispersion,水性顏料分散體
encapsulated particle,包封顆粒
encapsulating pigment,包封顏料
ink dispersion,油墨分散
ink fine composition,墨水精細成分
ink fine dispersion,油墨精細分散
ink pigment,油墨顏料
ink pigment composition,油墨顏料組成
ink pigment dispersion,油墨顏料分散體
particle,粒子
present invention,本發明
present pigment,現色素
core pigment,核心色素
cosmetic,化妝品
encapsulated,封裝的
encapsulated bacteria,被包裹的細菌
encapsulated luminescent pigment,封裝發光顏料
encapsulated nail,包封釘
encapsulated pigment particles,包封顏料顆粒
encapsulating agents,包封劑
encapsulating dyes,包封染料
encapsulation component,封裝組件
fill formulations,填充配方
multilayer structure,多層結構
pigment particles,顏料顆粒
pigmentation cream,色素沉著霜
skin pigments,皮膚色素
stain,弄髒
suitable encapsulation,合適的封裝
time release material,時間釋放材料
virus capsule,病毒膠囊
encircle with opening,用開口包圍
enclose copy,附上副本
enclose with base,用底座圍起來
enclose with gaps,用間隙包圍
enclose with opening,用開口封閉
enclose with part,附上部分
enclose with wall,用牆圍起來
enclosed document,隨附文件
enclosed opening,封閉式開口
enclosed with opening,有開口封閉
enclosed with orifices,用孔口封閉
enclosing with opening,帶開口封閉
open bid,公開投標
open room,開間
opening stock,上市股票
openings with enclose,帶封閉的開口
vent,發洩
binary converter,二進制轉換器
coding form,編碼形式
data decryption unit,數據解密單元
decode form,解碼形式
decryption code,解密代碼
decryption key,解密密鑰
encode form video bit stream,編碼形成視頻比特流
encode in form,編碼形式
encoded form,編碼形式
gaseous form,氣態
head end encoder,前端編碼器
interframe encode form,幀間編碼形式
liquid form,液體形式
pre encoded form,預編碼形式
predetermined encode form,預定編碼形式
simple design,簡單的設計
simple encoder,簡單編碼器
solid form,固體形式
structural form,結構形式
url encode,網址編碼
barbell,槓鈴
barbell rod,槓鈴桿
barcode scanner,條形碼掃描器
bars end,酒吧結束
bars outer edge,鋼筋外緣
bead loom,珠織機
compose of bars,由條組成
consist of bars,由酒吧組成
end bars,端條
end caps,端蓋
end product of protein,蛋白質的終產物
end side,端面
end side array,端側陣列
form of bars,條形
gold end bars,金端條
loop connector,環路連接器
make of bars,製作酒吧
multi stranded,多股
nutri grain bar,營養穀物棒
rods,棒
rods edge,棒邊
rods end,桿端
round end bar,圓形端桿
sliding clasps,滑動扣
ball end pin,球頭銷
bottom pins,底銷
dead end,死路
edge pins,邊銷
end days,結束日
end of the movie,電影的結尾
fabric end,布端
first tooth row,第一排牙
flat end pins,平端銷
lock installed,鎖安裝
pinheads,針頭
quick release,快速釋放
screw heads,螺絲頭
second tooth rows,第二齒排
secure pins,固定銷
securing means,固定裝置
semiconductor pins,半導體引腳
side pins,側銷
slider teeth,滑塊齒
stops,停止
terminating pins,端接銷
zipper teeth,拉鍊齒
circumference,圓周
periphery,周邊
acoustic guitar,原聲吉他
end pin,端銷
end wall,端牆
guitar strap attachment,吉他背帶附件
musical instrument,樂器
pinball,彈球
safety pin,安全別針
screw end pin,螺絲端銷
screw end pins,螺釘端銷
screw mounting pins,螺釘安裝銷
screw pins,螺絲銷
six strings,六弦
synthetic knob,合成旋鈕
synthetic pin,合成針
wood pin,木別針
support pins,支撐銷
top pins,頂針
storage spring,儲存彈簧
energy storing spring,儲能彈簧
flexible element,彈性元件
pawl,棘爪
bracelet,手鐲
clockwork spring,發條彈簧
date,日期
elastic energy storage,彈性儲能
energy cell,能量電池
energy discharge spring,能量釋放彈簧
energy storage mechanism,儲能機制
escape mechanism,逃生機制
escape motor,逃生馬達
escapement mechanism,擒縱機構
power bank storage,移動電源存儲
rotary position spring,旋轉位置彈簧
spring drive,彈簧驅動
spring energy,彈簧能量
spring release energy,彈簧釋放能量
spring season,春暖花開的季節
storage container,儲存容器
cage drive mechanism,籠式驅動機構
closing spring,閉合彈簧
detent spring,止動彈簧
drive mechanism,驅動機構
drive system,驅動系統
driving mechanism,驅動機構
driving system,驅動系統
