,0
3 4 hydroxyphenyl 6 methoxy 7 2s3r4s5s6r 345 trihydroxy 6 hydroxymethyloxan 2 yloxychromen 4 one,3 4 羥苯基 6 甲氧基 7 2s3r4s5s6r 345 三羥基 6 羥甲基惡烷 2 乙氧基色素 4 一
4 toys,4個玩具
7 wonders,7 大奇蹟
bean bag,豆袋
deficit spending,赤字支出
iso,異
isoflavonoids,異黃酮
supplementary data,補充資料
common bias input,公共偏置輸入
earth terminal,接地端子
electrostatic discharge,靜電放電
gnd policy,接地政策
gnd proposal,接地提議
gnd term,名詞術語
ground lift,地面電梯
ground terminal,接地端
ground water,地下水
negative terminal,負極
neutral node,中性節點
non ground,非接地
non path,非路徑
positive terminal,正極端子
potential,潛在的
zero reference level ground,零參考電平地
background,背景
circuit point,電路點
data path,數據路徑
earthing,接地
electrical circuit,電路
general earth,一般地球
gnd terminal,接地端
ground path,地面路徑
ground potential,地電位
ground supply,接地電源
ground tissue,地面組織
ground voltage,接地電壓
ingress terminal,入口終端
operating voltage,工作電壓
path closer,路徑更近
play ground,遊樂場
power input,電源輸入
power voltage,電源電壓
reference point,參照點
vin,葡萄酒
vss,對比
zero,零
gold,金子
gold article,金條
gold layer,金層
gold layers,金層
metal alloy,金屬合金
silver,銀
silver layer,銀層
silver layers,銀層
adjuvants,佐劑
allowance,津貼
allowed transition,允許的過渡
alloy material,合金材料
amalgam,汞合金
casting,鑄件
fine,美好的
gold based alloy,金基合金
gold silver palladium alloy,金銀鈀合金
gold tin alloy,金錫合金
group alloy,組合金
group gold,組金
group metal,金屬組
group metal alloy,族金屬合金
group palladium alloy,組鈀合金
group palladium metal,鈀金屬組
immunologic,免疫學
metal layer,金屬層
metals,金屬
noble metal,貴金屬
palladium alloy,鈀合金
palladium gold alloy,鈀金合金
palladium metal,鈀金屬
platinum gold alloy,鉑金合金
precious metal alloy,貴金屬合金
radio inventor,無線電發明家
silver gold alloy,銀金合金
solderable materials,可焊材料
white gold alloy,白金合金
alloy of silver and gold,金銀合金
alloy steel,合金鋼
alloy wheel,合金輪轂
auag,奧格
electronic equipment,電子設備
gold bar,金條
gold credit card,黃金信用卡
gold debit card,黃金借記卡
gold membership,金卡會員
gold mixture,黃金混合物
goldcopper alloys,金銅合金
golden alloy,金合金
jewel,寶石
mixture of metals,金屬混合物
platinum,鉑
pure gold,純金
red gold alloy,紅金合金
silicon steel,矽鋼
silver plating,鍍銀
white gold,白金
yellowness index,黃度指數
elastomeric member,彈性構件
friction member,摩擦件
texture,質地
floor mat,地板墊
grid view,網格視圖
grip layer,夾層
grip strips,握帶
grip surface,握持面
grip tape,握帶
gripe water,抱怨水
gripping fabric,抓地佈
gripping system,抓取系統
holding surface,保持面
layers of skin,皮膚層
lip,唇
marine layer,海洋層
non slip layer,防滑層
quilt,被子
quilt support,被子支撐
rubber,橡膠
slip resistance,防滑性
slippery nature,滑性質
woven,編織
adjustable gripping layer,可調夾持層
adjustable holder,可調節支架
conducting grip layer,導電夾層
conducting gripping layer,導電夾持層
environment layer,環境層
flexible grip layer,柔性抓握層
flexible gripping layer,柔性夾持層
grip enhancing material,抓地力增強材料
grip plier,握彎
griping pain,抓痛
gripping material,夾持材料
gripping sheet,夾持片
gripping sheet length,夾持片材長度
gripping substrate,夾持基板
holding adjustabilty,保持可調性
holding layer,保持層
multi layer,多層
network layer,網絡層
release layer,釋放層
repelling sheet,排斥片
securing cover,固定蓋
tier,等級
ballistics,彈道學
commanded firing element,指揮射擊元件
defence system,防禦系統
directed projectiles,定向射彈
element number,元素編號
firing department,射擊部
guided imagery,引導圖像
guided media,引導媒體
guided tour,導遊
horizontal motion,水平運動
missiles,導彈
non guided projectiles,非制導彈丸
projectile motion,拋射運動
projectiles,彈丸
sensing,傳感
sensing projectiles,感應彈丸
space,空間
space projectiles,太空彈丸
sub projectiles,子彈丸
system tool,系統工具
vertical motion,垂直運動
warheads,彈頭
arrow marks,箭頭標記
committee member,委員會成員
connectors,連接器
directing device,導向裝置
engaging,引人入勝
engaging means,參與手段
foundation,基礎
governing member,理事
guide strips,導帶
guiding component,導向組件
guiding lands,引導地
guiding light,指路明燈
guiding principles,指導原則
guiding rails,導軌
guiding surfaces,導向面
joints,關節
non guiding element,非導向元件
sign boards,標誌牌
sign wave,符號波
test marks,考試成績
aluminium gutter,鋁製天溝
cloth hanger,衣架
component of a water discharge,排水的組成部分
eaves shoot hanger,簷拍衣架
eavestrough hanger,簷口衣架
flowing off roofs in,從屋頂流出
gut a fish,一條魚
gutter,排水溝
hang out,出去玩
hanger,衣架
hanging plants,懸掛植物
hidden hanger,隱藏的衣架
installation technique,安裝技術
metal straps,金屬帶
quick screws,快速螺絲
rain gutter,雨水槽
rain gutter hanger,雨水槽衣架
roofing products,屋面產品
sanitary sewers,下水道
street gutter,街道排水溝
surface water collection channel hanger,地表水收集通道吊架
water dripping,水滴
adjacent floor plates,相鄰樓板
arresting bracket,止動支架
edge fastener,邊緣緊固件
gutter hook,天溝鉤
hanger plate,衣架板
hanging files,掛起文件
rafter bracket,椽支架
reinforcing truss,加強桁架
roof,屋頂
roof edge,屋頂邊緣
support section,支持科
supporting leg structure,支撐腿結構
vertical framing member,垂直框架構件
vertical line,垂線
water diverters,分水器
area,區域
brushes,刷子
cover gutters,蓋排水溝
remove from gutters,從排水溝中移除
clean gutters,清潔排水溝
collecting,收集
data display device in vehicle,車內數據顯示裝置
drip rails,滴水軌
eaves shoot,簷拍
glitch,毛刺
gutted,內臟
gutters,排水溝
hollow,空洞的
pneumatic height adjuster,氣動高度調節器
rail ticket booking,火車票預訂
rain forecast,降雨預報
rain forest,雨林
rain gutters,雨水槽
rainwater channel,雨水渠
roof drain,屋頂排水溝
surface water collection channel,地表水收集通道
trailer hitch assembly,拖車掛鉤總成
trench coat,風衣
trough,槽
water collection channel,集水通道
gutter gutters,排水溝
clean water sump,乾淨的水池
clean water tank,乾淨的水箱
electro optic medium,電光介質
gutter crutches,天溝拐杖
gutter frame,天溝框架
gutters bootstrap 4,排水溝引導程序 4
location frame,定位框
optics body,光學體
place value,位值
potable water inlet,飲用水入口
railway gaps track,鐵路缺口軌道
rainwater sewer,雨水下水道
separation place,分離處
sewage channel,污水渠
transparent gutter,透明排水溝
waste water conduit,廢水管道
bivalent radical,二價自由基
bromine substituted bivalent radical,溴取代的二價自由基
bromo ethane,溴乙烷
carbon atom,碳原子
chlorine substituted carbon radical,氯取代的碳自由基
chloro,氯
electrophilic halogenation,親電鹵化
fluoro,氟
graphite,石墨
halo,光環
halogen,鹵素
halogen addition reaction,鹵素加成反應
halogenated,鹵化
haloketone,鹵代酮
heteroatom,雜原子
iodo,碘
mathematical substitution method,數學代入法
substituted,取代
substituted halocarbyl,取代的滷代烴基
substituted material,替代材料
substituted person,替代人
substitution mutation type,替代突變類型
unsubstituted,未取代
alkyl halide,鹵代烷
bromo compound,溴化合物
bulky halocarbyl,大體積鹵代烴
chloro carbyl,氯代羰基
chloro compound,氯化合物
chloroethyl,氯乙基
halo aryl,鹵代芳基
haloalkyl,鹵代烷基
haloalkyl derivative,鹵代烷基衍生物
halogenated halo,鹵代鹵
halomethyl,鹵代甲基
hydrocarbon chain,烴鏈
iodo compound,碘化合物
mathematical,數學的
oil tank,油箱
organic group,有機基團
set theory,集合論
silyl,甲矽烷基
substituted halo,取代暈
water tank,水箱
annuloplasty rings,環狀成形環
circular hook,圓鉤
circular hooks,圓形掛鉤
exercise rings,運動環
fixed hangers,固定衣架
hanging,絞刑
hanging band,吊帶
hanging circle,掛圈
hanging disc,挂盤
hanging hook,吊鉤
hanging loop,掛環
hanging picture frames,掛畫框
hook ring,鉤環
hooking ring,鉤環
indole ring,吲哚環
metal hanging rings,金屬吊環
metal suspensions,金屬懸架
part,部分
phone ring,電話鈴聲
supporting loops,支撐環
wedding ring,結婚戒指
bell ring,鈴響了
boxing ring,拳賽場地
circlet portion,圓環部分
circuit portion,電路部分
curtain hanging rings,窗簾掛環
dangling loop,懸空環
dangling ring,吊環
disc portion,圓盤部分
hanger stand,衣架架
hanging a prisoner,吊死一個囚犯
hanging earrings,吊耳環
metal clips,金屬夾
pivotally,舉足輕重
plastic hooks,塑料掛鉤
ringtone of mobile,手機鈴聲
round metal rings,圓形金屬環
steel hanging,鋼掛
swinging ring,搖擺環
valve pivotally,閥門可樞轉
hanging hole,掛孔
retaining ring,擋圈
hanger ring,吊環
hanging member,挂件
pulley,滑輪
steel wire rope,鋼絲繩
asic blocks,ASIC塊
blockchain,區塊鏈
circuitry,電路
configuration data,配置數據
configuration resources,配置資源
data processor,數據處理器
electronic hardware,電子硬件
firmware block,固件塊
functional blocks,功能塊
functional controlled,功能控制
functional controlled units,功能控制單元
functional units,功能單元
game blocks,遊戲積木
hardware,硬件
hardware circuit,硬件電路
hardware controlled,硬件控制
hardware controlled units,硬件控制單元
hardware data,硬件數據
hardware design block,硬件設計塊
hardware engine,硬件引擎
hardware machine,硬件機
hardware modem,硬件調製解調器
hardware modules,硬件模塊
hardware operating,硬件操作
hardware processor,硬件處理器
hardware resources,硬件資源
hardware store,五金店
hardware system,硬件系統
hardware unit,硬件單元
hardware units,硬件單元
human resource,人力資源
kids blocks,兒童積木
logic circuits,邏輯電路
registers,寄存器
semiconductor devices,半導體器件
software blocks,軟件塊
software hardware,軟件硬件
system block,系統塊
addressable control space,可尋址控制空間
arithmetic units,算術單元
building blocks,建築模塊
instructions,指示
jd detection process,jd檢測過程
joint detection process,聯合檢測過程
lego blocks,樂高積木
plurality of hardware blocks,多個硬件塊
programmable logic device,可編程邏輯器件
receive chain,接收鏈
receive circuitry,接收電路
receiver chain,接收鏈
receiver circuitry,接收器電路
software program,軟件項目
system memory,系統內存
aid enzyme,輔助酶
aid parameters,輔助參數
compensating module,補償模塊
directional microphones,定向麥克風
first aid,急救
hear aid,助聽器
hear aid machine,助聽器
hear music,聽音樂
hear parameters,聽到參數
hearing aid parameters,助聽器參數
hearing aid profiles,助聽器簡介
hearing assistance device,助聽器
hearing device,助聽器
