,0
opc drum repair system,opc鼓修復系統
pc mouse,電腦鼠標
photoconductive characteristics,光電導特性
printing material,印刷材料
toner kit,碳粉套件
air conditioning,空調
bumper beam,保險槓橫梁
closing assembly,關閉組件
eye opening,睜眼
hinged based opening,鉸鍊式開口
main opening drive mechanism,主開驅動機構
medical shunt assembly,醫療分流器組件
opener disc,開瓶器盤
opening angle glaucoma,開角型青光眼
opening apparatus,開啟裝置
opening arteries,開放動脈
opening assembly,開幕大會
opening eyes,睜眼
opening member,開幕成員
opening system,開放系統
rack and pinion,齒條和小齒輪
resealing mechanism,重新密封機制
seals,密封件
seat belt airbag,安全帶安全氣囊
slidable,可滑動的
worm gear,蝸輪
apparatus mechanism,裝置機構
assembly opening,組裝開口
bag opening assembly,開袋組件
end opening assembly,端開口組件
opener assembly,開瓶器組件
opening mechanism,開啟機制
actuating device,驅動裝置
assembly election,議會選舉
auxiliary actuator mechanism,輔助執行機構
auxiliary opening assembly,輔助開口總成
auxiliary opening mechanism,輔助開啟機構
door hinge mechanism,門鉸鏈機構
door opening assembly,開門總成
eye opening degree,睜眼度數
locking assembly,鎖定組件
motorised sunshade for glazed window,用於玻璃窗的電動遮陽板
opening actuator assembly,打開致動器組件
opening actuator mechanism,開啟執行機構
recessed opening assembly,嵌入式開口組件
release,發布
release device,釋放裝置
release system,發布系統
slider wheel,滑輪
sliding mechanism,滑動機構
spring biased door,彈簧偏置門
unlock assembly,解鎖組件
retracting assembly,縮回組件
retracting system,收放系統
airbag inflators,安全氣囊充氣機
atmospheric pressure,氣壓
flatproofing material filled tires,防漏材料填充輪胎
high vacuum system,高真空系統
lumen vacuum tube,流明真空管
negative pressure generator,負壓發生器
operate business,經營業務
operate by air sucking force,靠空氣吸力操作
operate by vacuum,真空操作
operate computer,操作電腦
operate under vacuum,在真空下操作
operated by mesh network,網狀網絡運營
operated by shunt,由分流器操作
used in vacuum pressure system,用於真空壓力系統
utilize by vacuum,真空利用
vacuum deposition,真空沉積
vehicle operator advisor,車輛操作員顧問
work by vacuum,真空工作
combustion flask,燃燒瓶
conventional frame,常規框架
efficient operation of combustion engine,內燃機的高效運行
engineers day,工程師日
gas conveying system,氣體輸送系統
ideal gas law,理想氣體定律
internal hard disk,內部硬盤
operate as engine,作為引擎運行
operate automotive gasoline engine,操作汽車汽油發動機
operate combustion engine,操作內燃機
operate diesel engine,操作柴油機
operate engine,操作引擎
operate gas turbine engine,操作燃氣渦輪發動機
operate internal combustion engines,操作內燃機
operate piston engine,操作活塞發動機
operate single cylinder engine,操作單缸發動機
piston cooling system,活塞冷卻系統
rocket propulsion systems,火箭推進系統
support boat,支援船
using conventional combustion engine,使用傳統的內燃機
warming up system,預熱系統
activate internal combustion engines,啟動內燃機
easy to operate blood taking needle,易於操作的採血針
ic chip,集成電路芯片
ic engine,集成電路引擎
ic engines,集成電路引擎
idling control apparatus,怠速控制裝置
internal blood environment parameter,內部血液環境參數
internal blood vessel,內部血管
internal combustion engine,內燃機
operate ic engines,操作ic引擎
run ic engines,運行ic引擎
secondary voltage waveform detecting device,二次電壓波形檢測裝置
stuffing box,填料函
working with engine,使用引擎
bore,鑽孔
central duct,中央導管
distal lumen,遠端管腔
distal portion,遠端部分
inner lumen,內腔
inner portion,內部
longitudinal operating,縱向操作
longitudinal operating channel,縱向操作通道
longitudinal working channel,縱向工作通道
operating passage,操作通道
working channel,工作通道
working passage,工作通道
acceleration,加速度
actuating member,致動件
average power temperature,平均功率溫度
average power voltage,平均電源電壓
average temperature,平均溫度
average temperature voltage,平均溫度電壓
channel frequency,頻道頻率
channel rejection,通道拒絕
frequency range,頻率範圍
internal temperature,內部溫度
internal voltage,內部電壓
neighbor channel,相鄰頻道
operating activity,經營活動
operating channel devices,操作通道設備
operating power temperature,工作電源溫度
operating power voltage,工作電源電壓
operating temperature,工作溫度
operating unit,經營單位
operation area,作業區
operation channel,運營渠道
receiving channel,接收通道
receiving hand,接手
wifi channel,無線頻道
work channel,工作頻道
work hours,工作時間
access being configured,正在配置訪問
access being operable,訪問可操作
access configured,訪問配置
access operable,訪問可操作
active frequency,有效頻率
active rat,活躍的老鼠
ap being configured,正在配置的 ap
ap being operable,ap可操作
ap configured,應用配置
ap operable,可操作
channel of operation,運營渠道
current channel list,當前頻道列表
dedicated carrier,專用載體
dedicated channel,專用頻道
dedicated discovery,專門的發現
dedicated discovery channel,專用發現通道
existing channel,現有渠道
general channel,一般渠道
inactive channel selecting resource,非活動頻道選擇資源
new bandwidth,新帶寬
news channel,新聞頻道
non operating channel,非運營渠道
operating channels,經營渠道
operating discovery,操作發現
operating discovery channel,運營發現渠道
operating expenses,營業費用
operation channels,運營渠道
operational status,運行狀態
rat,鼠
serving carrier,服務承運人
serving channel,服務渠道
trans receiving operating channel,反接收操作通道
tv channel,電視頻道
water channel,水道
wlan channel,無線局域網頻道
altitude,高度
automated rail inspection system,自動軌道檢查系統
back plate portion,背板部分
elevated height,升高的高度
elevated space,高架空間
elevation height,海拔高度
elevation space,高程空間
functional height,功能高度
height of statue,雕像高度
operational altitude,作業高度
operational amplifier,運算放大器
operational depth,作業深度
operational height,操作高度
operational peak,運營高峰
operational position,操作位置
operational research,運籌學
operational risk score for patient,患者操作風險評分
operational security,操作安全
operational system,操作系統
railway orbital information transmitting,鐵路軌道信息傳輸
spring member,彈簧構件
train control system,列車控制系統
working directory,工作目錄
working height,工作高度
addition operator,加法運算符
availability information,可用性信息
customer card number,客戶卡號
division operator,除法運算符
entering user identification,輸入用戶標識
identification document,身份證明文件
identifying the operator of the terminal,識別終端的操作員
include operator identification,包括操作員標識
information identification,信息識別
land information,土地信息
mobile operator identification information,移動運營商識別信息
multiplication operator,乘法運算符
object identification device,物體識別裝置
operation id,操作編號
operation information,操作信息
operator configuration information,操作員配置信息
operator id,操作員編號
operator id card,操作員身份證
operator identification,操作員識別
operator identification data,操作員識別數據
operator identifier input,操作員標識符輸入
operator information,運營商信息
operator of the image reading apparatus,圖像讀取裝置的操作員
operator session configuration information,操作員會話配置信息
operator session information,操作員會話信息
operator terminal configuration information,操作員終端配置信息
operator terminal session information,話務員終端會話信息
person identification code,個人識別碼
risk identification,風險識別
session configuration information,會話配置信息
session data,會話數據
session information,會話信息
session terminal configuration information,會話終端配置信息
ternary operator,三元運算符
user identifying data,用戶識別數據
user identity code,用戶身份代碼
user information,用戶信息
video identification network,視頻識別網絡
airway wall,氣道壁
barriers oppositely placed,對面放置的障礙物
different walls,不同的牆壁
handles,把手
opposing barrier,對立屏障
