,0
conversion control unit,轉換控制單元
conversion cost,轉換成本
conversion currency,兌換貨幣
conversion rate,兌換率
conversion table,換算表
converter control,轉換器控制
converter conversion,轉換器轉換
drive control,驅動控制
fault driving,故障駕駛
hvac converter,暖通空調轉換器
hvdc converter,高壓直流轉換器
operating converter,操作轉換器
photovoltaic control,光伏控制
photovoltaic inverter,光伏逆變器
power conduction control,功率傳導控制
power control,功率控制
power conversion software,電源轉換軟件
power conversion system,電源轉換系統
power converter control,電源轉換器控制
power converter software,電源轉換器軟件
power element control,功率元件控制
switch mode power converters,開關模式電源轉換器
switching conduction control,開關導通控制
switching conduction controlling,開關導通控制
switching control,開關控制
switching controlling,開關控制
switching element control,開關元件控制
switching element controlling,開關元件控制
voltage boost operation,升壓操作
voltage control operation,電壓控制操作
wireless communications,無線通信
application program,應用程序
audio data,音頻數據
established bank,成立銀行
established dataset,已建立的數據集
established institution,設立機構
established level,既定水平
established location,設立地點
established location data,已建立的位置數據
established navigation alert data,建立導航警報數據
established parameters,既定參數
established position data,確定的位置數據
established pressure,既定壓力
established reputation,建立聲譽
established techniques,成熟的技術
location application,定位應用
location application device,定位應用裝置
location codes,位置代碼
location data,位置數據
location monitoring application,位置監控應用
location monitoring application device,位置監控應用裝置
location monitoring application program,位置監控應用程序
location monitoring device,位置監控裝置
location monitoring the device,位置監控設備
location monitoring the program,位置監控程序
location of application device,應用設備的位置
location of application program,應用程序的位置
location of the device,設備的位置
location of the program,程序的位置
location program,定位程序
locations monitoring application device,位置監控應用裝置
locations monitoring application program,位置監控應用程序
locations monitoring the program,監控程序的位置
locations of application program,應用程序的位置
parameters data,參數數據
pre defined parameters,預定義參數
pre established,預先建立
pre established food size data,預先確定的食物大小數據
pre established foot data,預先建立的足部數據
pre established intervals,預先設定的間隔
pre established lace data,預先建立的花邊數據
pre established shoe data,預先建立的鞋子數據
pre set parameters,預設參數
prepared,準備好的
real time location,實時定位
shoelace,鞋帶
shoelace data,鞋帶資料
shoelace data points,鞋帶數據點
shoelace location data,鞋帶位置數據
shoelace locations,鞋帶位置
shoelace tags,鞋帶標籤
shoelaces,鞋帶
stored data,存儲數據
stored dataset,存儲數據集
stored location data,存儲的位置數據
strategic parameter,戰略參數
user monitoring device,用戶監控設備
analyzing errors,分析錯誤
automatic self test,自動自檢
automotive luggage platform,汽車行李平台
general check,一般檢查
impact protection device,衝擊保護裝置
inspection,檢查
periodic,週期性的
pre trip,旅行前
pre trip inspection,行前檢查
pre trip inspection study,旅行前檢查研究
pre trip travel information,旅行前的旅行信息
pre workout,鍛煉前
thorough check of the vehicle,徹底檢查車輛
thorough inspection of the vehicle,徹底檢查車輛
trip location data,行程位置數據
tripping captions,絆倒字幕
tuple,元組
visual,視覺的
wireless brake condition monitor,無線製動狀態監測器
world trip,世界之旅
performing pre trip,執行旅行前
performing trip,表演之旅
periodic performance,週期性表現
post trip,旅行後
preliminary,初步的
preliminary performance,初步表現
trip,旅行
calculated,計算出來的
excess current,過電流
instant tripping,瞬間跳閘
pre owned,二手
pre registration,預登記
pre tripping,預跳閘
relay,中繼
thermal overload,熱過載
trip planner,旅行計劃者
tripod,三腳架
tripping state,跳閘狀態
undervoltage,欠壓
acceleration threshold,加速度閾值
acceleration value,加速度值
acceleration value threshold,加速度值閾值
different predetermined acceleration,不同的預定加速度
predefined acceleration,預定義加速度
predetermined acceleration threshold,預定加速度閾值
predetermined deceleration,預定減速度
predetermined threshold,預定閾值
predetermined value,預定值
predetermined value threshold,預定值閾值
acceleration accelerations,加速度 加速度
acceleration sensor,加速度傳感器
acceleration system,加速系統
acceleration to acceleration,加速到加速
accelerations,加速度
alternating acceleration,交替加速
alternating accelerations,交替加速度
counterweight safety,配重安全
fixed acceleration,固定加速度
given speed,給定速度
graphics acceleration,圖形加速
prearranged acceleration,預先安排的加速
predetermined acceleration,預定加速度
predetermined blood pressure,預定血壓
predetermined body weight,預定體重
predetermined cost,預定成本
predetermined first acceleration,預定的第一加速度
predetermined policy,預定政策
predetermined rotational,預定旋轉
predetermined rotational speed,預定轉速
predetermined speed,預定速度
predetermined threshold acceleration,預定閾值加速度
predetermined velocity,預定速度
preset acceleration,預設加速度
rapid acceleration,快速加速
rapid accelerations,快速加速
respect acceleration,尊重加速度
respect to acceleration,關於加速度
sheave carrier,滑輪架
software acceleration program,軟件加速程序
spooling device for drum cables,捲筒電纜繞線裝置
threshold speed,閾值速度
undercarriage,起落架
longitudinal force,縱向力
pre threshold,預閾值
predetermined longitudinal force,預定的縱向力
predetermined longitudinal load,預定縱向載荷
predetermined transverse force,預定橫向力
predetermined transverse load,預定橫向載荷
threshold longitudinal force,閾值縱向力
threshold longitudinal load,閾值縱向載荷
threshold transverse force,閾值橫向力
accelerate value,加速價值
acceleration enrichment,加速濃縮
acceleration pedal movement,加速踏板運動
accidental access response,意外訪問響應
device movement,設備運動
ecommerce acceleration,電子商務加速
predefined colors,預定義的顏色
predetermined acceleration window,預定加速窗口
predetermined maintenance,預定維護
predetermined speeds,預定速度
predetermined time standards,預定時間標準
threshold acceleration,閾值加速度
undetermined acceleration,未定加速度
unplanned island mode,計劃外孤島模式
unplanned outage,計劃外停機
vehicle accelerator,車輛加速器
friction shock absorber,摩擦減震器
level transition,電平轉換
prearranged relatively,相對預先安排好的
predetermined brain region,預定的大腦區域
predetermined comparatively,預定的比較
predetermined relative,預定的親戚
predetermined relative displacement,預定的相對位移
predetermined relatively,相對預定
predetermined relatively low,預定相對較低
predetermined rules,預定規則
predetermined system,預定係統
predetermined temperature,預定溫度
predetermined wireless overhead rate,預定的無線開銷率
preset,預設
preset relatively,相對預設
rail vehicle event triggering,軌道車輛事件觸發
relatively finger,相對手指
relatively large brain,比較大的大腦
relatively prime ratio,相對優比
stay wedges,保持楔形
supporting plate,支撐板
train operation safety protection,列車運行安全防護
relatively,相對地
angle of incident,入射角
apparatus diagram,裝置圖
dispersion,分散
dispersion forces,分散力
dispersion modeling,彌散模型
dispersion of light,光的分散
dispersion treatment,分散處理
final area,最終區域
final dispersion,最終分散
focused light scattering,聚焦光散射
high pressure emulsifier,高壓乳化機
initial dispersion,初始分散
initial light dispersion,初始光色散
media dispersing machine,介質分散機
preliminary dispersed light,初步分散光
preliminary exam,初試
preliminary expenses,初步費用
preliminary preparation,前期準備
preparatory dispersion,預備分散
pressure type homogenizer,壓力式均質機
refractive index,折射率
scattering,散射
sensitization,敏化
ultrasonic dispersing apparatus,超聲波分散裝置
agreement process,協議流程
alredy registered,已經註冊
authentication process,認證過程
auto registration,自動註冊
book,書
book cover,封面
business rules,商業規則
conveyance,輸送
enrollment process,報名流程
formal education,正規教育
formal registration,正式註冊
official admission,正式錄取
postregistration,註冊後
pre enrollment,預註冊
pre registration process,預註冊流程
processing equipment,加工設備
registration,登記
research practice,研究實踐
sheet conveyance,紙張輸送
sheet conveying,片材輸送
subsequent registrations,後續註冊
validity expiry,有效期屆滿
condition monitor,狀態監視器
dental impressions,牙齒印模
force applications,強制應用
holding state,持有狀態
interaction area,互動區
matter state,物質狀態
mouse button,鼠標按鈕
non pressing state,非按壓狀態
point of force,力點
predetermined force state,預定力狀態
predetermined pressing force,預定的壓力
predetermined pressing state,預定的按壓狀態
press contact state,按接觸狀態
pressed force,壓力
pressed state,按下狀態
pressing condition,壓力條件
pressing force state,壓力狀態
pressing pressure,壓制壓力
pressure force,壓力
pressure measuring unit,壓力測量單元
pressurizing state,加壓狀態
push manner,推送方式
stamping machine,沖壓機
state and capitals,州和首都
state control,狀態控制
state of matter,物質的狀態
threshold limit,閾值限制
detection pressure,檢測壓力
tire pressure detection,胎壓檢測
pressure detection device,壓力檢測裝置
electrical conversion,電轉換
electrical converting,電轉換
pressure conversion,壓力轉換
pressure converting,壓力轉換
detect loop,檢測迴路
detecting apparatus,檢測儀器
detecting element,檢測元件
detection risk,檢測風險
differential pressure detector,差壓檢測器
digital barometric,數字氣壓
force detection,力檢測
force per unit area,單位面積力
gas pressure detector,氣壓檢測儀
language detection,語言檢測
liquid pressure sensor,液體壓力傳感器
pressure difference detector,壓差檢測儀
pressure transmitter,壓力變送器
silicon material,矽材料
silicon piezoresistive device,矽壓阻器件
detected,檢測到
gas detecting,氣體檢測
pressure detecting,壓力檢測
pressure detection element,壓力檢測元件
pressure supply,壓力供應
pressure the detection,壓力檢測
set pressure,設定壓力
target pressure,目標壓力
combustion control,燃燒控制
combustion operation,燃燒操作
combustion oscillation operation,燃燒振盪操作
control flow graph,控制流圖
detecting,檢測
detection unit,檢測單元
disease detection app,疾病檢測應用
ignition control,點火控制
ignition operation,點火操作
load measuring,負載測量
oscillating pendulum,擺錘
plant disease,病害
pressure cooker,壓力鍋
pressure detecting unit,壓力檢測單元
pressure detection sensor,壓力檢測傳感器
pressure detector,壓力檢測器
pressure gauge,壓力計
pressure measurement,壓力測量
pressure reduction detection,減壓檢測
pressure sensor,壓力傳感器
pressure transducer,壓力傳感器
real time load detecting unit,實時負載檢測單元
sensory vision,感官視覺
supply pressure detecting,供給壓力檢測
supply pressure detection,供給壓力檢測
supply reduction detection,供應減少檢測
temperature detecting,溫度檢測
temperature detection,溫度檢測
fuel injection,燃油噴射
liquid supply,液體供應
pressure sensing,壓力傳感
air filter,空氣過濾器
air pressure failure,氣壓故障
blood pressure,血壓
deep impact,深刻影響
determine engine torque,確定發動機扭矩
electronic regulator,電子調節器
excess pressure buildup,壓力過大
fluid pressure failure,流體壓力故障
goods movement,貨物移動
high pressure failure,高壓故障
hose break,軟管斷裂
hydraulic failure,液壓故障
kidney failure treatment systems,腎衰竭治療系統
low pressure failure,低壓故障
overpressure,超壓
pressure failure,壓力故障
pressure system,壓力系統
supply failure,供應故障
fluid pressure signal,流體壓力信號
air pressure signal,氣壓信號
blood pressure symptoms,血壓症狀
circulation,循環
electro pneumatic valves,電動氣動閥
eye pressure,眼壓
