,0
cloud formation,雲的形成
composite material formation,複合材料形成
direct materials cost,直接材料成本
formation process,形成過程
material being formed,正在形成的材料
material handling,物料搬運
material manufacturing process,材料製造工藝
material sources,物質來源
organic material coating,有機材料塗層
processing module,處理模塊
processing surface layer,加工面層
removal,移動
roll forming,滾壓成型
thin film condition,薄膜條件
an apparel item,服裝項目
cheap item,便宜貨
chemical properties,化學性質
constitutes an object,構成一個對象
content item selection,內容項目選擇
costly item,昂貴的物品
dielectric material surface,介電材料表面
fabric material,面料材質
good item,好項目
list item,項目清單
luminescent material of ite,發光材料
material of an item,物品的材質
material things,物質的東西
material types,材料類型
materials property,材料屬性
mixture of substances,物質混合物
physical objects,物理對象
service material ite,服務材料
textile material item,紡織材料項目
wear material,耐磨材料
buyer,買方
item,物品
material items,材料項目
materials,材料
materials item,材料項目
ticket,票
wrap,裹
clothing material,服裝材質
component material,組件材料
content material item,內容材料項目
electric goods,電子產品
electric material,電材料
ferromagnetic mold material,鐵磁模具材料
food item,食品
food service material item,餐飲服務材料項目
item number,項目編號
item of material,材料項目
items list,物品清單
marked signal,標記信號
marked version,標記版本
material for electric parts,電子零件材料
materials items,材料項目
organic material,有機材料
original version,原版
recyclable material,可回收材料
semiconductor material,半導體材料
tyre material,輪胎材料
video,視頻
wire material,線材
big,大的
considerably larger,相當大
considerably low,相當低
considerably smaller,小得多
declined,拒絕
depressed,鬱悶
essentially,本質上
essentially less,基本上更少
essentially unchanged,基本不變
greater,更大
greatly low,非常低
larger,較大
less,較少的
lower,降低
markedly less,明顯減少
materially,重大
materially different,本質上不同
much horizontal,多水平
seriously ill,重病
seriously small,嚴重小
significantly less,顯著減少
slightly greater,稍大
slightly less,略少
substantially greater,大得多
substantially larger,大得多
substantially less,大大減少
substantially low,相當低
substantially lower,大幅降低
substantially smaller,小得多
subtracting,減法
lighter,打火機
materially greater,實質上更大
materially smaller,實質上更小
slightly inner,稍微內向
slightly larger,稍大
slightly smaller,略小
slightly smaller inner,內部略小
smaller,更小
smaller inner,較小的內部
exceeding greater,超過更大
much greater,大得多
much less,少得多
shank being greater,小腿更大
shank being less,小腿少
shank greater,小腿更大
shank less,少腿
tail being greater,尾巴更大
tail being less,尾巴少了
tail greater,尾巴更大
tail less,少尾
actual composition,實際組成
actual value,實際價值
alloy cables,合金電纜
bulk particulate material,散裝顆粒材料
dress materials,服飾材料
less in actual,實際少
less tax,減稅
less variable,變數較小
magnitude materially less than limit,幅度大大低於限制
material having less clustering,聚集較少的材料
material variance,材料差異
materially higher,實質上更高
