,0
non volatile memory array,非易失性存儲器陣列
nonvolatile,非易失性
optical memory,光學記憶
scratch memory,暫存記憶
scratch memory operating,暫存存儲器操作
scratch memory working,暫存記憶工作
scratch processor,暫存器
scratch working,從頭開始工作
storage array,存儲陣列
unit value,單位價值
air nozzle,空氣噴嘴
air tube,空氣管
biology course,生物學課程
chemistry course,化學課程
course for kids,兒童課程
courses online,在線課程
digital courses,數字課程
hurdle units,跨欄單元
indoor obstacle course,室內障礙賽
math course,數學課程
military training course,軍事訓練課程
mobile obstacle course system,移動障礙訓練系統
obstacle design,障礙物設計
obstacle path,障礙路徑
obstacle track,障礙物軌道
obstacle training,障礙訓練
open aperture,開孔
open opening,開放式
orifice nozzle,孔板噴嘴
physical obstacles,物理障礙
plank platform,平板平台
rope bridge,索橋
shapes,形狀
social obstacles,社會障礙
training area,訓練區
wooden platform,木製平台
autonomous environment,自治環境
autonomous reality,自主現實
autonomous reality environment,自主現實環境
autonomous space,自治空間
course,課程
environment space,環境空間
obstacle,障礙
obstacle moving position,障礙物移動位置
obstacle moving trajectory,障礙物移動軌跡
obstacle position,障礙物位置
obstacle position trajectory,障礙物位置軌跡
obstacle trajectory,障礙物軌跡
vehicle course,車輛課程
obstacle structure,障礙結構
obstacle structures,障礙物結構
obstacles,障礙
barrier gate,道閘
barrier interactive course,障礙互動課程
event set,事件集
learning,學習
obstacle set,障礙集
overall,全面的
overall set,整體設置
physical course,體育課
physical training,體力訓練
racing,賽車
simulated course,模擬課程
skills developer,技能開發人員
sports,運動的
tic tac toe game,井字遊戲
trainer job,培訓師工作
virtual course,虛擬課程
