,0
interconnected food,相互聯繫的食物
interconnected levers,相互關聯的槓桿
interconnected nerve,相互連接的神經
interconnected room,連通房
interconnecting lever arms,相互連接的槓桿臂
interconnection control lever,互聯控制桿
interlinked levers,相互關聯的槓桿
level up icon,升級圖標
lever inputs,槓桿輸入
levers inputs,槓桿輸入
motor means,馬達裝置
precision bearing,精密軸承
toggle arms,切換臂
two perpendicular cogs,兩個垂直的齒輪
work carrier,工作載體
core shaft,芯軸
door,門
engagement section,訂婚部分
interconnect section,互連部分
interlink part,鏈接部分
interlock section unit,聯鎖部分單元
interlock with section,與部分聯鎖
intermesh portion,嚙合部分
intermesh unit,嚙合單元
internal lock section,內鎖部分
law section,法律科
part finder,零件查找器
part maker,零件製造商
pharma sector,製藥業
plant section,植物區
rolling stock,機車車輛
route trigger,路由觸發器
section rolling machine,型材捲板機
acrylic types,亞克力類型
anilox roll,網紋輥
connecting intermediate,連接中間體
connecting member,連接件
copper zinc plate,銅鋅板
halfway connection,中途連接
intermediate connection,中間連接
intermediate coupling,中間聯軸器
intermediate eye color,中間眼睛顏色
intermediate heart failure,中度心力衰竭
intermediate joint,中間接頭
intermediate mesoderm,中間中胚層
intermediate skin colour,中間膚色
intermediate system,中間系統
intermediate value theorem,中值定理
internet connection,網絡連接
midway connection,中途連接
printing sheet,打印紙
thermal transfer sheet,熱轉印紙
transitional connection,過渡連接
abutment,鄰接
awning,棚
connectable pieces,可連接件
connecting piece,連接件
connection reset,連接重置
connection structure,連接結構
drive machine,驅動機
exchange board,交換板
input connection,輸入連接
intermediary connecting,中介連接
intermediate arrangement,中間安排
intermediate class,中級
intermediate disconnection,中間斷開
intermediate junction,中間結
intermediate person,中間人
middle connecting,中間連接
output connection,輸出連接
output junction,輸出結
plug connection terminals,插頭連接端子
power connection,電源連接
power voltage supply,電源電壓
ratchet drive,棘輪驅動
series connection module,串聯模塊
sockets,插座
supply,供應
supply bill,供應賬單
supply finder,供應查找器
high speed,高速
intermedial speed,中速
intermediary speed,中間速度
intermediate catalyst,中間催化劑
intermediate compound,中間化合物
intermediate product,中間產品
intermediate speed control,中速控制
intermediate speed ratio,中速比
internet speed,網速
light speed,光速
low speed,低速
mid speed,中速
middle speed,中速
midway speed,中途速度
sound speed,聲速
air and fuel ratio,空燃比
blood flow speed,血流速度
brain processing speed,大腦處理速度
closed curve,閉合曲線
fuel injection timing,燃油噴射正時
fully open,全開
high pressure,高壓力
higher pressure,更高的壓力
higher speed,更高的速度
human brain speed,人腦速度
idle throttle,怠速油門
in between speed,在速度之間
intermediate idle,中間空閒
intermediate rpm,中間轉速
intermediate speed,中速
intermediate throttle,中間油門
intermediate velocity,中速
open mind,開放的心態
speed range,速度範圍
speed system,速度系統
mode speed,模式速度
rate of speed,速度率
reverse gear,倒檔
reverse speed,倒車速度
torque speed,扭矩速度
extremely slow speed,極慢的速度
intermediate rate,中等利率
intermediate slow,中慢
intermediate slow speed,中慢速
line speed,線速度
optimum,最佳
slow speed,速度慢
alert,警報
assistance,協助
audio detection,音頻檢測
blood leak detection,血液洩漏檢測
blood leak detection sensor,血液洩漏檢測傳感器
controllable semiconductor actuator,可控半導體致動器
detecting authentication,檢測認證
detection authentication,檢測認證
detection operation,檢測操作
emergency sensors,緊急傳感器
exemplary control,示範控制
exemplary safety,模範安全
fire detection,火災探測
holder for a loudspeaker,揚聲器支架
infrared intruder detection,紅外入侵檢測
intruder alarm system,入侵者報警系統
intruder detection,入侵者檢測
intruder detection process,入侵者檢測過程
intruder detection system,入侵者檢測系統
intruder detection technique,入侵者檢測技術
intruder operation,入侵者操作
intrusion detection,入侵檢測
intrusion detection system,入侵偵測系統
monitoring,監控
occupant control,乘員控制
occupant safety,乘員安全
potential intruders,潛在的入侵者
rapid molar intruder,快速磨牙入侵者
safety aspects,安全方面
smoke detection system,煙霧探測系統
steered wheels of a motor vehicle,機動車輛的轉向輪
burglar sensor,防盜傳感器
covid detection,新冠病毒檢測
detecting intruders,檢測入侵者
drug detection,藥物檢測
harm sensing,傷害感應
ids,身份證
infra red sensor,紅外線傳感器
intruder bike,入侵者自行車
intruder detecting,入侵者檢測
intruder detectors,入侵者探測器
malicious detection,惡意檢測
motion detector,運動探測器
overflow sensor,溢出傳感器
protection,保護
security,安全
security alarms,安全警報
smoke,抽煙
unauthorized activity detection,未經授權的活動檢測
uncertified entry detection,未經認證的進入檢測
vpn detection,VPN檢測
abnormality detection,異常檢測
abnormality processing,異常處理
access control,訪問控制
access management,訪問管理
authentication,驗證
electronic fraud detection,電子欺詐檢測
electronic fraud processing,電子欺詐處理
electronic information detection,電子信息檢測
electronic information processing,電子信息處理
information detection,信息檢測
intrusion fraud detection,入侵欺詐檢測
intrusion fraud processing,入侵欺詐處理
intrusion information detection,入侵信息檢測
intrusion information processing,入侵信息處理
an invertebrate animal,一種無脊椎動物
animal wastes,動物排泄物
caribbean reef squid,加勒比礁魷魚
chrysaora fuscescens,金縷梅
cold blooded animal,冷血動物
drosophila melanogaster,黑腹果蠅
incompetent,無能
inexperienced,沒有經驗
invertebrate cell,無脊椎動物細胞
invertebrate pest,無脊椎動物害蟲
invertebrates,無脊椎動物
inverting the polarity,反轉極性
invisible,無形的
marine invertebrates,海洋無脊椎動物
marine oil,海洋石油
morphology and symmetry,形態和對稱性
scientific classification,科學分類
several phyla,幾個門
vertebrates,脊椎動物
invertebrate cells,無脊椎動物細胞
marine aquarium,海洋水族館
shellfish,貝類
drosophila,果蠅
enzymatically modified,酶修飾
enzymatically recombinant,酶重組
immobilized,固定的
immobilized modified,固定化修飾
immobilized recombinant,固定化重組
invertebrate pests,無脊椎動物害蟲
control invertebrate pests,控制無脊椎動物害蟲
insect,昆蟲
insect eukaryote,昆蟲真核生物
insect invertebrate,昆蟲無脊椎動物
invertebrate eukaryote,無脊椎動物真核生物
invertebrate insect,無脊椎動物
acoustic communication,聲學通訊
animal trapping information,動物誘捕信息
chemical communication in invertebrates,無脊椎動物的化學通訊
contacting the invertebrate,接觸無脊椎動物
contacting the spineless,聯繫沒骨氣的人
marine invertebrate communication,海洋無脊椎動物通訊
marine vertebrate,海洋脊椎動物
marine vessel,船舶
pheromones in invertebrates,無脊椎動物中的信息素
testable code,可測試代碼
testable invertebrate animal,可測試的無脊椎動物
testable non skeletal creature animal,可測試的非骨骼生物動物
vertebrate,脊椎動物
acetylene gas,乙炔氣
alcohol to ether formation,醇生成醚
allyl ethers,烯丙基醚
between zeolites,沸石之間
dehydration of an alcohol,酒精脫水
etherification,醚化
etherification catalyst,醚化催化劑
etherification reactor,醚化反應器
etherification zone,醚化帶
hypersensitivity reactions,超敏反應
involve in ether formation,參與醚的形成
involving ether formation,涉及醚的形成
involving ror formation,涉及風險形成
involving silica,涉及二氧化矽
involving siloxanes,涉及矽氧烷
organic synthesis,有機合成
reaction between alcohols,醇之間的反應
reaction between roh molecules,roh分子間的反應
reductive etherification,還原醚化
suppressor,抑制器
williamson ether synthesis,威廉森醚合成
arrows,箭頭
axial motion,軸向運動
axial movement,軸向運動
axial travel,軸向行程
displacement movement,位移運動
extraction movement,提取運動
inner flow,內流
inserting movement,插入運動
insertion action,插入動作
insertion depth,插入深度
insertion motion,插入動作
insertion movement,插入運動
insertion travel,插入行程
inside movement,內部運動
internal audit,內部審計
internal movement,內部運動
limit area,限制區域
limit inward travel,限制入境旅行
outward travel,外出旅行
package movement,包裹運動
push in movement,推動運動
time travel,時間旅行
travel ticket,旅行票
traveling wave,行波
traveller,遊客
upper depth,上部深度
upper height,上部高度
upper lower,上 下
upper travel,上行程
upward height,向上高度
upward movement,向上運動
upward travel,向上旅行
access granted,授予訪問權限
applied ai,應用人工智能
assignee,受讓人
granted patent,授予專利
granted visa,獲批簽證
issued capital,已發行股本
issued cheque,簽發支票
legal rights,法定權利
patent,專利
patent number,專利號
public domain,公共區域
publication number,出版號
published patent,公開專利
published patents,公開的專利
research work,研究工作
withdrawn patents,撤回的專利
atomic species,原子種
crassulaceae,景天科
cultivar,品種
cultivar of kalanchoe,長壽花品種
cultivar of plant,植物品種
cultivar plant,栽培品種
cultivar plant kalanchoe,栽培植物長壽花
deep green leaves,深綠色的葉子
eudicots,真雙子葉植物
grow from cuttings,從插條中生長
industrial plant,工業廠房
kalanchoe,長壽花
kalanchoe cultivar,長壽花品種
kalanchoe luciae,長壽花
kalanchoe sp,長壽花
kalanchoe species,長壽花種
leaf,葉子
plant,植物
plant an explosive,種炸藥
plants,植物
root,根
saxifragales,虎耳草目
steel plant,鋼鐵廠
succulent plants,多肉植物
thick leaved succulents,厚葉多肉植物
thick portions,厚的部分
tropical succulent plant,熱帶多肉植物
variety of kalanchoe,各種長壽花
variety of plant,各種植物
variety plant,品種植物
variety plant kalanchoe,品種植物長壽花
actuated device,驅動裝置
apple notch,蘋果缺口
arms key,武器鑰匙
arresting notch,逮捕缺口
cabinet lock,櫥櫃鎖
channel shaped arm,通道形臂
fastening key,緊固鍵
key armor,鑰匙盔甲
key arms,關鍵武器
keychain,鑰匙鏈
lever arm,槓桿臂
locking arm,鎖臂
projection display,投影顯示
sliding bow,滑動弓
spring arm,彈簧臂
wrestler arm,摔跤手
longitudinal arm,縱臂
vertical arm,垂直臂
arm button,手臂按鈕
arm projection,手臂投影
arm stock,武器庫存
automatic keying circuits,自動鍵控電路
closed key,封閉的鑰匙
door key,門鑰匙
key,鑰匙
key data,關鍵數據
key groove,鍵槽
key pad,鍵盤
key pivots,關鍵樞軸
key plate,鍵板
key structure,關鍵結構
knife edges,刀刃
locker key,儲物櫃鑰匙
secret key,密鑰
shared key,共享密鑰
swinging key arm,擺動鑰匙臂
telegraph keys,電報鍵
weighted arm,加重臂
essential grooves,基本凹槽
interlock projections,聯鎖投影
key holes,鑰匙孔
key slots,鑰匙槽
keyways,鍵槽
modified curves,修正曲線
mountain curves,山曲線
projections,預測
set slots,設置插槽
water holes,水洞
aluminum killed steel,鋁鎮靜鋼
inactivated,滅活
killed steel,鎮靜鋼
live,居住
shock killed,震驚死亡
alive,活
application killed,應用程序被殺死
cold and heat,冷熱
cold killing,冷殺
heat killed,熱死
heat killing,熱殺
heat spark,熱火花
killed bacteria,殺死細菌
killed cells,被殺死的細胞
