,0
pulse control,脈衝控制
pulse control signals,脈衝控制信號
pulse duration modulation,脈寬調製
pulse wave measuring,脈搏波測量
pulse width control,脈寬控制
pulse width control circuit,脈寬控制電路
pulse width control signal,脈寬控制信號
pulse width demodulation,脈寬解調
pulse width modulation,脈衝寬度調製
pulse width modulation control,脈寬調製控制
pulse width modulation controller,脈寬調製控制器
pulse width modulation speed control,脈寬調製速度控制
variable width pulses,可變寬度脈衝
variable width pulses controller,可變寬度脈衝控制器
voice control,語音控制
wall width,牆寬
width control circuit,寬度控制電路
width of table,桌子寬度
applied energy,施加能量
applied pulses,施加脈衝
plasma,等離子體
pulse plasma,脈衝等離子體
pulse plasmas,脈衝等離子體
pulsed,脈衝的
pulsed electromagnetic energy,脈衝電磁能
pulsed electromagnetic field,脈衝電磁場
pulsed energy,脈衝能量
pulsed energy field,脈衝能量場
pulsed plasma source,脈衝等離子源
pulsed plasmas,脈衝等離子體
pulsed source,脈衝源
continous plasma,連續等離子
continuous plasma,連續等離子
dc plasma jet,直流等離子射流
downstream plasma source,下游等離子源
farming field,農田
high source power,高源功率
jet lag,時差
plasma cell,漿細胞
plasma jet engine,等離子噴氣發動機
plasma technique,等離子技術
pulse oxymeter,脈搏血氧儀
pulsed eddy current testing,脈衝渦流檢測
