,0
overfill apparatus,溢出裝置
overfill device,溢出裝置
overflow adapted,溢出適應
overflow configured,溢出配置
overflow device adapted,溢流裝置適配
overflow device configured,配置溢出設備
overflow assembly,溢流組件
overflow drain,溢流排水管
bottom discharge,底部排放
chute,溜槽
collecting tank,收集罐
empty device,空設備
excess flow instrument,過流儀
level control groove,水平控制槽
mounting gutter,安裝天溝
mounting wall,安裝牆
oil filler,加油機
outlet pool,出口池
over value stocks,超值股票
over voltage,過電壓
overflow mechanism,溢出機制
overflow outlet pipe,溢流出口管
overwhelming,壓倒
pipe grip,管夾
rainwater,雨水
siphon device,虹吸裝置
stack overflow,堆棧溢出
derivative,衍生物
enzyme,酶
novo enzyme,新酶
oxidase,氧化酶
oxidase followed,氧化酶緊隨其後
oxidase followed freeze,氧化酶隨後冷凍
oxidase freeze,氧化酶冷凍
browning of fruits,水果褐變
carbon reactions,碳反應
catalase,過氧化氫酶
catalyses an oxidation reaction,催化氧化反應
catalysis,催化
enzyme system,酶系統
oxidase enzyme,氧化酶
oxidase enzyme system,氧化酶系統
oxidase reaction,氧化酶反應
oxidase reaction system,氧化酶反應系統
oxidase system,氧化酶系統
oxidation process,氧化工藝
oxidation reaction,氧化反應
oxidation system,氧化系統
oxidative enzyme,氧化酶
oxygen concentrator,氧氣濃縮器
peroxide reductase,過氧化還原酶
produced aerobically,有氧產生
production process,生產工藝
production reaction,生產反應
redox reactions,氧化還原反應
thorium reactions,釷反應
use of oxidases,使用氧化酶
use of peroxidases,過氧化物酶的使用
zirconia reactions,氧化鋯反應
bleaching,漂
formaldehyde,甲醛
formaldehyde bleach,甲醛漂白劑
formaldehyde resin,甲醛樹脂
acetal,縮醛
acetylated ester,乙酰化酯
acetylated polyester,乙酰化聚酯
anal,肛門
anal mediator,肛門介質
aqueous crystalline ester,水性結晶酯
aqueous crystalline polymer,水性結晶聚合物
aqueous ester,水性酯
aqueous polyester,水性聚酯
aqueous polyester ester,水性聚酯酯
aqueous polyester polymer,水性聚酯聚合物
enzymatically crystalline ester,酶結晶酯
enzymatically crystalline polymer,酶結晶聚合物
enzymatically polyester ester,酶促聚酯酯
enzymatically polyester polymer,酶促聚酯聚合物
enzyme anal,酶肛門
enzyme mediator,酶介體
enzyme on amount,酶量
enzyme oxidase,酶氧化酶
enzyme oxidase amount,酶氧化酶量
ethanol oxidizing enzyme,乙醇氧化酶
opal stone,蛋白石
oxidant,氧化劑
oxidase amount,氧化酶量
oxidase on amount,氧化酶量
oxidation agent,氧化劑
oxidation agent suitable,適合的氧化劑
oxidation chemical agent,氧化化學劑
oxidation chemical suitable,適用於氧化化學
oxidation suitable,適合氧化
oxidized amount,氧化量
oxidized oxidase,氧化氧化酶
oxidizing agent,氧化劑
oxidizing agent suitable,適合的氧化劑
oxidizing chemical agent,氧化劑
oxidizing chemical suitable,適用於氧化性化學品
oxidizing suitable,氧化適宜
peroxidases,過氧化物酶
phenol oxidizing enzyme,酚氧化酶
reductase,還原酶
preservation composition,保存組合物
tear,眼淚
ammonium compound,銨化合物
ammonium salt,銨鹽
explosive ingredient,炸藥成分
explosive salt,爆炸鹽
nitrate,硝酸鹽
nitrate compound,硝酸鹽化合物
oxidizer ingredient,氧化劑成分
oxidizer salt,氧化劑鹽
suitable compound,合適的化合物
suitable salt,合適的鹽
accelerator,加速器
agent,代理人
alkaline agent,鹼性劑
alkaline conveyor,鹼性輸送機
aqueous agent,水劑
based oxygen carrier,基於氧載體
blood cells,血細胞
carrier complexes,載體複合物
carrier material,載體材料
carrier portal,運營商門戶
carrier system,載體系統
dioxygen,氧氣
hboc,家庭銀行
hemoglobin,血紅蛋白
looping technology,循環技術
metal oxides,金屬氧化物
organic agent,有機劑
oxidizing dye,氧化染料
oxygen conveyor,氧氣輸送機
oxygen cylinder,氧氣瓶
oxygen transporter,氧轉運體
oxygen transporters,氧轉運蛋白
oxygenating carrier,充氧載體
road transport,公路運輸
solvents,溶劑
transport support system,運輸支持系統
vehicle transport,車輛運輸
active hemoglobin,活性血紅蛋白
active volcano,活火山
artificial oxygen carrier,人工氧載體
bimetallic fe cu oxygen carrier,雙金屬鐵銅氧載體
blood carrier box,載血盒
carrier for oxygen,氧氣載體
charge carriers,電荷載體
ferrous hemoglobin,亞鐵血紅蛋白
gas fired boiler,燃氣鍋爐
metal gas,金屬氣體
metal gate,金屬門
metal oxygen carriers,金屬氧載體
metal process,金屬工藝
metallic gas,金屬氣體
oxygen carrier bed material,載氧床材料
oxygenated form,含氧形式
perfluorochemical,全氟化合物
reactor,反應堆
air quality,空氣質量
air supply,氣源
enough oxygen,足夠的氧氣
high oxygen,高氧
high oxygen concentration,高氧濃度
lambda,拉姆達
lean animal,瘦動物
lean boy,瘦男孩
lean gas,貧氣
lean man,瘦男人
lean meat,瘦肉
lean mixture,貧混合物
nitrogen,氮
oxygen rich exhaust,富氧排氣
rich person,有錢人
substantial oxygen,大量氧氣
sufficient,充足的
enriched gas,富集氣
enriched oxygen,富氧
enriched oxygen gas,富氧氣體
enriched treated gas,富集處理氣體
exhaust,排氣
nitrogen lean,貧氮
nitrogen rich,富氮
oxidizing,氧化
oxygen barrier layers,氧氣阻隔層
oxygen containing species,含氧物質
oxygen control,氧氣控制
oxygen gas,氧氣
oxygen lean rich,富氧貧
oxygen rich,富氧
oxygen treated gas,氧氣處理過的氣體
regeneration,再生
stripping,剝離
treated lean,處理過的精益
treated lean rich,治療瘦富
treated oxygen lean,處理過的貧氧
treated oxygen rich,處理過的富氧
air lean,繼續
air rich,空氣豐富
carbon lean,貧碳
carbon rich,富碳
non partially,非部分
oxygen air,氧氣空氣
oxygen rich air,富氧空氣
air concentration,空氣濃度
amount of oxygen,氧氣量
blood oxygen value,血氧值
brain blood oxygen difference value,腦血氧差值
concentration level,濃度水平
float valve,浮閥
fuel limit,燃料限制
fuel torque,燃油扭矩
fuel voucher,燃料券
gas level,氣體水平
methyl oxygen value of fat emulsion,脂肪乳的甲基氧值
o2 level,o2 水平
o2 value,o2 值
oxygen concentration,氧氣濃度
oxygen content,氧含量
oxygen estimate,氧氣估計
oxygen flow,氧氣流量
oxygen in fuel,燃料中的氧氣
oxygen rate,氧氣率
oxygen value,氧值
time value,時間價值
truck load,卡車裝載
water jacket,水套
package assembly,封裝組裝
package cover,包裝蓋
package insert,包裝說明書
package invention,包裝發明
package shell,包殼
present member,現任成員
article assembly,物品組裝
box part,盒子部分
covered member,覆蓋成員
covering member,覆蓋件
electrolyte battery,電解質電池
emission diode,發射二極管
food packaging,食品包裝
inhaler,吸入器
package member system,包會員系統
packing member,包裝員
pouch,小袋
pouch member,小袋成員
tablets,片劑
wrapping member,包裹件
base member,基礎成員
base members,基地成員
collection member,收藏會員
cover member,封面成員
data package,數據包
driving device,驅動裝置
driving method,驅動方式
electrical plug in connector,電插頭連接器
electrophotographic compound,電子照相化合物
electrophotographic pharmaceutical composition,電子照相藥物組合物
electrophotographic pharmaceutical compound,電子照相藥物化合物
flexible package,軟包裝
flexible package member,軟包裝成員
foldable member,可折疊成員
foldable members,可折疊成員
hole reinforcing strip,孔加強條
large containers,大容器
member login,會員登錄
member operator terminal,會員操作終端
package member,包成員
package members,包成員
package program,打包程序
package section,包裝部分
package tour,包遊
packaging apparatus,包裝設備
packaging assembly,包裝組裝
packaging member,包裝員
packaging members,包裝成員
packing unit,包裝單位
python package index,python包索引
spacer,墊片
welded seam of bag,袋子焊縫
wood chips,木屑
additional address space,額外的地址空間
cache,緩存
cache file,緩存文件
data capture machine,數據採集機
directory,目錄
disk break,磁盤中斷
document,文檔
fast disk,快速磁盤
fast memory,快速記憶
fast space,快速空間
file converter,文件轉換器
file itr,歸檔
front file system,前端文件系統
graphic cache,圖形緩存
hidden camera,隱藏的相機
hidden system file,隱藏系統文件
main dram,主鼓
main memory cache,主存緩存
main memory storage,主存存儲
page,頁
page break,分頁符
page description file,頁面描述文件
page element,頁面元素
page id,頁面編號
page memory,頁內存
page monitoring,頁面監控
paging file,分頁文件
paging memory,分頁內存
ram memory,RAM內存
sds page,sds頁面
slow memory,慢記憶
system engineer,系統工程師
confidential file,機密文件
document file,文件文件
document image,文檔圖像
file,文件
file table,文件表
first page,第一頁
master file,主文件
memory paging,內存分頁
page data,頁面數據
page document file,頁面文檔文件
page document image,頁面文檔圖像
page file suitable,適合的頁面文件
page image,頁面圖片
page number,頁碼
page suitable,適合的頁面
paging correction,尋呼校正
paging file size,分頁文件大小
paging frequency,尋呼頻率
paging message,尋呼消息
server,服務器
swap file,交換文件
virtual memory,虛擬內存
web page file,網頁文件
yellowed pages,泛黃的頁面
corral panel,畜欄面板
corral panels,畜欄板
include panel frame,包括面板框架
panel support frame,面板支撐架
lens assembly,鏡頭組件
lens panel,鏡頭面板
lens panels,鏡頭面板
panel assembly,面板組裝
panel frames,面板框架
panel system,面板系統
sliding panels,滑動面板
automatic manufacturing apparatus,自動製造裝置
automatic manufacturing process,自動化製造過程
automatic processing apparatus,自動加工裝置
automatic processing process,自動化處理流程
countercurrent manufacturing apparatus,逆流製造裝置
countercurrent manufacturing process,逆流製造工藝
countercurrent processing apparatus,逆流處理裝置
countercurrent processing process,逆流處理工藝
polymerization apparatus,聚合裝置
polymerization process,聚合工藝
press,按
processing apparatus,加工設備
rack,架子
board frame,板框
dual release hood latch,雙釋放引擎蓋閂鎖
eye frame,眼框
frame panel,框架面板
frame system,框架系統
guest member,嘉賓會員
hinge type fitment,鉸鍊式配件
interview panel,面試小組
liftgate power,舉升門功率
panel body,面板體
panel frame,面板框架
panel light,面板燈
panel member,小組成員
panel physician,專科醫生
panel support,面板支持
plate housing,板殼
spectacles frames,眼鏡架
support panel,支撐面板
solar panel frame,太陽能電池板框架
decision panel,決策小組
frame buffer,幀緩衝區
glasses frame,眼鏡架
led manufacturing,主導製造
metal frame,金屬框架
metal frame body,金屬框架體
module assembly,模塊組裝
module frame,模塊框架
module panel,模塊面板
panel chart,面板圖
panel frame easily,面板框架很容易
reflecting fabrics,反光面料
roof panel,屋頂板
tracker,跟踪器
hyperboloid,雙曲面
parabola,拋物線
parabolic defined,拋物線定義
parabolic shaped,拋物線形
paraboloid defined,拋物面定義
paraboloid shaped,拋物面形
paraboloid surface,拋物面
parallelogram,平行四邊形
trapezoid,梯形
a quadric surface that has exactly one axis of symmetry,具有恰好一個對稱軸的二次曲面
a quadric surface that has no center of symmetry,沒有對稱中心的二次曲面
automatic control system,自動控制系統
branching connector,分支連接器
cfd solver of parabolic,拋物線的 cfd 求解器
