,0
tagged coordination group,標記協調組
tagged ligand,標記配體
tagging,標記
test compound,試驗化合物
test substance,測試物質
warning label,警告標籤
ceiling claddings,天花板覆層
cladded wall,包層牆
coated wall,塗層牆
delamination wall,分層牆
heat resistant device,耐熱裝置
heater,加熱器
impact life,影響壽命
impact resistant sheet layered wall,抗衝擊板分層牆
laminated building part,層壓建築部件
laminated panel,層壓板
liner,襯墊
multi layered wall,多層牆
painted wall,彩繪牆
plaster,石膏
plyboard,膠合板
solar panel,太陽能板
varnished wall,塗漆牆
bar place,酒吧的地方
coated surface,塗層表面
color paper,彩色紙
extruded inner layer,擠壓內層
heat accumulative composition,蓄熱成分
impervious plastic wall,不透水的塑料牆
inner structural layer,內部結構層
laminate paint,層壓漆
laminate visualizer,層壓板可視化器
layered wall,分層牆
liquid proof material,防液材料
multilayer wall structure,多層牆體結構
pie,餡餅
polymeric inner layer,聚合物內層
synthetic material,合成材料
uncover chords,發現和弦
uncover wall,揭開牆壁
wall stickers,牆貼
acid copolymer layer,酸共聚物層
coating laminating,塗層層壓
coating lamination,塗層層壓
coding method,編碼方式
compression chamber,壓縮室
eye layers,眼層
guide wire,導絲
heart transplant method,心臟移植方法
heat lamination,熱層壓
laminate,層壓板
laminating machine,覆膜機
laminating method,層壓法
lamination machine,覆膜機
lamination method,層壓法
lamination procedure,層壓程序
lamination process,層壓工藝
laminator,層壓機
metal film,金屬膜
method for lamination,層壓方法
operating procedure,運作程序
payment method,付款方式
shunt method,分流法
translucent panel,半透明面板
wet bonding lamination,濕粘合層壓
adhesive member,粘合劑
basic method,基本方法
cartridge casing,彈殼
coating means,塗層裝置
coating method,塗佈法
dipping,浸漬
dispenser method,分配器方法
flexible packaging,軟包裝
laminate method,層壓法
lamination,層壓
lamination shop,層壓車間
lamination technique,層壓技術
manufacturing material in multiple layers,多層製造材料
method acting,方法作用
method reference,方法參考
multilayer slide coating,多層滑動塗層
plastic sheet,塑料紙
printing method,印刷方式
printing process,印刷工藝
printing process method,印刷工藝方法
remove cover layer,去除覆蓋層
remove cover material,去除覆蓋材料
resin sheet,樹脂片
sheet heating machine,片材加熱機
sheet method,片法
spray method,噴霧法
spray process,噴塗工藝
spray process method,噴塗工藝法
stratification method,分層法
tape,膠帶
treatment method,治療方法
barcode scanners,條碼掃描儀
beam balamce,光束平衡器
beam engine,光束髮動機
cutting glass,切割玻璃
cylindrical light source,圓柱形光源
glass jar,玻璃罐子
laser beam expander,激光擴束器
laser beam homogenizer,激光束均化器
laser beam integrator,激光束積分器
laser device,激光裝置
laser light optic,激光光學
laser light source,激光光源
laser optical,激光光學
laser optical system,激光光學系統
laser radiation optical,激光輻射光學
narrow beam of light,窄光束
optical amplification,光放大
optical density,光密度
optical fiber laser,光纖激光器
optical laser,光學激光器
optical sensor,光學傳感器
parallel beam,平行光束
polarization laser,偏振激光
polarization laser optical,偏振激光光學
polarization optic,偏振光學
polarization optical,偏振光
welding and cutting,焊接和切割
draw line,畫線
electricity carrier unit,電力載體單位
feeder line,饋線
food carrier,食物載體
high current,大電流
laser processing unit,激光加工單元
lateral power diode,橫向功率二極管
lateral power superjunction,橫向功率超結
lateral power transistor,橫向功率晶體管
lateral reflection,側向反射
lateral shift,橫向移位
material processing,材料加工
metal oxide,金屬氧化物
mosfet,場效應管
power line,電源線
power mos lateral transistors,功率MOS橫向晶體管
power rangers,電力別動隊
power transistor,功率晶體管
transducer,傳感器
alkyl esters,烷基酯
breath of light,光之氣息
coherent light,相干光
coherent light emitted,發射的相干光
diameter area,直徑面積
dispertive angle,色散角
distance light,遠距離光
length ball,長度球
length converter,長度轉換器
length laser,長度激光
length laser light,長度激光
length of body,身體長度
length of laser,激光長度
length of light,光的長度
light beam emitted,發出的光束
light emitted,發出的光
light length,光長
light mirror,光鏡
light path length,光程長度
light source length,光源長度
light thickness,輕薄
light wave diameter,光波直徑
light wave length,光波長
monochromatic emitted,單色發射
monochromatic light,單色光
optical fiber beacon,光纖信標
plate optical waveguide distance,平板光波導距離
reflecting surface distance,反射面距離
slit condition,狹縫條件
spot,點
blood oxygen level,血氧水平
component leveller,組件矯直機
device for establishing a horizontal plane,建立水平面的裝置
ferrite steel plate,鐵素體鋼板
level crossing,平交道口
level measuring tools,水平測量工具
level of oxygen in blood,血液中的氧氣水平
leveller,矯直機
leveller diagram,水平儀圖
leveller machine,整平機
leveller tools,校平工具
levellers,矯直機
levelling rod,水平桿
levels of market segmentation,市場細分水平
rolled furnace,軋製爐
rolling,滾動
rolling furnace,軋鋼爐
rolling zone,軋製區
soil level,土壤水平
spirit level,精神層面
steel plate rolling process,鋼板軋製工藝
straightening machine,矯直機
strip mill,帶鋼軋機
zone,區
barcode,條碼
blood component level,血液成分水平
blood level detector,血位檢測儀
bubble level,氣泡水平
bubble sort,冒泡排序
construction tool,施工工具
internal combustion,內燃
level bar,水平條
level of the drug,藥物水平
leveler,矯直機
leveler scale,水平尺
leveling system,調平系統
leveller engaging portion,校平器接合部分
levelling system,調平系統
oxygen level,氧氣水平
pedal angle,踏板角度
roll leveller,輥矯直機
torque regulation,扭矩調節
dental,牙科
fatigue,疲勞
life analysis,生活分析
life evaluation,生活評價
life has beauty,生活有美
life is bad,生活很糟糕
life is good,生活很好
life test,壽命測試
life testing apparatus,壽命測試儀
life testing detection control circuit,壽命檢測檢測控制電路
life testing machine,壽命試驗機
run,跑
sporting life,運動生活
test,測試
test battery,測試電池
test speed,測試速度
testing,測試
testing factors,測試因素
testing the life,測試生活
testing the life of a leakage current protection device,測試漏電流保護裝置的壽命
thermal gradients,熱梯度
arm lift surgery,手臂提升手術
cleaner trolley,清潔車
element brought,元素帶來
element extending,元素擴展
element for brought,帶來的元素
element for extending,用於擴展的元素
element lift,元素提升
elements brought,帶來的元素
elements extending,元素延伸
elements of communication,溝通要素
elements of wireless router,無線路由器的元素
guide rails,導軌
lift element,提升元件
lift eyebrow exercise,提眉練習
lifting device,升降裝置
lifting element,提升元件
lifting elements,起重元件
lifting equipment,起重設備
lifting member,起重構件
metallic element,金屬元素
snow surfer,雪地衝浪者
steerable transporting trolley,可操縱的運輸小車
suspension bracket,懸掛支架
telescopic,伸縮
vital element,重要元素
absorbent,吸水
cam element,凸輪元件
car lift,汽車升降機
carriage,運輸
each lifting element,每個提升元件
elementary school,小學
lift component,電梯組件
lift end,提升端
lift part,提升部分
lifting end,提升端
lifting module,起重模塊
material discarded,丟棄的材料
mercury element,汞元素
movable lifting element,可移動提升元件
scissor lift,剪叉式升降機
uplift element,隆起元素
airlifting,空運
controlling finger,控製手指
crop lifters,作物升降機
crop lifting apparatus,作物提升裝置
crop lifting fingers,作物提升手指
finger nails,指甲
finger swipe gestures,手指滑動手勢
harvesting grains,收割穀物
harvesting machinery,收割機械
lifting through a crane,通過起重機提升
moving an element,移動一個元素
moving finger,移動手指
mower,割草機
pulling an element,拉一個元素
pushing an element,推動一個元素
pushing finger,推手指
stopping finger,停止手指
support bar,支撐桿
weight lifter,舉重運動員
weight lifting,舉重
lift finger,抬起手指
caddy,球童
catcher arm,捕手
driveaway,駕車離開
drivein,駛入
finger counter,手指計數器
fingerprint,指紋
lift bail,解除保釋
lifter member,升降機成員
lifting,起重
lifting arm,起重臂
linger,縈繞
new member,新成員
pair of lifting fingers,一對舉起的手指
pivot,樞
pivot finger,樞軸指
player,播放器
quick attach mechanism,快速連接機制
right hand,右手
trigger catch,觸發捕獲
typical lifting finger,典型的起重手指
weight lift,舉重
dropping load,卸荷
elevate load,提升負荷
front load machine,前裝機
lift force,升力
lift the load,舉起負載
lifting force,提升力
lifting heavy structures,起吊重型結構
lifting legend codes,起重圖例代碼
lifting legs,抬腿
lifting legs yoga,抬腿瑜伽
lifting load,起重負載
lifting shipment,起重裝運
load current,負載電流
load lifting,起重
load lifting apparatus,起重設備
load lifting device,起重裝置
loading system,裝載系統
pressure compensator,壓力補償器
rope actuating winch,繩索驅動絞盤
same fluid,相同的流體
traffic demand analyzing,流量需求分析
uplifting force,令人振奮的力量
upper elevator,上層電梯
work load,工作量
buoyancy,浮力
crane,起重機
down thrust,向下推力
face lifting,面部提升
force borne,受力
force exerted,施加的力
hoisting load,起重負載
hydraulic forces,水力
hydraulic tension,液壓張力
hydraulic truck,液壓卡車
lifting belt,起重帶
lifting capacity,起重能力
lifting forces,提升力
lifting right hand,舉起右手
lifting straps,吊帶
lifting tension,提升張力
load borne,承重
load exerted,施加的負荷
loading dose,負荷劑量
maximum rated load lifting,最大額定起重量
predetermined force,預定力
predetermined load,預定負載
pulling loads,拉負載
raising load,提高負荷
slight thrust,輕微的推力
sufficient force,足夠的力量
sufficient load,足夠的負載
suspension load,懸掛載荷
traction load,牽引載荷
vertical load,垂直載荷
arylglyoxyalkyl acrylates,芳基乙氧基烷基丙烯酸酯
color changing films,變色膜
color halide element,彩色鹵化物元素
color halide material,彩色鹵化物材料
color photographic material,彩色照相材料
electromagnetic radiation sensitive composition,電磁輻射敏感組合物
food preparation,準備食材
hypersensitivity reaction,超敏反應
image sensor,圖像傳感器
inorganic layer,無機層
light responsive composition,光響應組合物
luminescent layer,發光層
mechanical forces,機械力
organic el display device,有機EL顯示裝置
photocurables,光固化劑
photographic element,攝影元素
photographic emulsion,照相乳劑
