,0
soc device,社交設備
soc estimation,社會估計
state of charge indicator,充電狀態指示器
state of health,健康狀況
turning capacitor,轉向電容
wide temperature,寬溫
bottom stretches,底部伸展
consist of stretches,由拉伸組成
higher ends,高端
leg stretch,腿部伸展
linear stretches,線性拉伸
low stretches,低伸展
lower ends,下端
lowering stretches,降低伸展運動
lowers sides,降低側面
motor pathway,運動通路
plantar fasciitis stretches,足底筋膜炎伸展
revving,加速
straight stretches,直線伸展
stretch engine,拉伸引擎
stretcher,擔架
stretches,伸展
stretches for legs,伸展腿部
timing belt stretch,正時皮帶拉伸
timing chain stretch,正時鏈條拉伸
top position,最高位置
top stretches,頂部伸展
upper stretch,上拉伸
upper stretches,上伸展
air bag protection for car occupants,為乘員提供安全氣囊保護
center of mass,質心
cylindrical protrusion,圓柱形突起
internal casting,內部鑄造
lower abdominal pain,下腹痛
lower axial bearing,下軸向軸承
lower axial thrust,較低的軸向推力
lower axially bearing,下軸向軸承
lower axially thrust,較低的軸向推力
lower back pain,腰痛
lower bearing,下軸承
lower bearings,下軸承
lower bearings bearing,下軸承軸承
lower chest exercises,下胸練習
lower cpu core,較低的cpu核心
lower cylindrical trunnion,下圓柱耳軸
lower limbs,下肢
lower locating,下定位
lower shear,下剪切
lower thrust,低推力
lower trunnion,下耳軸
lower trunnion arm,下耳軸臂
pivoting point,樞軸點
starting device for heavy vehicles,重型車輛啟動裝置
supports for tilting plate,傾斜板支架
trunnion bearings,耳軸軸承
trunnion system,耳軸系統
upper trunnion,上耳軸
bottom trunnion,底部耳軸
clevis,耳環
lower frame,下架
lower pin,下銷
lower support,下支撐
lower yoke,下軛
pivot axis,樞軸
pivot joint,樞軸接頭
shock trunnion,衝擊耳軸
trunnion,耳軸
upper yoke,上軛
lower identical mounting,下相同的安裝
lower identical trunnion,下相同耳軸
lower trunnion mounting,下耳軸安裝
lower trunnions,下耳軸
trunnions,耳軸
auxiliary pump,輔助泵
bearing member,軸承構件
bottom most trunnion,最底部的耳軸
frame saw frame,框鋸架
hinge pin,鉸鏈銷
intermediate trunnion,中間耳軸
lower arm bones,下臂骨頭
lower axle support,下軸支撐
lower endoscopy,下內窺鏡
lower housing,下殼體
lower limb,下肢
lower pivot,下樞軸
lower pivot housing,下樞軸外殼
lower threaded,下螺紋
lower turnover,較低的營業額
pivot shaft,樞軸
self aligning bearing,調心軸承
supportive,支持的
under trunnion,耳軸下
appliance end,電器端
end plate,端板
end user,最終用戶
illustration process,插圖過程
inner surface,內表面
jetting mechanism,噴射機構
knott end,結端
liquid discharge head,排液頭
machine end,機器端
machine end frame,機器端架
machine ends,機器端
machine language,機器語言
machine system,機器系統
machinery end,機械端
machining ends,加工結束
outer surface,外表面
platen member,壓板構件
printing cylinder sleeve,印刷滾筒套筒
remainder,餘
year end,年末
apparatus end,設備端
device end,設備端
digging machine,挖機
ecg machine,心電圖機
equipment edge,設備優勢
hardware component,硬件組件
hemodialysis machine,血液透析機
hydraulic sliding sleeve switch tool,液壓滑套開關工具
instrument corner,儀表角
lower end,低端
lower portion,下部
machine surface,機器表面
network device,網絡設備
peritoneal dialysis machine,腹膜透析機
pick tool,挑選工具
router edge,路由器邊緣
underground excavation,地下開挖
unit end,單位結束
upper end,上端
upright drilling machine,立式鑽孔機
collar,衣領
magnetic,磁的
magnetic actuated,磁力驅動
magnetic magnetically actuated,磁力驅動的
magnetically activated,磁激活
sealed,密封
single magnetically actuated,單磁驅動
electro magnetically actuated,電磁驅動
blood actuated valve,血液驅動瓣膜
electromechanical portion,機電部分
exhaust gas cleaning device,廢氣淨化裝置
field marshal,元帥
magnetic actuation system,磁力驅動系統
magnetic catheters,磁性導管
magnetic system,磁系統
magnetically actuated,磁力驅動
magnetically actuated drugs,磁致藥物
magnetically actuated reed,磁力簧片
magnetically energized,磁力激勵
magnetically equivalent aromatic protons,磁當量芳香質子
magnetically equivalent protons,磁當量質子
operate prefix,操作前綴
reed diffuser,蘆葦擴散器
sensor element resistance,傳感器元件電阻
two stroke ic engine,二衝程ic發動機
auto ventilation fan,自動換氣扇
blood actuated valve tongue,血液驅動瓣膜舌
compressor integral with inverter,壓縮機與逆變器一體
flux conductors,通量導體
magnetic wireless charger,磁性無線充電器
magnetically actuated circuit breaker,磁力斷路器
magnetically actuated motion,磁驅動運動
magnetically actuated pilot valve,磁力驅動的先導閥
magnetically actuated proximity switch,磁力接近開關
magnetically actuated reciprocating device,磁力往復裝置
magnetically actuated switch,磁力開關
magnetically actuated valve,磁力驅動閥
magnetically hard materials,硬磁材料
magnetically levitated train,磁懸浮列車
proximity sensors,接近傳感器
radial flow impeller,徑流葉輪
signal of blood actuated,血液驅動信號
solenoid,螺線管
arterial road,主幹道
branch lane,支線
intersecting road,相交的道路
lane,車道
left turn lane,左轉車道
liquid filler,液體填料
main chart,主圖
main device,主要設備
main door,大門
main gate,正門
main lanes,主車道
major lane,主車道
major route,主要路線
right turn lane,右轉車道
roadway,巷道
subsidiary lane,輔助車道
trunk line,幹線
viscous liquid,粘稠液體
branch stub,分支存根
car path,汽車路徑
cross chain,跨鏈
cross road,十字路口
entry lane,入口車道
exiting lane,出口車道
highway,高速公路
