,0
refractory tile,耐火瓦
rigid foam board,硬質泡沫板
skids,滑道
terra cotta statue,兵馬俑雕像
terra cotta tiles,赤土磚
tile area,瓷磚區域
wooden tile,木瓦
active replacement,主動替換
air flow loss,氣流損失
compressing device,壓縮裝置
compression bandage,壓縮繃帶
compression clothing,壓縮衣
compression drop,壓縮下降
compression fracture,壓縮性骨折
compression leakage,壓縮洩漏
compression loss occurring,發生壓縮損失
compression measurement,壓縮測量
compression occurring,發生壓縮
compression stockings,壓力襪
compressor drop,壓縮機下降
compressor loss,壓縮機損失
compressor loss occurring,發生壓縮機損失
deformation,形變
discharge pressure loss,排放壓力損失
force deflection,力偏轉
initial state,初始狀態
inlet efficiency,入口效率
installation,安裝
loss,失利
loss of appetite,食慾不振
loss of smell,嗅覺喪失
machine performance,機器性能
mechanical power loss,機械功率損失
outlet efficiency,出口效率
restoration,恢復
throttling,節流
blood pressure loss,血壓下降
composite structure with blades,帶葉片的複合結構
compressed interlocking bricks,壓縮聯鎖磚
compression fracture of spine,脊柱壓縮性骨折
compression loss,壓縮損失
compression system,壓縮系統
compressive strength,抗壓強度
conveying channels,輸送通道
delivery pulsation,輸送脈動
discharge loss,放電損失
discharge noise,放電噪聲
horsepower,馬力
noise,噪音
over compression loss,過壓縮損失
pressure loss,壓力損失
pressure refrigerant,壓力製冷劑
pump losses,泵損失
seal less tip,密封少尖端
speed,速度
under compression loss,壓縮損失
vertebral compression fracture,椎體壓縮性骨折
volumetric losses,體積損失
adaptive mesh refinement,自適應網格細化
adaptive refinement,自適應細化
coal refinement,煤炭精煉
comprise in further refinement,包括進一步細化
comprises processing unit,包括處理單元
consist in refinement,在於細化
disc refiner,圓盤磨漿機
electrode refinement,電極細化
energy minimization,能量最小化
energy models,能量模型
further refinement,進一步細化
grain refinement,晶粒細化
include in refinement,包括在細化中
incorporate in refinement,融入細化
magnetic domain refinement,磁疇細化
preferred embodiment in refinement,細化的優選實施例
product backlog refinement,產品待辦事項細化
progressive refinement,漸進式細化
provide in refinement,提供細化
reduction algorithms,約簡算法
refinement method,細化法
refinement scrum,提煉scrum
sprint refinement,衝刺細化
successive refinements,連續改進
sugar refinement,糖精製
system comprises,系統包括
cable bridge,索橋
cable stretches,電纜伸展
cable system,電纜系統
cable tie,紮帶
cables,電纜
cam shaft in internal combustion engines,內燃機中的凸輪軸
carry cables,攜帶電纜
carry wires,攜帶電線
conduct cables,傳導電纜
conduct disorder,品行障礙
conduct disorder associated with dementia,與癡呆相關的品行障礙
conduct disorder treatment,進行障礙治療
conduct of operations,經營活動
conduct wires,導線
conducting medium,導電介質
convey cables,輸送電纜
convey wires,傳送電線
copper wire cable,銅線電纜
disc brake,盤式製動器
electric current,電流
guide wires,導絲
