,0
outwardly projecting,向外突出
peripheral area,周邊地區
peripheral artery disease,外周動脈疾病
upper surface,上表面
radially peripheral,徑向外圍
annular member,環形構件
circumferential edge,圓周邊緣
cooling arrangement,冷卻裝置
cooling device,冷卻裝置
guide,指導
heating device,加熱裝置
inner circumference,內圓周
inner circumferential portion,內圓周部分
inner end,內端
inner lining,內襯
peripheral device,外圍設備
peripheral vascular disease,周邊血管疾病
peripheral vision,周邊視覺
radial,徑向
center,中央
inner circumferential,內圓周
inner circumferential end,內圓周端
inner circumferential side,內圓周側
inner peripheral end,內周端
inner peripheral side,內週側
outer circumferential,外圓周
outer circumferential end,外圓周端
outer circumferential side,外圓周側
outer peripheral end,外周端
outer peripheral side,外周側
peripheral,外圍設備
inorganic,無機物
mineral,礦物
polymeric,聚合
acid containing,含酸
acid soluble,酸溶性
chromatography,色譜法
crosslink exchange,交聯交換
exchange,交換
hybrid materials,混合材料
hybrid organism,雜種生物
hybrid perovskite,雜化鈣鈦礦
hybrid plasmids,雜合質粒
hybrid vegetables,雜交蔬菜
hydrogel,水凝膠
inorganic components,無機成分
inorganic composite,無機複合材料
inorganic materials,無機材料
materials inorganic,無機材料
nanomaterials,納米材料
non soluble,不溶
organic and inorganic molecular interaction,有機和無機分子相互作用
organic inorganic hybrid,有機無機雜化
organic inorganic material,有機無機材料
polymers inorganic,聚合物 無機
porous,多孔的
porous material,多孔材料
silicone,矽酮
solvent based,溶劑型
solvent organic,溶劑有機
speed impeller,速度葉輪
black,黑色的
electro emission,電發射
electro emitting emission,電發射
layer inorganic,無機層
layer organic,有機層
light black,淺黑色
light dot,光點
light emission,發光
light emitting emission,發光發射
material black,材質黑色
material dot,材質點
material inorganic,材料無機
material inorganic black,材質無機黑
material organic,材料有機
thin emission,薄發射
thin emitting,薄發光
embedded metal electrode,嵌入式金屬電極
inorganic chemistry,無機化學
inorganic elements,無機元素
inorganic graphite,無機石墨
inorganic hybrid electrode,無機雜化電極
inorganic hybrid material,無機雜化材料
inorganic solid electrolyte,無機固體電解質
material containing,材料包含
organic,有機的
organic hybrid electrode,有機雜化電極
organic inorganic hybrid efficient,有機無機雜化高效
organic inorganic hybrid electroluminescence device,有機無機雜化電致發光器件
photosensitive,感光的
resin containing,含樹脂
silicon containing,含矽
silicon inorganic,無機矽
solid state electrolyte,固態電解質
wearable devices,可穿戴設備
insert into plant,插入植物
insert into soil,插入土壤
insert into water,插入水中
insert into windpipe,插入氣管
insert tab,插入標籤
inserted into trachea,插入氣管
inserting in trachea,插入氣管
introduce into trachea,導入氣管
introduce through trachea,通過氣管引入
introducing in trachea,引入氣管
larynx to the bronchi,喉到支氣管
position into trachea,進入氣管位置
put into trachea,放入氣管
sql insert,sql插入
syringe,注射器
trachea,氣管
upper trachea,上氣管
cutting insert,切削刀片
dna insert,脫氧核糖核酸插入
expression cassette,表達盒
expression sequence,表達序列
human genome,人類基因組
incorporate nucleic acid,摻入核酸
insert column,插入列
insert genetic material,插入遺傳物質
insert polynucleotide,插入多核苷酸
insert row,插入行
insert seat,插入座
insert table,插入表
insertional libraries,插入庫
ires cassette,卡帶盒
ires sequence,憤怒序列
messenger rna,信使rna
nucleic acid polymorphisms,核酸多態性
nucleic acid sequence,核酸序列
specific sequence,特定順序
vector insert nucleic acid,載體插入核酸
vinegar,尖酸刻薄
binary insertion,二進制插入
coupling losses,耦合損耗
decibels,分貝
estimated worst losses,估計最壞損失
insertion loss,插入損耗
insertion of array,插入數組
insertion sort,插入排序
internal losses,內部損失
lengths,長度
loss meme,丟失模因
loss of signal,信號丟失
loss of signal power,信號功率損失
losses,損失
lossless archives,無損檔案
lossless support displacement,無損支撐位移
ohmic loss,歐姆損耗
optical loss,光損耗
series losses,系列損失
sight losses,視力喪失
smell loss,嗅覺喪失
telecommunication system,電信系統
telecommunication transmission losses,電信傳輸損耗
total insertion loss,總插入損耗
values,價值觀
attenuation,衰減
attenuation of frequencies,頻率衰減
attenuation of signals,信號衰減
bending losses,彎曲損耗
filter losses,過濾損失
filtering characteristics,過濾特性
filtering performances,過濾性能
frequency performance,頻率性能
frequency performances,頻率性能
high insertion loss,高插入損耗
loss factor,損失因子
loss money,賠錢
loss reduction,減少損失
optical insertion loss,光插入損耗
performance display,性能展示
performances,表演
person performance,人的表現
polarization dependent,偏振相關
return losses,回波損失
signal losses,信號損失
suppression of frequencies,頻率抑制
suppression of signals,信號抑制
transmission losses,傳輸損耗
traveling signal,行進信號
active,積極的
data processing instruction,數據處理指令
executing an instruction,執行指令
execution,執行
execution unit,執行單元
home gates,家門
improved instruction processing,改進的指令處理
improved stream processing,改進的流處理
improved stream processor,改進的流處理器
instruction,操作說明
instruction executing,指令執行
instruction execution,指令執行
instruction execution phase,指令執行階段
instruction in execution,執行中的指令
instruction processing integrated,指令處理集成
instruction processing unit,指令處理單元
instruction processor,指令處理器
instruction programmable integrated,指令可編程集成
instruction programmable processing,指令可編程處理
instruction sequencing logic,指令排序邏輯
instruction stream processing,指令流處理
instruction stream processor,指令流處理器
instruction supply,指令供應
instruction within execution,執行中的指令
instructions processing,指令處理
instructions processor,指令處理器
integrated,融合的
integrated processing,綜合處理
multi thread,多線程
operation in execution,執行中的操作
operation within execution,執行中的操作
phase difference,相位差
process steps,工藝步驟
processing instruction,加工指令
programmable integrated,可編程集成
programmable processing,可編程處理
programmable processing integrated,可編程處理集成
steps up and down,上下台階
synchronous instruction,同步指令
card processing,卡片處理
chemical etching process,化學蝕刻工藝
control step,控制步驟
device information process,設備信息處理
device information step,設備信息步驟
device instruction process,設備指令流程
device instruction step,設備指令步驟
food processing unit,食品加工單位
information transmission function,信息傳遞功能
information transmission step,信息傳遞步驟
information transmitting function,信息傳遞功能
information transmitting step,信息傳遞步驟
initialization step,初始化步驟
instruction control,指令控制
instruction information process,指令信息處理
instruction information step,指令信息步驟
instruction manual,使用說明書
instruction process,教學過程
instruction processing device,指令處理裝置
instruction processing module,指令處理模塊
instruction processing program,指令處理程序
instruction receiving,指令接收
instruction reception processing,指令接收處理
instruction step,指令步驟
instruction transmission function,指令傳輸功能
instruction transmission step,指令傳輸步驟
