,0
separate return path,單獨的返迴路徑
smoke back prevention structure,回煙防止結構
smoke return prevention structure,防返煙結構
transmission path,傳輸路徑
rhodium,銠
rhodium metal,銠金屬
rhodium oxide,氧化銠
rhodium trichloride,三氯化銠
carbonyl compounds,羰基化合物
carbonyl oxidation state,羰基氧化態
cationic carbonyl complexes,陽離子羰基配合物
complex compounds,複雜的化合物
coordination compounds,配位化合物
hydrogen,氫
metal carbonyl,羰基金屬
metal carbonyls,羰基金屬
metal chelates,金屬螯合物
organometallics,有機金屬
organorhodium compound,有機銠化合物
plastic compounds,塑料化合物
platinum rhodium alloy,鉑銠合金
resonance carbonyl,共振羰基
rh4co12,rh4co12
rhodium carbonyl chloride,碳酰氯銠
rhodium compounds,銠化合物
rhodium jewelry,銠首飾
tetrarhodium dodecacarbonyl,十二羰基四銠
volatile,易揮發的
ccl2orh,ccl2orh
chelates,螯合物
coal,煤炭
cobalt,鈷
complex compound,複合物
coordination compound,配位化合物
d block element,d 塊元素
group d metal,d組金屬
iridium,銥
iridium acyl,銥酰基
iridium carbonyl,羰基銥
iridium rhodium acyl,銥銠酰基
iridium rhodium carbonyl,銥銠羰基
modified rhodium carbonyl,改性羰基銠
precious metal,貴金屬
pvc pipe,PVC管
rh2cl2co4,rh2cl2co4
rhenium acyl,酰基錸
rhenium carbonyl,羰基錸
rhodium carbonyl compounds,羰基銠化合物
rhodium complex,銠絡合物
rhodium iridium carbonyl,羰基銠銥
rhodium jewellery,銠首飾
ricin,蓖麻毒素
transition metal,過渡金屬
un complexed rhodium carbonyl,未絡合的羰基銠
aspirin,阿司匹林
codeine,可待因
elimination half life,消除半衰期
headache,頭痛
ibuprofen,布洛芬
metabolism,代謝
migraine headaches,偏頭痛
morphine,嗎啡
pain,疼痛
painkiller drug,止痛藥
paracetamol,撲熱息痛
protein binding,蛋白質結合
rain,雨
rizzle,細雨
sumatriptan,舒馬曲坦
treat migraines,治療偏頭痛
vasoconstriction,血管收縮
1h indole 3 ethanamine nn dimethyl 5 1h 124 triazol 1 ylmethyl,1h 吲哚 3 乙胺 nn 二甲基 5 1h 124 三唑 1 基甲基
2 5 1h 124 triazol 1 ylmethyl 1h indol 3 yl nn dimethylethanamine,2 5 1h 124 三唑 1 基甲基 1h 吲哚 3 基 nn 二甲基乙胺
5 ht1 receptor activation,5 ht1受體激活
administrative department,行政部門
bizaliv,比扎利夫
dizziness,頭暈
drowsiness,睡意
lactose,乳糖
mannitol,甘露醇
maxalt,麥克薩爾特
nn dimethyl 2 5 124 triazol 1 ylmethyl 1h indol 3 ylethanamine,nn 二甲基 2 5 124 三唑 1 基甲基 1h 吲哚 3 乙胺
rizact,rizact
rizalt,黎剎
sun tanning,曬黑
technical support,技術支援
biological macromolecules,生物大分子
cdna,核糖核酸
cellular protein synthesis,細胞蛋白質合成
data sequence,數據序列
genetic information sequence,遺傳信息序列
line sequence,線序
mrna,核糖核酸
non coding rna,非編碼RNA
nucleic acid sequencing,核酸測序
nucleotide sequence,核苷酸序列
optical activity,光學活動
order processing,訂單處理
people sequence,人序列
racemic mixture,外消旋混合物
ribonucleic acid sequence,核糖核酸序列
ribonucleic acid sequencing,核糖核酸測序
rna sequencing,rna測序
sequencing,測序
transcriptome analysis,轉錄組分析
cd expression,cd表達式
dna sequence,脫氧核糖核酸序列
food sequence,食物順序
immunohistochemistry,免疫組化
nucleic acid,核酸
pc expression,個人電腦表達
ribozyme,核酶
rna code,rna代碼
rna molecule,rna分子
rna sequence,rna序列
sequence game,序列遊戲
sequence learning,序列學習
sequence region,序列區
sequences and series,序列和系列
vehicle sequence number,車輛序列號
movable element,可移動元件
movable lever,活動槓桿
rocker,搖桿
rocking lever,搖桿
automatic control rocker program,自動控制搖桿程序
gear lever,檔位
internal pressure regulator,內部壓力調節器
lever program means,槓桿程序意味著
nozzle surface cleaning apparatus,噴嘴表面清洗裝置
pivoting lever,樞軸桿
planographic printing plate,平版印刷版
print cartridge,打印墨盒
rocker arm lever,搖臂桿
rocker arms,搖臂
rocker effect,搖桿效應
rocker knife,搖刀
rocker lever,搖桿
rocker lever assembly,搖桿總成
rocker program in the control unit,控制單元中的搖桿程序
rocker shaft,搖臂軸
rocker system,搖桿系統
valve train,配氣機構
control lever,控制桿
pair,一對
pair lever,對桿
stop lever,止動桿
swing lever,擺桿
swingable lever,可擺動的槓桿
bench bar,長凳
handle bar,車把
hollow piston,空心活塞
knuckle joint snap,指關節扣
lever retention rule,槓桿保留規則
lever rule between the liquidus and solidus,液相線和固相線之間的槓桿法則
lever rule for mole fraction,摩爾分數的槓桿法則
mounting plate for furniture,家具安裝板
oscillating lever,擺動桿
poppet valve,提升閥
radial movement,徑向運動
recliner crowbar,躺椅撬棍
rocker lever ball socket retainer,搖桿球窩保持器
roller lever,滾輪槓桿
rotating machine,旋轉機
rotating threads,旋轉螺紋
anti roll bar,防傾桿
coil roll,卷材
eye roll exercise,眼球運動
hot steel roller,熱鋼輥
medical cotton roll,醫用棉卷
piece of work,作品
roll call,點名
roll on workparts,在工件上滾動
roll on workpiece,在工件上滾動
roll workpiece,軋製工件
rolling operation,滾動操作
spin on workpiece,在工件上旋轉
spinning roller,紡紗輥
strip finishing horizontal cylindrical surface system,帶鋼精加工水平圓柱面系統
titanium steel composite plate,鈦鋼複合板
vehicle seat reinforcing plate,車座加強板
workpiece roll over unit,工件翻轉裝置
workpiece roller,工件滾輪
workpiece rolling machine,工件滾壓機
workpieces,工件
class roll,班級卷
grooving rollers,開槽輥
roll on inhaler,滾動吸入器
roll on object,在物體上滾動
roll on perfume,滾上香水
roll on piece,滾片
tension clamp,張力夾
ac electric,交流電
ac electrical,交流電
airflow,空氣流動
brushless electric,無刷電動
brushless electrical,無刷電器
bumping degree,顛簸度
controller of rotary electric machine,旋轉電機控制器
current electric,電流電
current electrical,當前電氣
driven,驅動的
electric system,電力系統
electric toothbrush,電動牙刷
excited,興奮的
induction,就職
landing assist apparatus,著陸輔助裝置
multiphase electric,多相電
multiphase electrical,多相電
polyphase ac electric,多相交流電
polyphase current electric,多相電流電
polyphase electric,多相電
polyphase electrical,多相電
polyphase speed electric,多相速度電動
potential tailstrike during landing,著陸期間可能發生的尾撞
rotary electric,旋轉電動
rotary electric machine,旋轉電機
rotary electric machines,旋轉電機
rotary electrical,旋轉電機
rotary electrical contactors,旋轉式電氣接觸器
rotary emblem,旋轉會徽
rotary encoder code,旋轉編碼器代碼
rotary gun,旋轉槍
rotary logo vector,旋轉標誌矢量圖
rotary tattoo machine,旋轉紋身機
rotating electrical,旋轉電
speed electric,速度電動
speed electrical,速電
stationary electric,固定 電動
swivelling flap,旋轉襟翼
synchronous,同步
synchronous electric,同步電
synchronous electrical,同步電
rotary,旋轉
rotating electric,旋轉電動
auxiliary electric,輔助電動
auxiliary electrical,輔助電氣
auxiliary working,輔助工作
digital convertor,數字轉換器
dynamo electric,電動車
dynamo electric electrical,發電機 電動 電氣
dynamo rotating electric,發電機旋轉電動
dynamo rotating electrical,發電機旋轉電機
dynamoelectric,電動
electric electrical,電氣電氣
electric pulse,電脈衝
electric rotary actuators,電動旋轉執行器
electric working,電動工作
engine fuel injector,發動機燃油噴射器
idle controlling of vehicle,車輛怠速控制
lawn mover,剪草機
motor electric,電機 電動
motor electric electrical,電機 電動 電氣
motor rotating electric,電機旋轉電動
motor rotating electrical,電機旋轉電氣
pinion restoring noise,小齒輪恢復噪音
rotary blood,旋轉血液
rotary converter,旋轉轉換器
rotary heart shaped mobile phone,旋轉心形手機
rotary router bit,旋轉路由器鑽頭
rotary tool,旋轉工具
rotating electronics,旋轉電子
specified rotary electric,指定旋轉電動
specified rotary electrical,指定旋轉電機
specified rotating electric,指定旋轉電動
specified rotating electrical,指定旋轉電機
turning electric,電動化
twisting electric,扭電
bluetooth portable rotary phone,藍牙便攜式旋轉電話
eye section,眼部
fixed section,固定部分
metal strip treatment installation,金屬帶處理裝置
revolving section,旋轉部分
rotary parts,旋轉部件
rotary router,旋轉路由器
rotary sections,旋轉部分
rotary switch,旋轉開關
rotating section,旋轉部分
section of wall,牆的一部分
spinning section,紡紗工段
turning section,車削部分
twisting section,撚線段
vessel engine spindle,船舶發動機主軸
companion section,同伴部分
fluid companion section,流體伴侶部分
rotary shaft,旋轉軸
shaped rotary section,異形旋轉截面
bearing area,承載區
brush region,刷區
center point,中心點
holding rotary section,保持旋轉部分
holding rotary unit,保持旋轉單元
holding rotating section,保持旋轉部分
holding rotating unit,保持旋轉單元
housing sections,住房部分
movable part,可動部分
non rotary section,非旋轉部分
rotary brush section,旋轉刷部分
rotary envelope,旋轉信封
rotary holding,旋轉夾持
rotary holding section,旋轉夾持部分
rotary member,旋轉構件
rotary table,輪盤
rotary transformer section,旋轉變壓器部分
rotary unit,旋轉單元
rotating assembly,旋轉組件
rotating housing,旋轉外殼
rotating motor,旋轉馬達
rotational equilibrium,旋轉平衡
sectionalizer switch,分段開關
spinner members,微調器成員
sticking section,粘貼部分
magnet,磁鐵
rotary assembly,旋轉組件
rotary motor,旋轉馬達
chamber brick,室磚
chamber interior,室內部
chamber of commerce,商會
chamber of the ceo,首席執行官會議廳
fixed container,固定容器
movable cylinder,可動氣缸
movable drum,活動滾筒
movable enclosure,可移動的外殼
office chamber,辦公室
official chamber,官廳
revolving vessel,旋轉船
rotary chamber,旋轉室
rotary rotatable,旋轉 可旋轉
rotatable,可旋轉
rotatable bioreactor,可旋轉生物反應器
rotatable cartridge,可旋轉墨盒
rotatable cylinder,可旋轉氣缸
rotatable drum,轉鼓
rotatable enclosure,可旋轉外殼
rotatable housing,可旋轉外殼
rotatable monitor,可旋轉監視器
rotating double chamber,旋轉雙室
cylindrical chamber,圓柱形腔室
cylindrical mixing chamber,圓柱形混合室
framework,框架
rotatable container,可旋轉容器
substantially cylindrical chamber,大致圓柱形的腔室
substantially mixing chamber,基本上混合室
chamber side,室側
fluid chamber,流體室
fluid side,流體側
hollow chamber,空心室
hollow conduit,空心導管
rotatable chambers,可旋轉室
rotatable conduit,可旋轉導管
rotatable sealable chamber,可旋轉密封室
rotating chamber,旋轉室
rotating chambers,旋轉室
sealant rotatable chamber,密封膠旋轉室
sealant sealable chamber,密封劑密封室
bioreactor,生物反應器
bowl mill,碗磨機
chamber drum,腔鼓
cylindrical,圓柱形
fixed ring,固定環
moving compartment,移動隔間
non rotatable components,不可旋轉的組件
non rotatable shaft,不可旋轉的軸
non rotating pulse echo,非旋轉脈衝回波
open ended rotatable chamber,開放式旋轉室
quarter chamber,四分之一室
rotatable bookshelf,可旋轉書架
rotatable mirror,可旋轉的鏡子
rotatable table,轉台
rotating cylindrical housing,旋轉圓柱形外殼
rotating screen,旋轉屏幕
sealed chamber,密封室
spinner bowl,旋轉碗
