,0
triatominae,錐蟲科
triatominae related disorder,絛蟲相關疾病
tropical parasitic disease,熱帶寄生蟲病
virus,病毒
yeasts,酵母
channel coefficient vector,信道係數向量
channel covariance matrix,通道協方差矩陣
channel of vectors,向量通道
channel response matrices,信道響應矩陣
channel vector,通道向量
channel weight vector,通道權重向量
channels,渠道
channels of vectors,向量通道
channels vector,渠道矢量圖
channels vectors,渠道矢量圖
complex channel gains,複雜的通道增益
directionless switch,無方向開關
open areas,開放區域
predictive motion vector,預測運動向量
receive communications channel,接收通訊通道
reception vectors,接待矢量圖
respective channel,各自的頻道
respective channel vectors,各自的通道向量
respective vector,各自的向量
signals,信號
steering vectors,轉向 矢量圖
symbols vector,符號矢量
transmission channels,傳輸通道
transmission vectors,傳輸向量
transmit weight vectors,傳遞權重向量
vector,向量
vector art,矢量藝術
vector channel,矢量通道
vector graphics,矢量圖形
vector illustrator,矢量插畫
vector quantity,向量
vectors,矢量圖
weather channel,天氣頻道
activated mode,激活模式
activation code,激活碼
biochemical activity,生化活性
chemical adsorption function,化學吸附功能
chemical composition,化學成分
chemical reaction,化學反應
chemical reactivity,化學反應性
chemistry activity,化學活動
dielectric characteristics,介電特性
edges,邊緣
electrochemical activity,電化學活性
high chemical activity,高化學活性
mental activities,心理活動
muscles gain,肌肉增長
oxidation ability,氧化能力
physical activity,體力活動
pore characteristics,孔隙特徵
pore properties,孔隙特性
porosity,孔隙率
reactiveness,反應性
reactivity,反應性
redox,氧化還原
thermodynamic activity,熱力學活動
viscosity,粘度
weight gain,體重增加
combination,組合
density,密度
excellent properties,優異的性能
high properties,高屬性
kind chemical activity,類化學活性
kind of activity,一種活動
mixing activity,混合活動
active mode,主動模式
activity series,活動系列
agglomeration,集聚
aggregation,聚合
chemical activities,化學活動
chemical bonding,化學鍵合
chemical fusion,化學融合
chemical inactivity,化學惰性
chemical kinetics,化學動力學
chemical thermodynamics,化學熱力學
commercial activity,商業活動
effective concentration,有效濃度
electrochemical reactivity,電化學反應
interaction,相互作用
physical affinity,物理親和力
physical diffusion,物理擴散
reaction,反應
weight,重量
alloy,合金
chemical modification,化學改性
chemical modification chitosan,化學改性殼聚醣
chemical modification pectin,化學改性果膠
chemically modified cellulose,化學改性纖維素
chemically modified chitosan,化學改性殼聚醣
chemically modified forms,化學改性形式
chemically modified pla,化學改性聚乳酸
chemically modified polyhydroxyalkanoates,化學改性的聚羥基鏈烷酸酯
chemically modified sina molecule,化學修飾的sina分子
end capped polymer,封端聚合物
end point,終點
end scene,結束場景
genome sequence,基因組序列
grafted polymers,接枝聚合物
gum,膠
hydrophobically modified polymers,疏水改性聚合物
ml model,毫升模型
modified bases,修飾鹼基
modified polymers,改性聚合物
natural polymer,天然聚合物
non chemically modified,非化學改性
silane modified polymers,矽烷改性聚合物
synthetic compound,合成化合物
synthetic polymer,合成聚合物
cellulose fibers,纖維素纖維
chemical digestion,化學消化
chip,芯片
chip bot,芯片機器人
chip shape,芯片形狀
choco chips,巧克力片
compressed direction,壓縮方向
compressed state,壓縮狀態
declaration form,申報表
form chip,芯片
form of chip,芯片形式
form on chip,片上成型
form on single chip,單芯片形式
general,一般的
integrated circuit chip,集成電路芯片
lignocellulosic,木質纖維素
particle form,粒子形式
pulp,紙漿
size distribution,尺寸分佈
small chips,小籌碼
spiral,螺旋
spiral direction,螺旋方向
spiral state,螺旋狀態
standard form,標準格式
suspension,暫停
uniform sized chips,大小均勻的芯片
wood chip form,木片形式
bonding manner,粘接方式
bonding method,粘接法
bonding structure,鍵合結構
chip bonding manner,芯片鍵合方式
chip bonding method,芯片鍵合法
chip bonding structure,芯片鍵合結構
chip carrier,芯片載體
chip condition,芯片狀態
chip die form,芯片模具形式
chip formation,芯片形成
chip manner,芯片方式
chip method,芯片法
chip mode,芯片模式
chip package,芯片封裝
chip structure,芯片結構
chips,籌碼
condition,（健康）狀況
data form,數據表格
die chip form,芯片形式
die condition,死亡狀態
die form,模具形式
die mode,時尚
electronic chip form,電子芯片形式
forming the chip,形成芯片
google form,谷歌表格
ic chip form,ic芯片形式
ic form,ic形式
integrated chip form,集成芯片形式
manner,方式
package chip,封裝芯片
package chips,封裝芯片
potato chips,土豆片
semiconductor chip,半導體芯片
silicon chip,矽片
single ceramic substrate,單一陶瓷基板
single chip,單片機
survey form,調查表格
adjustable chirp optical,可調啁啾光學
chirp,唧唧喳喳
chirp light,啁啾燈
chirp optical,啁啾光學
chirp optical pulse,啁啾光脈衝
chirp pulse,啁啾脈衝
chirped,唧唧喳喳
chirped light,啁啾的光
chirped pulse amplification,啁啾脈衝放大
chirping birds,唧唧喳喳的鳥兒
chirping vehicle,啁啾車
eye opticals,眼睛光學
frequency chirp,頻率啁啾
frequency chirped optical,頻率啁啾光學
frequency optical,頻率光學
generated,生成
generated light,產生的光
generated optical,產生的光學
light rays,光線
modulated,調製的
modulated light,調製光
modulated optical,調製光學
optical chirp,光學啁啾
optical chirped return to zero,光學啁啾歸零
optical display,光學顯示器
optical fiber chirped pulse,光纖啁啾脈衝
optical illusion,光學錯覺
pulse ratio,脈衝比
signal frequency,信號頻率
uv ray,紫外線
beating eggs,打雞蛋
butter churn,黃油攪拌器
butter making,黃油製作
butter paper,黃油紙
churned milk,攪好的牛奶
churning butter,攪拌黃油
churning cocoa butter,攪拌可可脂
churning cream,攪打奶油
churning sweet cream,攪動甜奶油
cocoa,可可
commercial butter making,商業黃油製作
disruptive,破壞性的
foreign microorganisms,外來微生物
milky way,銀河系
network churn,網絡流失
peeved,惱怒
skimmed from milk,從牛奶中脫脂
stirring milk,攪拌牛奶
tumultuous,喧囂
whipping machine,攪打機
whisking machine for cream,奶油打漿機
alternative apparatus,替代裝置
alternative embodiment,替代實施例
alternative preferred apparatus,替代優選裝置
alternative preferred embodiment,替代優選實施例
circumference of a circle,圓周長
circumferential burns,圓周燒傷
circumferential disc bulge,圓盤凸起
circumferential stress,周向應力
clamp,夾鉗
clamp for pipe,管夾
clamp meter,鉗形表
clamp ring,夾環
clamper circuit,箝位電路
container,容器
dc value,直流值
encircling clamp,環繞夾
metal clamping ring,金屬夾緊環
negative peak,負峰
preferred apparatus,首選設備
preferred embodiment,優選實施例
reference level,參考水平
split clamp assembly,分體式夾具總成
spring loaded assembly,彈簧加載組件
threaded gland,螺紋壓蓋
threaded locking mechanism,螺紋鎖緊機構
typical circumferential clamp,典型的圓周夾具
attachment arrangement,附件安排
attachment system,附件系統
cleaner,清潔器
cleaner app for mobile phone,手機更清潔的應用程序
cleaner apparatus,清潔設備
cleaner device,清潔器
cleaner fish,清潔魚
cleaner oils,清潔油
cleaner system,清潔系統
cleaning adapted,清潔適應
cleaning arrangement,清潔安排
cleaning equipment,清潔工具
cleaning fluids,清洗液
cleaning process,清洗工藝
cleaning setup,清潔設置
cleaning system,清潔系統
cleaning system adapted,清潔系統適配
cleaning system used,使用的清潔系統
cleaning used,使用過的清潔劑
clearing system used,使用的清算系統
conveying system,輸送系統
conveyor setup,輸送機設置
disinfecting system,消毒系統
drier,乾燥劑
dryer,烘乾機
dryer apparatus,乾燥裝置
dryer system,乾燥系統
drying apparatus,乾燥裝置
drying system,乾燥系統
elevator,電梯
eye cleaner drops,眼部清潔劑
fine grained metal solids,細粒金屬固體
handling system,處理系統
mine gravel production system,礦山碎石生產系統
removal system,清除系統
server systems,服務器系統
suction cleaners,吸塵器
system architecture,系統架構
vacuum cleaner system,吸塵器系統
visual detection grader,視覺檢測分級機
washing unit,洗滌單元
broom type,掃帚類型
butyl cellosolve,丁基溶纖劑
clean,乾淨的
cleaner production,清潔生產
cleaning appliance,清潔用具
cleaning method,清潔方法
clearing data,清除數據
dental appliance,牙科器具
dirt accumulation,污垢堆積
electric blower device,電動鼓風機裝置
floor cleaning systems,地板清潔系統
immune system,免疫系統
solar system,太陽系
system restore,系統還原
vaccum clean,真空清潔
vaccum cleaner,真空吸塵器
washing system,洗滌系統
chemical cleaner,化學清潔劑
chemical washer,化學清洗劑
cleaning washer,清洗機
dishwasher,洗碗機
washer,墊圈
centrifuge,離心機
osmosis,滲透
cleaner less system,無清潔系統
distribution assembly,分配組件
filter,篩選
filter assembly,過濾器組件
filter system,過濾系統
filtration assembly,過濾組件
filtration system,過濾系統
handling assembly,裝卸總成
accumulated count,累計計數
buffer,緩衝
buffer free,無緩衝
calculation device,計算裝置
charge a battery,給電池充電
clear,清除
clear base,明確的基地
clear cache,清除緩存
clear dirt,清除污垢
clear skies,晴朗的天空
clear window,清除窗口
clearing the buffer,清除緩衝區
default buffer,默認緩衝區
default system,默認系統
erase buffer,擦除緩衝區
filling a fuel tank,加滿油箱
flush buffer,刷新緩衝區
free device,免費設備
free fire,自由火
no buffer,無緩衝
non clear buffer,非清除緩衝區
transparent,透明的
transparent base,透明底座
transparent buffer,透明緩衝區
input,輸入
reset,重置
reset input,復位輸入
reset output,復位輸出
reset terminal,重置終端
set input,設置輸入
set output,設置輸出
set terminal,設置終端
terminal,終端
bit byte,位字節
clock circuit,時鐘電路
clock output,時鐘輸出
clock pulse,時鐘脈衝
clock signal,時鐘信號
clock terminal,時鐘終端
clock wire,時鐘線
control input,控制輸入
control statement,控制語句
data bit,數據位
data input,數據輸入
digital circuit,數字電路
entry time,入場時間
gate,門
hours input,小時輸入
input tag,輸入標籤
input tools,輸入工具
inputs,輸入
period input,週期輸入
