,0
high resolution spectral data collector,高分辨率光譜數據採集器
image analysis,圖像分析
image detection,圖像檢測
imaging,成像
infrared ir,紅外線
infrared spectrometer,紅外光譜儀
instrument cluster,儀表組
optical ir,光學紅外
optical ir spectrometer,光學紅外光譜儀
particles separate,粒子分離
phase modulator,相位調製器
real life dimensions,現實生活維度
real life service,現實生活服務
real world activities,現實世界的活動
scientific instrument,科學儀器
separate lines,單獨的行
sld,sld
spatial modulator,空間調製器
spectral analysis,光譜分析
spectral components,光譜成分
spectral detection,光譜檢測
spectrometer,光譜儀
spectrometer availability,光譜儀可用性
spectrometer dealer,光譜儀經銷商
spectrometer price,光譜儀價格
spectroscopy,光譜學
additional hard disc,額外的硬盤
additional kitchen cabinets,額外的廚櫃
additional manpower,額外人力
additional plate elements,附加板元素
additional system,附加系統
auxiliary extra elements,輔助額外元素
biocompatible polymer,生物相容性聚合物
elements of the hard disk,硬盤的元素
extra elements,額外的元素
further additional,進一步補充
further additional elements,進一步的附加元素
further elements,其他元素
further extra elements,更多額外元素
further eye surgery,進一步的眼科手術
further optical elements,其他光學元件
microelectromechanical system,微機電系統
more further elements,更多元素
music elements,音樂元素
other additional elements,其他附加元素
producing nanostructure,產生納米結構
sacrificial layer,犧牲層
semiconductor component,半導體元件
vertically integrated mems structure,垂直整合的mems結構
capacitor plate,電容板
extruder,擠出機
eye layer,眼層
foam panel,泡沫板
fuse the processing of multiple cnn layers,融合多個cnn層的處理
fused bulb,電熔燈泡
fused coat,熔合大衣
fused film,熔合膜
fused flux,熔融助焊劑
fused kidney,融合腎
fused layer,融合層
fused layers,融合層
fused metal layer,熔融金屬層
fused multilayers,熔合多層
fused silica,熔融石英
fusion casting,熔鑄
laminated plastic,層壓塑料
layer pattern,圖層模式
melt,熔化
object layer,對象層
part layer,零件層
powder layer,粉層
powder pattern,粉末圖案
processing of layers,層處理
sun visor,遮陽板
fault,過錯
gas leak detector,氣體洩漏探測器
leak,洩漏
escape gas,逸出氣體
fluid leak,液體洩漏
fuel gas leak,燃氣洩漏
gas discharge tube,氣體放電管
gas distribute,氣體分佈
gas heater,燃氣加熱器
gas leakage,氣體洩漏
gas shortage,天然氣短缺
human detector,人體探測器
hydrogen leakage,氫氣洩漏
leak water,漏水
liquid leak,液體洩漏
natural gas leak,天然氣洩漏
open value,開放價值
overcurrent,過電流
predetermined condition,預定條件
predetermined voltage,預定電壓
water leak,漏水
air leak,漏氣
external leak,外部洩漏
fluid communication,流體通訊
fluid leakage,流體洩漏
fluid mechanics,流體力學
gas detection,氣體檢測
gas flow detection,氣體流量檢測
gas flow temperature,氣流溫度
gas leak detecting,氣體洩漏檢測
gas leak detection,氣體洩漏檢測
gas leakage detecting,氣體洩漏檢測
gas leakage detection,氣體洩漏檢測
gas temperature,氣體溫度
leak test,洩漏測試
leakage current,漏電流
leaking gas,漏氣
leaks of gases,氣體洩漏
temperature assistance,溫度輔助
automobile fuel,汽車燃料
barrel of crude oil,一桶原油
blend,混合
blender machine,攪拌機
blending,混合
combustion engines,內燃機
composite blend,複合共混物
distillate fraction blend,餾分混合物
distillation of petroleum,石油蒸餾
fruit blend,水果混合
fuel blend,混合燃料
fuel blending,燃料混合
gasoline blending,汽油調和
gasoline mixture,汽油混合物
gasoline other blend,汽油 其他混合物
heterogeneous mixture,異質混合物
hydrocarbon blend,烴類混合物
massage oil,按摩油
octane fraction blend,辛烷餾分混合物
oil blending,油調和
petrol blend,汽油混合物
petroleum derived flammable liquid,石油衍生易燃液體
reciprocating engines,往復式引擎
refinery blend,煉油廠混合物
refinery gasoline blend,煉油廠汽油混合物
refinery gasoline blending,煉油廠汽油調和
refinery process,煉油工藝
vegetable blend,蔬菜混合物
cable core,電纜芯
closed gate,關門
coating film,塗膜
coating wall paint,塗牆漆
conductor coil,導體線圈
constant flow,恆流
dielectric constant,介電常數
external gate insulator,外柵絕緣體
ferroelectric capacitor,鐵電電容器
film insulating layer,薄膜絕緣層
film of insulating layer,絕緣層薄膜
film of oxide layer,氧化膜
film oxide insulating layer,薄膜氧化絕緣層
film oxide layer,薄膜氧化層
gate dielectric film,柵介質膜
gate insulating cover,柵極絕緣蓋
gate insulator,柵極絕緣子
gate insulator layer,柵極絕緣層
gate insulator materials,柵極絕緣材料
gate insulator thickness,柵極絕緣層厚度
insulating,絕緣
insulating film,絕緣膜
insulating layer,絕緣層
insulating semiconductor film,絕緣半導體膜
insulating semiconductor layer,絕緣半導體層
insulating substrate,絕緣基板
insulator film,絕緣膜
layer oxide film,層氧化膜
mos capacitor,MOS電容
oxide film,氧化膜
oxide insulating film,氧化物絕緣膜
oxide insulating layer,氧化物絕緣層
oxide layer,氧化層
scr,scr
semiconductor film,半導體薄膜
semiconductor insulating,半導體絕緣
semiconductor insulating film,半導體絕緣膜
semiconductor insulating layer,半導體絕緣層
semiconductor layer,半導體層
silicon oxide film,氧化矽膜
sleeve bearing,套筒軸承
sleeve valve,套筒閥
slew rate,轉換率
source insulating layer,源絕緣層
thermal oxide film,熱氧化膜
thermally oxidized gan film,熱氧化gan膜
thin film transistors,薄膜晶體管
transistor film,晶體管薄膜
tunnel oxide film,隧道氧化膜
allowable gate location,允許的澆口位置
clock generation circuit,時鐘產生電路
cmos,CMOS
desired gate location,所需的澆口位置
doppler echocardiography imaging,多普勒超聲心動圖成像
gate area,門區
gate boundary,門邊界
gate exam,門試
gate layout,大門佈局
gate position,澆口位置
gated location,門控位置
gateway,網關
gating location,澆口位置
gating position,澆口位置
gating region,選通區
home location,家庭位置
input gate location,輸入門位置
location marker,位置標記
misplaced products,錯位產品
misplaced tolerance,錯位公差
possible gate,可能的門
possible location,可能的位置
roi,投資回報率
selected gate location,選定的澆口位置
state of wandering,遊蕩的狀態
wicket gate,檢票口
anaphylaxis,過敏反應
etomidate,依托咪酯
general adaptation,一般適應
general coach,普通教練
general knowledge,基本知識
general physician,全科醫生
general store,一般商店
intravenous,靜脈
local anesthesia,局部麻醉
loss of memory,記憶力減退
loss of sensation,感覺喪失
medical purpose,醫療目的
propofol,異丙酚
regional anesthesia,區域麻醉
sedation without unconsciousness,無意識的鎮靜
sedative,鎮靜劑
spinal anesthesia,腰麻
surgery,手術
systemic anesthesia,全身麻醉
systemic anesthetic,全身麻醉劑
topical anesthesia,局部麻醉
unconscious,無意識
air conditioning device for hybrid vehicle,混合動力汽車空調裝置
convert logical data,轉換邏輯數據
create control signal,創建控制信號
determine decision,決定決定
determine parameter,確定參數
determine threshold,確定閾值
eye control communication,眼控通訊
fuel tank nozzle,油箱噴嘴
generate brain wave,產生腦電波
generate control signal,產生控制信號
generate decision,產生決定
generate ecg waveforms,生成心電波形
generate health id,生成健康 ID
generate parameter,生成參數
generate threshold,生成閾值
generating external logic signal,產生外部邏輯信號
headrest for automotive seats,汽車座椅頭枕
make control signal,發出控制信號
managing output,管理輸出
produce command signal,產生指令信號
produce control signal,產生控制信號
retrieve control signals,檢索控制信號
slider controlling,滑塊控制
visual composer,視覺作曲家
destroy in layer,層內破壞
generate at layer,在層生成
generate by layer,按層生成
generate energy,產生能量
generate in active layer,在活動層中生成
generate in layer,層內生成
generate in layer material,在層材料中生成
generate in substrate,在基板中生成
generate in wafer,在晶圓中生成
generate layer,生成層
generate sound,產生聲音
layer by layer manufacturing,層層製造
layer generation,層生成
layered formation,分層地層
layers of atmosphere,大氣層
produce in layer,分層生產
rails without layers,沒有層的鐵軌
sandwich layer,夾層
silicon wafer without layers,無層矽片
thermosphere layer,熱層
without contours,沒有輪廓
cake layer,蛋糕層
create by layer,按層創建
create in layer,在圖層中創建
data generator,數據生成器
destroy layer,破壞層
dismantle layer,拆層
eliminate by layer,逐層消除
fabrication method,製作方法
generate id,生成標識
generate qr code,生成二維碼
generating different layers,生成不同的層
layered dress,分層連衣裙
make in layer,做層
make thin layers,製作薄層
ozone layer,臭氧層
precipitate by layer,逐層沉澱
produce in layers,分層生產
silicon layer,矽層
thick layer,厚層
ac power,交流電
dc power,直流電源
developed electrical power,發達的電力
electric blood oxygen heart rate,電動血氧心率
electric blood pressure,電子血壓計
electrical load,電力負荷
electrical operating power,電氣工作功率
electrical power supply,電源
electrical power system,電力系統
energy grid,能源網
energy meter,能量計
energy network,能源網絡
energy power grid,能源電網
energy power network,能源電力網絡
generated electric power,發電量
generated electrical,產生的電
generated electrical power,產生的電力
generated password,生成的密碼
generated power,發電量
generator,發電機
inductive load,感性負載
multi cylinder system,多缸系統
operating power,工作功率
power energy grid,電力能源網
power grid,電網
power network,電網
power pack vitamins,電源組維生素
power point,微軟幻燈片軟件
produced electrical power,產生的電力
radial cylinders,徑向圓柱
alternating,交替
alternating current,交流電
alternating electrical signal,交流電信號
alternating electrical voltage,交流電壓
alternating signal,交流信號
alternating voltage,交流電壓
alternative energy,可替代能源
conventional power,常規電源
driving electrical generators,驅動發電機
electric power,電力
electric power production,電力生產
electric vehicles,電動汽車
electrical business card,電子名片
electromagnetic current,電磁電流
electromagnetic voltage,電磁電壓
generated electrical energy,產生的電能
generated photos,生成的照片
generated value,產生的價值
generating ac power,產生交流電
generative nucleus,生殖核
induced alternating signal,感應交變信號
induced alternating voltage,感應交流電壓
induced electrical signal,感應電信號
induced electrical voltage,感應電壓
low voltage electricity,低壓電
operating electrical power,工作電力
phase electrical power,相電功率
power energy,電力能源
power generation systems,發電系統
power group,權力集團
renewable power,可再生能源
unit group,單位組
unit group power,單位群功率
unit of power,功率單位
unit of that power,該權力的單位
