,0
separation of clods,土塊分離
soil clods,土塊
soil inclusions,土壤包裹體
sorting deflector,分揀導流板
stones,石頭
subsoil excavation,地下開挖
underground bore,地下鑽孔
clod loop,閉環
clod of earth,土塊
clods of earth,土塊
fragments,碎片
honeycomb filter,蜂窩過濾器
particles,粒子
sideform securing system,側模固定係統
soil fragments,土壤碎片
soil peds,土腳
wafer producing method,晶圓製造方法
aluminum foil,鋁箔
automatic open close eye protective lens,自動開閉護目鏡
close by gate,靠近大門
close call,千鈞一發
close eye big visual angle,閉眼大視角
close gate,關門
close gates,關門
closing apparatus,關閉裝置
closing gate,關門
closing of a gate,關門
closing system,關閉系統
cutter blade for tape dispenser,膠帶分配器刀片
dog gate,狗門
gate hinge,門鉸鏈
gate of the nucleus,核之門
open gate,打開大門
paper leaves conveying apparatus,紙葉輸送裝置
retractable tape guide,可伸縮導帶器
self closing gates,自閉門
switchboard,總機
tailgate,尾門
close to gate,靠近大門
closed box,封閉的盒子
closed cycle engine,閉式循環發動機
closing the gate,關門
gate closed,大門已關閉
gate closing,關門
gated community,封閉式社區
indiagate,印度門
latch gate,鎖門
logic gates,邏輯門
near by gate,靠近大門
operating gate,操作門
plasma pulse,等離子脈衝
pulse gate,脈衝門
relay contact,繼電器觸點
subsequent gate,後續門
coat with conducting material,塗有導電材料
coat with electro conductive layer,塗有導電層
coat with iron layer,塗有鐵層
coat with metal layer,塗有金屬層
conducting material layer formation,導電材料層形成
covering with conducting layer,用導電層覆蓋
electronic devices,電子設備
fill with conducting material,填充導電材料
fill with non conducting material,填充非導電材料
film formation,成膜
iron cupboard,鐵櫃
layer with copper coat,鍍銅層
layeres,分層
lounge coat,休閒外套
nail coat,指甲油
oil layer,油層
paint with conducting material,用導電材料塗漆
pdms substrate,pdms基板
polish with conducting layer,帶導電層拋光
rain coat,雨衣
suit coat,西裝外套
vapor deposition,氣相沉積
arrange in coaxial relationship,同軸排列
cable signal,有線信號
cable transmission,電纜傳輸
cable transmission line,電纜傳輸線
cable tray,電纜橋架
central coaxial,中心同軸
coax filter,同軸濾波器
coax transmission,同軸傳輸
coaxial cable connection,同軸電纜連接
coaxial cable feed,同軸電纜饋電
coaxial cable portion,同軸電纜部分
coaxial drone,同軸無人機
coaxial end,同軸端
coaxial guide,同軸導軌
coaxial transmission,同軸傳輸
coaxial transmission line,同軸傳輸線
coaxial transmission lines,同軸傳輸線
dielectric transmission,介電傳輸
electrical transmission cable,電力傳輸電纜
electromechanical communication,機電通訊
external coaxial cable,外部同軸電纜
flexible coaxial cable transmission,柔性同軸電纜傳輸
hard wire,硬線
information communication,信息交流
radiofrequency coupling,射頻耦合
rf coaxial cable transmission,射頻同軸電纜傳輸
rf transmission path,射頻傳輸路徑
signal transmission cable,信號傳輸電纜
subscriber count,訂戶數
subscriber drop cable,用戶分線電纜
transmission,傳播
transmit certificate,傳送證書
transmit command,發送命令
transmitted on the coaxial cable,在同軸電纜上傳輸
antennas,天線
bus conductor,公交車售票員
center conductor,中心導體
coaxial wire,同軸線
digital audio,數字音頻
line joiner,線連接器
printed feed,打印的飼料
printed transmission,印刷傳輸
radio feed,無線電饋送
radio frequency signals,射頻信號
radio frequency transmission,射頻傳輸
radio transmission,無線電傳輸
signal transmission,信號傳輸
transmission conductor,傳輸導體
wire rust,鐵絲銹
azo dye,偶氮染料
blood color,血色
carmine dye,胭脂紅染料
carminic acid dye,胭脂紅酸染料
coccidae family,球蟲科
crimson pigment,深紅色顏料
dactylopius coccus,球菌
dyestuff,染料
female insects,雌蟲
food colouring,食用色素
hydrochloric acid,鹽酸
insect bite,昆蟲叮咬
natural anthraquinone,天然蒽醌
ore,礦石
pigments,顏料
red dye,紅色染料
red dyestuff,紅色染料
sap sucking insects,吸汁的昆蟲
scale insect,蚧殼蟲
sulphuric acid,硫酸
tank,坦克
weak acid,弱酸
cold condition,寒冷的條件
cold country,寒冷的國家
cold drinks,冷飲
cold engine state,冷機狀態
cold starting phase,冷啟動階段
cold water,冷水
common cold,普通感冒
cool state,涼爽的狀態
electric motor,電動馬達
full bridge,全橋
glow temperature,輝光溫度
hot state,熱態
interior,內部的
motor driver,電機驅動器
room temperature state,室溫狀態
stack,堆
state,狀態
state area,州區
suitable working temperature,合適的工作溫度
temperature range,溫度範圍
thermoelectric,熱電
up condition,上升條件
up state,向上狀態
warm condition,溫暖的條件
controller,控制器
sorter,分揀機
a machine that collates,整理的機器
assembled desktop,組裝桌面
blood collection tubes,採血管
body fluid collection procedure,體液採集程序
carton,紙盒
collated assemblage,整理組合
collateral vascular bundle,側支維管束
collating machine,配頁機
collator,整理者
collator carriages,配頁車
collator portion,整理者部分
collators,校對者
cycle carriage,自行車車廂
labeling machine,貼標機
organize,組織
photocopier,複印機
serous fluid collection method,漿液採集法
side seam orientation,側縫方向
splicing,拼接
yarn reels,紗筒
accumulator,累加器
bin,垃圾桶
coffee machine,咖啡機
collating bin,整理箱
collator apparatus,配頁裝置
copier output,複印機輸出
copy sheet,複印紙
digital signature,電子簽名
dvd supply,DVD供應
fire apparatus,消防器材
improved collator,改進的整理器
input compartments,輸入隔間
polishing machine,拋光機
signature feeders,簽名饋線
sophisticated collator,複雜的整理者
stacker,堆垛機
tape supply,磁帶供應
arithmetic circuit,運算電路
arithmetic device,算術裝置
collating apparatus,整理儀器
collating device,整理裝置
collation apparatus,校對設備
demodulator,解調器
simulation device,模擬裝置
brightness signal,亮度信號
camera,相機
chroma difference,色差
chrominance signal,色度信號
chrominance signals,色度信號
color chrominance signal,色度信號
color difference data,色差數據
color difference line,色差線
color difference signals,色差信號
color luminance signal,顏色亮度信號
color luminance signals,顏色亮度信號
color sc signal,顏色 sc 信號
color sc video signal,彩色 sc 視頻信號
color signal,顏色信號
color signals,顏色信號
color system,顏色系統
color vector,顏色矢量
color video data,彩色視頻數據
color wavelength,顏色波長
color wheel,色輪
current difference signal,電流差信號
difference output signal,差分輸出信號
different color value,不同的顏色值
form difference signal,形差信號
frequency difference signal,頻差信號
heat discoloration test,熱變色試驗
image data,圖像數據
image signal,圖像信號
length difference,長度差
light chrominance signal,光色度信號
luminance,亮度
luminance data,亮度數據
luminance signal,亮度信號
nt color signal,nt 顏色信號
nt color video signal,nt彩色視頻信號
nt difference data,nt 差異數據
nt difference signal,nt 差分信號
nt sc signal,nt sc 信號
nt sc video signal,nt sc 視頻信號
nt video data,nt視頻數據
nt video signal,nt視頻信號
operating system,操作系統
picture,圖片
random color,隨機顏色
read,讀
rg color difference signal,rg色差信號
rg color signal,rg 顏色信號
rg color signals,rg 顏色信號
rg difference signal,rg差分信號
rg difference signals,rg 差分信號
rgb color,rgb 顏色
video data,視頻數據
video signal,視頻信號
bg color difference signal,bg色差信號
chrominance,色度
chrominance signal component,色度信號分量
color chrominance signals,色度信號
color pen,彩色筆
color pencil,彩色鉛筆
color ratio signal,色比信號
color signal light from source,來自光源的彩色信號燈
color video signal,彩色視頻信號
data signal,數據信號
difference in code,代碼差異
image pickup apparatus,攝像裝置
phase difference signal,相位差信號
rg chrominance signal,rg色度信號
rg chrominance signals,rg色度信號
video signals,視頻信號
code combination function,代碼組合功能
combination function generation,組合函數生成
combination functional,組合功能
combination reaction,聯合反應
combinational circuit,組合電路
combinational logic function,組合邏輯函數
combining algorithm,組合算法
combining engine,組合引擎
combining function,組合功能
control function,控制功能
digital combination lock,數字密碼鎖
domain combination function,域組合函數
electronic combination,電子組合
function in combination,組合功能
function module,功能模塊
function of bile,膽汁的作用
function of liver,肝功能
logic function,邏輯函數
non linear combining function,非線性組合函數
processing,加工
rare combination,罕見的組合
service function,服務功能
setting a combination function,設置組合功能
transport protocol,傳輸協議
transporter,轉運體
transporter protocol,傳輸協議
3d element,3d 元素
associate with optical signal,與光信號相關聯
borescopes,管道鏡
combine elements,結合元素
combine harvester,聯合收割機
combine with elements,與元素結合
combine with optical components,與光學元件結合
combine with optical elements of the headlight,與前照燈的光學元件相結合
combine with optical signal,與光信號結合
combine with polarizer,與偏光片結合
element photos,元素照片
element table,元素表
fiberscopes,纖維鏡
lens element,透鏡元件
light separating unit,分光單元
observe with optical microscope,用光學顯微鏡觀察
opaque layer,不透明層
opaque matrix material layer,不透明基質材料層
optical component combination,光學元件組合
photovoltaic elements,光伏元件
provide with optical system,提供光學系統
spects,光譜
with regards,帶著敬意
with regrets,帶著遺憾
zero visibility,零能見度
adding optical element,添加光學元件
combine optical components,組合光學元件
combine with optical device,與光學器件結合
combined images,組合圖像
combined sewer,聯合下水道
compact disc,壓縮碟片
file combine,文件合併
incoperate with optical device,不配合光學裝置
merge with optical elements,與光學元件合併
merging using optical disks,使用光盤合併
metal elements,金屬元素
observe with optical elements,用光學元件觀察
optical axis,光軸
optical systems,光學系統
prism,棱鏡
recodring device,錄音設備
recording surface,記錄面
transmitting signal,發射信號
burning rod,燃燒棒
catalytic combustion chambers,催化燃燒室
combined proportion,綜合比例
combustion chamber,燃燒室
combustion chamber exhaust,燃燒室排氣
combustion gas,燃燒氣體
cylindrical burner,圓柱形燃燒器
diffusion flame,擴散火焰
elementary arithmetic,初等算術
flames,火焰
gas turbine combustion chamber,燃氣輪機燃燒室
gas vent,排氣口
gases,氣體
hot flames,熾熱的火焰
hot gases,熱氣
hot wheels,風火輪
hotstart,熱啟動
ignition,點火
ignition system,點火系統
oxygen,氧
portion size,份量
steam,蒸汽
water cooled burner,水冷燃燒器
ashes element,骨灰元素
burner portions,燃燒器部分
burner surfaces,燃燒器表面
carbon,碳
center burner,中心燃燒器
center of gravity,重心
chemical elements table,化學元素表
combustion area,燃燒區
devices,設備
elements name,元素名稱
flame rings,火焰環
fuel combustion zone,燃料燃燒區
fuel gas,燃氣
gas turbine,燃氣輪機
image crop,圖像裁剪
image resize,圖像調整大小
auxiliary devices,輔助設備
come from front,從前面來
come from stress,來自壓力
come into contact,接觸
come into dancing,開始跳舞
come into operation,開始運作
come into range,進入範圍
come into relation,發生關係
come into relationship,發生關係
come out,出來
come to conclusions,得出結論
drink through lid seal,通過蓋子密封飲用
