,0
terephthalate polyester,對苯二甲酸酯聚酯
terephthalate polypropylene,對苯二甲酸酯聚丙烯
terephthalate product,對苯二甲酸酯產品
tyre vulcanising mould,輪胎硫化模具
water blower,吹水機
wifi transmission,無線傳輸
polyester terephthalate,聚酯對苯二甲酸酯
bag industry,箱包行業
bio pet,五歲
carboxyl,羧基
dimethyl terephthalate,對苯二甲酸二甲酯
isocyanate,異氰酸酯
linear polyester,線性聚酯
methyl polyester,甲基聚酯
methyl terephthalate,對苯二甲酸甲酯
pet,寵物
petp,寵物食品
polyester family,滌綸系列
polygon shape,多邊形形狀
polymorphism definition,多態性定義
polynomial definition,多項式定義
polyoxyethyleneoxyterephthaloyl,聚氧乙烯氧對苯二甲酰
rubber industry,橡膠工業
shoe industry,鞋業
terylene,滌綸
textile industry,紡織工業
thermoforming for manufacturing,用於製造的熱成型
used in fibres,用於纖維
phenanthrene,菲
28 dihydronaphthacene 28 diylradical,28 二氫並四苯 28 二基自由基
acenes,並苯
benzbanthracene,苯並蒽
biphenyl,聯苯
carbon hydrocarbon,碳氫化合物
distribution gas,配氣
dye lasers,染料激光器
fluoran ene,熒烯
fluoranthene,熒蒽
fluorene,芴
four ringed member,四環成員
gain medium,增益介質
interconnected machines,互聯機器
move object,移動對象
naphthacene,並四苯
pyr ene,芘
pyr yl,吡咯
rubene,紅寶石
series of acenes,系列的並苯
terphenyl,三聯苯
terrace,陽台
tetra pack,利樂包
tetrahedron,四面體
triphenyl ene,三亞苯基
triphenyl yl,三苯基
23 benzanthracene,23 苯並蒽
aromatic hydrocarbon,芳烴
organic semiconductor,有機半導體
polycyclic aromatic hydrocarbon,多環芳烴
polycyclic hydrocarbon,多環烴
pyrene,芘
tetanus,破傷風
tetracene derivative,並四苯衍生物
traction,牽引力
triturate,磨碎
computer application,計算機應用
cookies,餅乾
drug application,藥物應用
formal application,正式申請
infectious diseases,傳染性疾病
medicinal application,藥用
medicinal applications,醫藥應用
ointment application,藥膏應用
pharmaceutical applications,製藥應用
radiation therapy,放射治療
sun radiation,太陽輻射
therapeutic action,治療作用
therapeutic treatment,治療性治療
therapeutic treatments,治療性治療
therapeutic use,治療用途
treaty,條約
aluminum smelters,鋁冶煉廠
applicable method,適用方法
diagnostic applications,診斷應用
diagnostic molecules,診斷分子
diagnostic uses,診斷用途
diagnostics,診斷
fission reactors,裂變反應堆
medical commonly,醫療一般
oncological indications,腫瘤學適應症
pharmaceutical uses,醫藥用途
pharmaceutical uses applications,醫藥用途應用
physical application,物理應用
power plant applications,電廠應用
procedure,程序
procedures,程序
radioisotopes,放射性同位素
radiotherapy,放射治療
research application,研究應用
software applications,軟件應用
technique,技術
therapeutic agents,治療劑
therapeutic application,治療應用
therapeutic commonly,治療一般
therapeutic dose,治療劑量
therapeutic medical applications,治療醫學應用
therapy,治療
uranium alloys,鈾合金
veterinary applications,獸醫應用
veterinary uses,獸醫用途
veterinary uses applications,獸醫用途應用
activation immunotherapy,活化免疫療法
allergies,過敏
anti immune,抗免疫
anti immune therapeutic,抗免疫治療
anti therapeutic,抗治療
anti therapeutic immune,抗治療免疫
biological therapy,生物療法
cytokines,細胞因子
cytotoxic antibody,細胞毒抗體
cytotoxic immune,細胞毒免疫
hospital premises,醫院處所
immune checkpoint,免疫檢查點
immune system modulators,免疫系統調節劑
immune therapy,免疫療法
immunomodulators,免疫調節劑
immunosuppressive therapy,免疫抑制療法
immunotherapeutic,免疫治療
immunotherapy,免疫療法
interleukins,白介素
phase modulators,相位調製器
protective,保護的
protective antibody,保護性抗體
protective immune,保護性免疫
system maintenance,系統維​​護
therapeutic immune therapeutic,治療免疫治療
therapeutically immune,治療免疫
therapeutically therapeutic,治療性的
van,麵包車
continuous time digital signal,連續時間數字信號
controller digital,控制器數字
controller digital signal,控制器數字信號
controller signal,控制器信號
data stolen,數據被盜
digital,數字的
digital controller signal,數字控制器信號
digital electronics,數碼電子
digital signal processor,數字信號處理器
digital signal transmission,數字信號傳輸
discrete in amplitude,幅度離散
discrete in time,時間離散
finite number of values,有限數量的值
number addition,加號
real time digital signal,實時數字信號
shirt values,襯衫價值觀
switching sequence,切換順序
time controller digital,時間控制器數字
time controller digital signal,時間控制器數字信號
time controller signal,時間控制器信號
time digital,時間數字
time digital controller signal,時間數字控制器信號
time sheet,時間表
time signal,時間信號
amplification,放大
amplifiers,放大器
channel time,頻道時間
coarse frequency estimation,粗略頻率估計
digital equalization,數字均衡
domain equalization,域均衡
domain formula,域公式
forcing equalizer,強制均衡器
frequency domain equalization,頻域均衡
frequency evaluation,頻率評估
large number,大數字
one tap equalizer,一鍵均衡器
time equalization,時間均衡
time equalizer,時間均衡器
time machine,時間機器
transversal filter,橫向過濾器
value calculator,價值計算器
value equalizer,價值均衡器
waiting time,等待的時間
wide number,寬數
wide range,大範圍
wide types,廣泛的類型
build layers,構建層
build surfaces,構建表面
conveyor system,輸送系統
cutter paths,刀具路徑
drill tool path,鑽孔工具路徑
generally,一般來說
geometric sequence,幾何序列
guideway,導軌
interface layers,接口層
interface surfaces,界面表面
liner drilling operation,尾管鑽井作業
machining process,加工過程
manufacturing sintered metal objects,製造燒結金屬物體
overland flow path,陸上流動路徑
path for tool movement,刀具運動路徑
path of the tools,工具路徑
precisely,恰恰
production of metal balls,金屬球的生產
software tool,軟件工具
surgical tool kit,手術工具包
tool tax,工具稅
toolpath,刀具路徑
toolpaths,刀具路徑
traffic path,交通路徑
ultrafine metal powder,超細金屬粉末
credit card tool,信用卡工具
fuel line,輸油線
passport booklet,護照本
path of blood through the heart,血液通過心臟的路徑
path system,路徑系統
rotationally molded container,旋轉成型容器
tool card,工具卡
tool path,刀具路徑
tool paths,刀具路徑
tool pathway,工具路徑
tool position,刀具位置
tool system,工具系統
tools path,工具路徑
tools paths,工具路徑
cutter path,刀路
tool instructions,工具說明
gear parts,齒輪零件
gear teeth,齒輪齒
human tooth arrangement shape,人牙排列形狀
human tooth with a dental prosthesis,有假牙的人牙
mechanical slide ring shaft seal,機械滑環軸封
ring type plates,環形板
rotor chambers,轉子室
rotor gear teeth,轉子齒輪齒
rotor spaces,轉子空間
spaces,空間
spaces of the tooth,牙齒間隙
stator,定子
tooth decay,蛀牙
tooth enamel,牙釉質
tooth grooves,齒槽
tooth pain,牙疼
tooth slots,齒槽
tooth spaces,齒隙
tooth system,牙齒系統
tooth,齒
extracting tooth,拔牙
internal toothing,內齒
measuring pins,測量銷
open spaces,開放空間
opposed tooth spaces,對置齒隙
opposite tooth spaces,對面牙槽
rim teeth place,輪輞牙齒的地方
smooth bore,光滑的孔
smooth edges,光滑的邊緣
smooth sidewall,光滑的側壁
space force,太空部隊
space x,空間 x
teeth position,牙齒位置
tooth gaps,牙縫
tooth location,牙齒位置
tooth space,齒隙
keeper,門將
lifting surfaces,提升面
base board,基板
bottom surface member,底面構件
cover panel,蓋板
cover wall,蓋牆
covers,蓋子
inner recessed surface,內凹面
member top surface,構件頂面
member top wall,成員頂牆
outer face,外表面
rib member,肋骨
semiconductor substrate support means,半導體襯底支撐裝置
semiconductor substrate supporting means,半導體襯底支撐裝置
stand wall,立牆
substrate support,基板支撐
substrate support means,基板支撐裝置
substrate supporting means,基板支撐裝置
support panel member,支持小組成員
support sheet,支持表
support substrate,支撐基板
supporting substrate,支撐基板
terminal edge,終端邊緣
top angle photos,頂角照片
top cross member,頂部橫梁
top edge flange,上邊緣法蘭
top panel,頂部面板
top plate member,頂板構件
top roof design,頂部屋頂設計
top view,頂視圖
top wall,頂牆
upper floor portion,樓上部分
boundary temperatures,邊界溫度
critical parameter,關鍵參數
environmental characteristics,環境特徵
human energy,人類能量
information database,信息數據庫
location detector,位置探測器
misalignment,錯位
neglect temperature,忽略溫度
physiological characteristics,生理特徵
physiological information,生理信息
record temperature,記錄溫度
temperature degree celsius,溫度攝氏度
temperature in fahrenheit,華氏溫度
temperature trend,溫度趨勢
trace temperature,微量溫度
track degree celsius,跟踪攝氏度
track fahrenheit,追踪華氏度
track heat,跟踪熱量
track package,追踪包裹
tracking id,跟踪號碼
tracking number,追踪號碼
ambient temperature,環境溫度
analyze temperature,分析溫度
collect,蒐集
collect accurate,收集準確
collect area,收集區
collect product,收集產品
detect,探測
detect temperature,檢測溫度
detect temperatures,檢測溫度
measure temperature,測量溫度
measure temperatures,測量溫度
obtain accurate,獲得準確的
obtain product,獲得產品
product mapping,產品映射
rating of transformer,變壓器額定值
system tracking,系統跟踪
temperature path,溫度路徑
temperature rating,額定溫度
thermal reading,熱讀數
trace temp,跟踪溫度
track c,軌道c
track consignment,跟踪寄售
track heating,軌道加熱
tracking application,跟踪應用程序
warmth,溫暖
apply onto glass substrate,塗在玻璃基板上
coated onto surface,塗在表面上
deposit onto medium,沉積到介質上
direct onto substrate,直接在基材上
dyed polymer coated articles,染色聚合物塗層製品
electrostatic coating gun,靜電噴塗槍
inject onto substrate,注入基板
irradiate onto substrate,照射到基材上
money transfer,匯款
move onto substrate,移動到基板上
multi purpose shower head,多功能淋浴頭
released from substrate,從基材釋放
