,0
auxiliary washing water,輔助洗滌水
auxiliary water supply,輔助供水
brine,鹽水
sub auxiliary water,副輔水
sub water,子水
washing water,洗滌水
auxiliary memory,輔助記憶
auxiliary value,輔助值
cloth stores,布店
compressing unit,壓縮單元
compressor,壓縮機
condensing water tank,冷凝水箱
electric,電的
electricity,電
fluid,體液
fuel,汽油
industrial,工業的
industrial water,工業用水
non potable water,非飲用水
pipeline,管道
rain water source,雨水源
sand recovery,砂回收
stores item,存儲項目
tap water,自來水
underground water,地下水
unpurified,未純化的
water animals,水生動物
water circulating device,水循環裝置
water drainage pump,排水泵
water pool,水池
water recovery tube,水回收管
water tank stores,水箱商店
auxiliary equation,輔助方程
blood circulation,血液循環
circulating water circuit,循環水迴路
clouds,雲
common name,通用名稱
pipe discharge,管道排放
pipe gun,管槍
rain shower,陣雨
recycling water tank,循環水箱
relevance theory,關聯理論
sewage originated water,污水源水
supplementing water,補水
supply chain,供應鏈
tap repair,水龍頭維修
total dissolved solids,總溶解固體
water compressor,水壓縮機
water delivery pump,輸水泵
water hardness,水硬度
water supply,供水
area body impact,區域身體衝擊
area system impact,區域系統影響
arithmetic mean impact,算術平均影響
arithmetic mean system,算術平均係統
average,平均
average blood pressure,平均血壓
average body impact,平均身體衝擊
average collision,平均碰撞
average eye pressure,平均眼壓
average heart rate,平均心率
average impact,平均影響
average impact force,平均衝擊力
average impacting,平均影響
average salary,平均工資
average system impact,平均係統影響
averaged impact,平均影響
bagless container,無袋容器
drop test,跌落測試
health impact,健康影響
impact,影響
initial impact,初始影響
mean impact,平均影響
moderate impact,中等影響
overall impact,整體影響
rebound,反彈
sandwich laminate mould,夾層板模具
stock material,庫存材料
average effect,平均效果
average height,平均身高
average impact level,平均影響水平
average impact speed,平均衝擊速度
average looking,長相普通
average medical data level,平均醫療數據水平
average product,平均產品
average scores,平均分
average write throughput,平均寫入吞吐量
constant average impact,恆定平均影響
difference,區別
differences,差異
factor,因素
impact of the crash,墜機的影響
measuring two numbers,測量兩個數字
network average capacity,網絡平均容量
peak,頂峰
physics,物理
product improvement,產品改進
same,相同的
same as inlet,與入口相同
sum,和
average diameter,平均直徑
average diameter size,平均直徑尺寸
average particle diameter,平均粒徑
average particle size,平均粒徑
average pore,平均孔徑
average pore diameter,平均孔徑
average size,普通大小
effective diameter,有效直徑
effective diameter size,有效直徑尺寸
effective pore diameter,有效孔徑
effective pore size,有效孔徑
internal diameter,內徑
internal size,內部尺寸
mean particle size,平均粒徑
mean pore diameter,平均孔徑
mean pore size,平均孔徑
particle size,粒徑
pore diameter,孔徑
pore size,毛孔大小
size of the particles,顆粒大小
size of the pores,毛孔大小
active particle diameter,活性粒徑
active particle size,活性粒徑
average aperture size,平均孔徑大小
average cell diameter,平均細胞直徑
average cell size,平均細胞大小
average fuel consumed,平均油耗
average hole size,平均孔徑
average pore size,平均孔徑
average pulse rate,平均脈率
beam tool pathing,光束刀具路徑
combination of large pore,大毛孔組合
combination of pore,結合毛孔
combination of small pore,小毛孔組合
effective size,有效尺寸
feet size,腳尺寸
filtering material,過濾材料
median pore size,中值孔徑
orifice size,孔口尺寸
polishing device,拋光裝置
pore,毛孔
pore pores,毛孔
pore reducing cream,毛孔收縮霜
pore sizes,孔徑
pores,毛孔
pores on face,臉上的毛孔
skin pore size,皮膚毛孔大小
small pore,小孔
storage shield,存儲屏蔽
ultrafiltration membranes,超濾膜
average pore volume,平均孔容
air size,空氣大小
air volume,風量
average diameter a diameter,平均直徑 直徑
average diameter a size,平均直徑尺寸
average distance,平均距離
average particle,平均粒子
average particle size diameter,平均粒徑
average pore length,平均孔長
average pore structure,平均孔結構
average size a diameter,平均尺寸和直徑
average size a size,平均尺寸
average size diameter,平均尺寸直徑
diameter of cone,圓錐直徑
effective particle diameter,有效粒徑
effective particle size,有效粒徑
equivalent particle diameter,當量粒徑
equivalent particle size,等效粒徑
equivalent pore diameter,當量孔徑
equivalent pore size,等效孔徑
granules,顆粒
heart valve,心臟瓣膜
intermolecular diameter,分子間直徑
intermolecular size,分子間大小
lumbar puncture,腰椎穿刺
mean pore radius,平均孔隙半徑
median pore diameter,中值孔徑
micropore,微孔
millipore,微孔
nanopore,納米孔
nasal pores,鼻孔
overall pore size,總孔徑
particulate substance,顆粒物質
passageway,通道
pore radius,孔隙半徑
pore volume,孔體積
pores volume,孔體積
porous particles,多孔顆粒
ultra average particle diameter,超平均粒徑
average hole smaller,平均孔更小
average pore size diameter,平均孔徑
average pores diameter,平均孔徑
average pores size,平均孔徑
initial average pore size,初始平均孔徑
initial pore size,初始孔徑
mean pores size,平均孔徑
pore hole size,孔徑大小
pore thickness,孔隙厚度
average annual score,年平均分
average current drain,平均電流消耗
average expected payback,平均預期回報
average marks,平均分
average power reduction,平均功率降低
average power suppression,平均功率抑制
average ratio reduction,平均比率降低
average ratio suppression,平均比率抑制
average voltage ratio reduction,平均電壓比降低
average weight,平均重量
gross profit ratio,毛利率
peak power reduction,峰值功率降低
peak power suppression,峰值功率抑制
peak ratio reduction,峰比降低
peak ratio suppression,峰比抑制
peak reducing signal,峰值降低信號
power difference,功率差
power optimisation,功率優化
power outage,停電
power ratio,功率比
power sharing,權力共享
ratio spread,比率價差
reducing average power,降低平均功率
reducing ratio of power range,功率範圍縮小比
two stage index modulation,二級指數調製
axial,軸向
axial expansion,軸向膨脹
axial skeleton,軸向骨架
axial vector,軸向矢量
axis extension,軸延伸
central,中央
circumferential,圓周
deformable member,可變形構件
direction of a body,身體的方向
direction of center,中心方向
edge,邊緣
edge surface,邊緣表面
extension number,分機號
eyelash extension,睫毛延長
field extension,字段擴展
home extension,家庭擴展
implant,注入
longitudinal,縱
opening surface,開口面
radial extension,徑向延伸
range,範圍
sliding,滑動
spacing,間距
transverse,橫
vertical extension,垂直延伸
axial addition,軸向加法
axial blood flow,軸向血流
axial extension,軸向延伸
axial runout,軸向跳動
broadband extension,寬帶擴展
electrostatic coating method,靜電塗裝法
expulsion channel,驅逐通道
expulsion passage,驅逐通道
extend towards axis,向軸線延伸
extended axially,軸向延伸
extension box,擴展盒
extension warehouse,擴展倉庫
extensions,擴展
fitting,配件
horizontal extension,水平延伸
insertion channel,插入通道
insertion passage,插入通道
medium electrometer,中型靜電計
metal wire spraying device,金屬絲噴塗裝置
orifice,孔
tubular shaft,管狀軸
viscous silicone preparation,粘性矽膠製劑
circumferential direction,圓周方向
circumferential directions,圓周方向
direction inwardly,向內的方向
enlarged,放大
enlarged projecting,放大投影
enlargement,放大
external end,外端
inclined continuation,傾斜延續
inclined part,傾斜部分
integral continuation,積分延續
integral part,組成部分
outer end,外端
outer portion,外部
radial direction,徑向
radial directions,徑向
radially direction,徑向
radially direction inwardly,徑向向內
vicinity,附近
axial portion,軸向部分
axial winding,軸向纏繞
end winding,端部繞組
shaft,軸
spindle,主軸
axle box,軸箱
axle boxes,軸箱
axle grinder,車軸磨床
axle packages,軸包
axle shaft boxes,軸箱
bearing between the axle,軸間軸承
bogies,轉向架
box office,票房
