,0
winding machines,繞線機
absolute deviation,絕對偏差
absolute value,絕對值
attenuation deviation,衰減偏差
attenuation value,衰減值
error,錯誤
inclination,傾角
auxiliary power unit inlet,輔助動力裝置入口
circulation duct,循環管道
desalination,海水淡化
diffuser unit inlet,擴散器單元入口
extraction pipeline,提取管道
feed,餵養
flow of inlet,入口流量
interval notation,間隔符號
joint inlet,聯合入口
main flow inlet,主流入口
membrane unit inlet,膜單元入口
purifier,淨化器
region flow inlet,區域流量入口
region of inlet,入口區域
solution inlet,溶液入口
solution processing,溶液處理
unit inlet duct,單元進風管
unit outlet,單位出口
unity logo,統一標誌
watt,瓦
drain valve,排水閥
inlet unit,入口單元
vacuum valve,真空閥
water inlet,進水口
blood unit,血液單位
diastolic blood pressure unit,舒張壓單位
grip zone of fibre plastics,纖維塑料的抓握區
inlet valve,進氣閥
interior angles,內角
pilot piston means,先導活塞裝置
pilot piston unit,先導活塞單元
pilot valve unit,先導閥單元
port occurs,端口發生
ports occurs,端口發生
propeller shaft,螺旋槳軸
underground drains,地下排水溝
unit conduit,單位導管
unit digit,個位數
unit inlet,單位入口
unit inlet temperature,單位入口溫度
unit inlet valve,單元進水閥
unit of blood sugar,血糖單位
unit openings,單位開口
unit scale,單位規模
automated test scripts,自動化測試腳本
coverage data,覆蓋數據
generate test cases,生成測試用例
generating test cases,生成測試用例
login page,登錄頁面
new idea,新理念
new test cases,新的測試用例
outdated test cases,過時的測試用例
possible test cases,可能的測試用例
regression test cases,回歸測試用例
scripts writer,劇本作家
test cases,測試用例
test match,測試匹配
test scenario improvement,測試場景改進
test script,測試腳本
update cases,更新案例
update test parameters,更新測試參數
upgrade test case,升級測試用例
clamp arm,夾臂
clamp support arm,夾具支撐臂
front of the frame,框架的前面
lower clamp arm,下夾臂
upper clamp arms,上夾臂
upper clamping arm,上夾臂
anvil,砧
arm clamp,臂夾
clamp to arm,夾臂
electrical effector,電效應器
electrical sensor,電傳感器
end effector,末端執行器
end visual,結束視覺
mechanical movement,機械機芯
optical effector,光學效應器
top clamp arm,上夾臂
top clamp member,頂部夾持件
ultrasonic effector,超聲波效應器
ultrasonic visual,超聲波視覺
upper arm,上臂
upper bone,上骨
upper clamp,上夾
upper clamp bar,上夾桿
upper clamp extension,上夾具延伸
upper clamp link,上夾連桿
upper clamp member,上夾件
upper clamp rod,上夾桿
upper clamp section,上夾部分
upper house,上議院
upper layer,上面那層
arm brace,手臂支架
arm syndrome,手臂綜合症
chain tensioning bracket,鏈條張緊支架
clamp system,夾緊繫統
clamping mechanism,夾緊機構
hinge member,鉸鏈件
joint mechanism,聯合機制
joint member,聯合會員
radial chain oscillation,徑向鏈振盪
sample cheque,樣品檢查
side of upper clamp arm,上夾臂側面
swing arm,擺臂
top clamp arms,頂部夾臂
top clamping arm,頂部夾緊臂
top side clamping arms,頂部夾緊臂
top upper clamp arm,頂部上夾臂
upper arm muscles,上臂肌肉
upper clamp arm,上夾臂
upper clamping arms,上夾臂
upper clamping assembly,上夾緊組件
upper clamping position,上夾緊位置
upper stomach pain,上腹部疼痛
uppermost clamp arm,最上面的夾臂
wheel brake cylinder,車輪制動缸
higher series,更高系列
information recording,信息記錄
lower series,下系列
over series,過系列
over set,過集
printing machine,印刷機
series circuit,串聯電路
series connection,串聯
stamping action,沖壓動作
top series,頂級系列
top transfer series,頂級轉會系列
topmost series,頂級系列
under series,系列下
upper arrangement,上部排列
upper hand,上面那隻手
upper left arm pain,左上臂痛
upper limbs,上肢
upper pain in chest,胸部上部疼痛
upper sequence,上層序列
upper series,上系列
upper set,上套
upper system,上系統
upper transfer series,上轉移系列
upper transfer set,上轉移集
uppermost series,最高系列
web printing press,捲筒紙印刷機
bearing arrangement,軸承佈置
bottom series,底系列
crane winch,起重機絞盤
intermediate series,中間系列
ladder,梯子
series,系列
series hacking,系列黑客
series of upper,系列鞋面
underneath series,下系列
upper abdomen,上腹部
upper middle abdominal pain,上中腹痛
cold cooling fluid,冷冷卻液
coolant,冷卻液
coolant fluid,冷卻液
cooling icon,冷卻圖標
cooling liquid,冷卻液
cooling sheet,冷卻片
heat transfer fluid,傳熱流體
medical uses,醫療用途
medium rare,四分熟
reduce temperature,降低溫度
thermal conductor,熱導體
use as cooling medium,用作冷卻介質
use as heating fluid,用作加熱流體
user icon,用戶圖標
using as liquid coolant,用作液體冷卻劑
balance in wallet,錢包餘額
balance weight,平衡重
balancing nature,平衡自然
beam balance,梁平衡
beam electron,束電子
beam particle,粒子束
digital balance,數字天平
electronic balance,電子天平
fd balance,存款餘額
fulcrum and load,支點和負荷
function balance,功能平衡
lever class,槓桿類
measure mass,測量質量
optimal weight,最佳體重
position purpose balance,職位目的平衡
purpose balance,目的平衡
saving account balance,儲蓄賬戶餘額
use and throw,使用和扔
use pivoting,使用旋轉
uses of water,水的用途
using balance,使用天平
using hinge portion,使用鉸鏈部分
weighing balance,天平
weight balance,重量平衡
alignment indicator,對準指示器
application of positioning,定位應用
assist in positioning,協助定位
crystal structure,晶體結構
disoriented silicon face,迷失方向的矽面
insert in positioning hole,插入定位孔
international positioning,國際定位
map,地圖
orientation sensor,方向傳感器
positioning statement,定位聲明
satellite,衛星
spatial disorientation model,空間定向障礙模型
sticky position,粘性位置
system for use in positioning,用於定位的系統
usage in location,位置使用
use cases,用例
use in non positioning,用於非定位
use of raw material,原材料的使用
use positioning,使用定位
use positioning information,使用定位信息
use positioning system,使用定位系統
use satellite positioning system,使用衛星定位系統
utilize in positioning,用於定位
authentication function,認證功能
avoid cloning of the circuit,避免克隆電路
biometrics,生物識別
core network functions,核心網絡功能
cryptographic authentication,密碼認證
cyber security,網絡安全
differential states,微分狀態
function of heart,心臟功能
load functions,加載函數
physical fitness,身體素質
physical layer functions,物理層功能
physical one way functions,物理單向函數
physical security primitives,物理安全原語
physically challenged,身體不便
physically fit,身體健康
physically unclonable,物理上不可克隆
physically unclonable function,物理上不可克隆的功能
physically unclonable functions,物理上不可克隆的函數
puf,粉撲
puf panel,下面板
template protection systems,模板保護系統
unclonable blood,無法克隆的血液
unclonable functions,不可克隆函數
use unclonable functions,使用不可克隆的函數
brain cells materials,腦細胞材料
electric arc furnaces,電弧爐
high purity powder preparation device,高純粉體製備裝置
high temperature resistant powder metallurgy,耐高溫粉末冶金
liquid materials can be used,可以使用液體材料
material polish,材料拋光
rough use,粗暴使用
solid angle of crystal,晶體立體角
solid angle of hemisphere,半球立體角
solid wallpaper,純色壁紙
use alloy materials,使用合金材料
use as materials,用作材料
use dense materials,使用緻密的材料
use liquid materials,使用液體材料
use metallic solids,使用金屬固體
use metals,使用金屬
use raw materials,使用原材料
use rock materials,使用岩石材料
use semiconductor materials,使用半導體材料
use solid elements,使用實體元素
use solid materials,使用固體材料
use solid substances,使用固體物質
brain shunt materials,腦分流材料
composite friction units,複合摩擦單元
shell heater,殼式加熱器
solid principles,堅實的原則
tie filaments,扎絲
use case diagram,用例圖
use photosensitive materials,使用感光材料
utilize solid materials,利用固體材料
ac circuit,和周圍
converter circuit,轉換器電路
converter currency,換算貨幣
converter output voltage,轉換器輸出電壓
converter unit,轉換器單元
converter voltage,轉換器電壓
dc circuit,直流電路
geared belt drive,齒輪皮帶傳動
make use of voltage converter,使用電壓轉換器
multi cylinder in line reciprocating piston,多缸直列往復活塞
power converter,電源轉換器
transistor ignition,晶體管點火
use blood glucose monitor,使用血糖監測儀
use blood vessels,使用血管
use voltage converter,使用電壓轉換器
utilize voltage converter,利用電壓轉換器
voltage converter,電壓轉換器
voltage converter circuit,電壓轉換器電路
voltage current converter,電壓電流轉換器
voltage regulator,電壓調節器
active calcium,活性鈣
active metallic,活性金屬
addiction,癮
alkaline earth metals,鹼土金屬
ductile material,延展性材料
effective heavy metal,有效重金屬
effective metal,有效金屬
effective paramagnetic,有效順磁
effective paramagnetic metal,有效順磁性金屬
effective paramagnetic metallic,有效順磁性金屬
fuel cells,燃料電池
heavy metal,重金屬
malleable material,延展性材料
mental illness,精神疾病
metal based catalyst,金屬基催化劑
metal hydride,金屬氫化物
non metals,非金屬
paramagnetic metal,順磁性金屬
paramagnetic metallic,順磁性金屬
productivity,生產率
pt catalyzed hydrogenation,pt催化加氫
useful,有用
useful active metal,有用的活性金屬
useful calcium,有用的鈣
useful chemical element,有用的化學元素
useful instrument,有用的工具
useful iron,有用的鐵
useful machine,有用的機器
useful magnesium,有用的鎂
useful metallic,有用的金屬
useful paramagnetic,有用的順磁性
useful people,有用的人
useful sodium,有用的鈉
alloy articles,合金製品
application of a metal,金屬的應用
copper,銅
ferrous metal,黑色金屬
magnesium,鎂
magnesium metal,金屬鎂
magnesium metals,金屬鎂
metal articles,金屬製品
metal roofing,金屬屋面
mixture of elements,元素混合物
titanium,鈦
