,0
hot melt coating process,熱熔塗層工藝
melt adhesive coating,熔膠塗層
melt coating,熔融塗層
melt lipstick,融化口紅
melt method,熔化法
melt printing,熔融印刷
melt wax coating,熔蠟塗層
melting eye tattoo,融化的眼睛紋身
paint,畫
plate coating,板材塗層
plate printing,印版
polyethylene coating detachment,聚乙烯塗層脫落
pressing,緊迫
recording element substrate,記錄元件基板
snow melt,融雪
stamp bearing,郵票軸承
stamping coating,沖壓塗層
sugar coating,糖衣
web press printing,捲筒紙印刷
allowing solidification,允許固化
coating machine,塗佈機
extrusion coating,擠壓塗層
fluid coating,流體塗層
ice melting,融冰
layers on substrate,基板上的層
melt adhesive,熔膠
melt blowing,熔噴
melt coating process,熔塗工藝
melt fracture,熔體斷裂
melt ink,熔化墨水
melting point,熔點
paperboard,紙板
pre melted adhesives,預熔膠
seed coat of pea,豌豆種皮
wax,蠟
bacteria,細菌
bacterial outer membrane vesicles,細菌外膜囊泡
bacteriophage,噬菌體
cover membrane,蓋膜
lipid bilayer,脂質雙分子層
lipid membranes,脂質膜
member of the club,俱樂部成員
member of the office,辦公室成員
member of the school,學校成員
membrane potential,膜電位
membrane vesicle type,膜泡型
membrane virus,膜病毒
membrane virus type,膜病毒型
microorganism,微生物
mitochondrial,線粒體
mitochondrial vesicle,線粒體囊泡
mitochondrial vesicle type,線粒體囊泡型
mitochondrial virus,線粒體病毒
mitochondrial virus type,線粒體病毒類型
nanoparticles,納米粒子
phospholipid bilayer,磷脂雙分子層
transport of elements,元素的運輸
transport of materials,材料運輸
unilamellar liposome vesicle,單層脂質體囊泡
vesicle,囊泡
vesicle hole,囊泡孔
vesicle membrane,囊泡膜
above mentioned,上面提到的
chain conveyor,鍊式輸送機
continuous conveyor,連續輸送機
continuously conveyor,連續輸送機
continuously transmission,連續傳輸
convey gratitude,表達感激之情
convey happiness,傳達快樂
convey regard,表達關心
conveyer,輸送機
endless conveyor,無端輸送機
endless flat conveying,無端平面輸送
endless flat conveyor,環形平板輸送機
feed system,進料系統
first conveyor output,第一輸送機輸出
flat conveyor,平板輸送機
floor conveyor,地面輸送機
intermediate conveyor,中間輸送機
intermediate transmission,中間傳輸
ioned,離子化的
mention something,提及某事
mentioned,提及
mentioned conveyer,提到的傳送帶
mentioned distributor,提到的經銷商
mentioned person,提到的人
move objects,移動對象
roller conveyor,滾筒輸送機
transfer object,轉移對象
transmit object,傳輸對象
transport conveyors,運輸機
aforementioned conveyor,上述輸送機
cited conveyor,引用輸送機
conveying,輸送
conveyor commissioning checklist,輸送機調試清單
conveyor means,傳送裝置
conveyors,輸送機
conveyors mentioned,提到的輸送機
fixed means,固定手段
flat objects,扁平物體
gravity roller conveyor,重力滾筒輸送機
ingot conveying,鋼錠輸送
magnetic conveyor,磁力輸送機
mentioned bluetooth system,提到藍牙系統
mentioned brand system,提到品牌系統
mentioned conveyor,提到的輸送機
mentioned dates,提到的日期
mentioned figure,提到的數字
message conveying system,信息傳遞系統
metal injection molded suture needles,金屬注射成型縫合針
mold cavity,模腔
rare earth sintering magnets,稀土燒結磁體
trolley conveyor,台車輸送機
bath component,浴缸組件
bath material,沐浴材料
metal component,金屬部件
metal material,金屬材料
metal of material,材料金屬
metal oxide phase,金屬氧化物相
metal phases,金屬相
metal that material,金屬那個材料
metallic phase,金屬相
salt of material,物質鹽
salt that material,鹽那個材料
actual condition,實際情況
binding metal phase,結合金屬相
homogeneous,同質
hydrogenation component,加氫組分
hydrogenation compound,加氫化合物
intermetallic phase,金屬間相
metal compound,金屬化合物
metallic balloons,金屬氣球
metallic component,金屬成分
metallurgical coal,冶金煤
microcapsules,微膠囊
multi phase filter media,多相過濾介質
nanocomposite,納米複合材料
palladium gold catalyst,鈀金催化劑
phase error signal,相位誤差信號
phasmophobia,恐懼症
reverse phase control technique,反相控制技術
amorphous solid,無定形固體
fluid phase,流體相
liquid phase,液相
metal alloys,金屬合金
metal composition,金屬成分
metal in eye,眼睛裡有金屬
metal phase,金屬相
metal region of space,空間金屬區
metal stage,金屬舞台
metal taste,金屬味
new phase,新階段
novel phase,新階段
phase angle,相位角
phases of clinical trials,臨床試驗階段
phases of photosynthesis,光合作用階段
property,財產
solid phase,固相
three phase unit,三相單元
type of phases,相類型
unidirectional fibres,單向纖維
phase metal,相金屬
flow of uranium,鈾流
salt phase,鹽相
uranium flow,鈾流
additive,添加劑
adhesion binding agent,粘合劑
alloy binder,合金粘合劑
bind to faith,忠於信仰
bomb detector,炸彈探測器
cohesion binding agent,內聚粘合劑
indiam binder,印度粘合劑
iron binder,鐵粘合劑
iron electrode,鐵電極
iron tablets,鐵片
metal binding agent,金屬結合劑
metal detector,金屬探測器
metal printing,金屬印刷
metallic binding agent,金屬粘合劑
mixing agent,混合劑
thickening agent,增稠劑
binder clip,活頁夾
binder composition,粘合劑組合物
binder file,活頁夾文件
binder folder,活頁夾
binder metals,粘合劑金屬
binder ring,活頁夾環
binding process,裝訂過程
bonding metal powder,粘接金屬粉末
flake orientation,薄片方向
leaf rings,葉環
metal oxide binder,金屬氧化物粘合劑
metal strip,金屬條
metal synthetic resin binder,金屬合成樹脂粘合劑
metallic binder material,金屬粘合劑材料
metallic paper,金屬紙
metallic tape,金屬膠帶
polymeric binder,聚合物粘合劑
polymeric material,聚合材料
powdered metal,粉末金屬
powdered tungsten,鎢粉
size,尺寸
solvent,溶劑
bullets,子彈
cartridge with a metal case,帶金屬外殼的墨盒
case file,案卷
caseless ammunition,無殼彈藥
chamber bricks,室磚
cricut cartridge,cricut 墨盒
firearm ammunition,槍支彈藥
firearms,槍支
handguns,手槍
ink catridges,墨盒
metal case,金屬外殼
metallic finish,金屬飾面
metallic round,金屬圓形
metallic shell,金屬外殼
metallic voice,金屬聲音
projectile,彈丸
anemia,貧血
bone cancer,骨癌
bone disease,骨病
bone metastasis,骨轉移
bone tumor,骨腫瘤
broken bones,骨折
cancer metastases,癌症轉移
cathepsin diseases,組織蛋白酶疾病
celiac disease,乳糜瀉
chicken wings,雞翅
chondrosarcoma,軟骨肉瘤
fracture,斷裂
graves disease,格雷夫斯病
hodgkin lymphoma,霍奇金淋巴瘤
hypercalcemia,高鈣血症
lyme disease,萊姆病
metastatic bone,轉移骨
metastatic breast,轉移性乳房
metastatic disease,轉移性疾病
metastatic prostate,轉移性前列腺
metastatic tumor,轉移性腫瘤
metastatic tumor cells,轉移性腫瘤細胞
mutton meat,羊肉
non veg food,非蔬菜食品
osseous metastatic disease,骨轉移性疾病
