,0
rotor stage mounted,轉子級安裝
rotor stage shown,所示轉子級
rotor stages arranged,佈置的轉子級
rotor stages mounted,轉子級安裝
rotor stages shown,所示轉子級
rotors mounted,安裝的轉子
rotors stage mounted,轉子級安裝
rotors stages arranged,轉子級排列
rotors stages mounted,轉子級安裝
turbine stage shown,所示的渦輪級
during meeting,會議期間
during specific,具體期間
gap timing,間隔時間
length tm,長度
non interval run,非間歇跑
operate during interval,在間隔期間操作
operate during run,在運行期間操作
operating car,操作車
operating device,操作裝置
race during interval,間歇比賽
run during time interval,在時間間隔內運行
run for fun,為好玩而奔跑
running interval,運行間隔
running marathon,跑馬拉松
time duration,持續時間
time interval,時間間隔
time lapse,時間流逝
time period,時間段
calculate,計算
codes class,代碼類
credit total,學分總額
current number,當前號碼
current total,當前總計
emergency signal,緊急信號
huffman codes,霍夫曼代碼
limit controller,限位控制器
log table,日誌表
points balance,積分餘額
predetermined list,預定清單
predetermined set,預定集
running log,運行日誌
secure data,安全數據
set number,集數
stationary items,固定物品
stationary tally,固定計數
tally,相符
tally number,理貨號碼
tally sheet,理貨表
tally sheets,理貨單
web signal,網絡信號
working tally,工作理貨
animalia,動物界
arthropoda,節肢動物
collembola,跳蟲
dunaliella salina,鹽藻
entognatha,齒顎
fish,魚
paronellidae,鸚鵡科
salina banksi,複製銀行
salina beta,β鹽水
salina celebensis,名人鹽藻
saliva,唾液
snake,蛇
spit,吐
springtail,跳蟲
yes,是的
carbon dioxide,二氧化碳
clay formation,粘土形成
earthy materials,土質材料
eroded rocks,被侵蝕的岩石
formation of cake,蛋糕的形成
formation of muscles,肌肉的形成
formation of strength,力量的形成
formation strata,地層
mineral particles,礦物顆粒
oxide of silicon,矽的氧化物
rocks erode,岩石侵蝕
sandstone formation,砂岩地層
sea beach,海灘
sedimentary rocks,沉積岩
silica sand,矽砂
silicon dioxid,二氧化矽
silicon dioxide layers formation,二氧化矽層的形成
strata,地層
strata formation,地層形成
subterranean formation,地層
thorium dioxide,二氧化釷
zirconia dioxide,二氧化鋯
area code,區號
blood vessel formation,血管形成
chemical formation,化學形成
continuous sampling drill bit,連續取樣鑽頭
downhole tool,井下工具
drilling zones,鑽探區
formation of blood clots,血凝塊的形成
formation rocks,地層岩石
limestone formations,石灰岩地層
porous rock formation,多孔岩層
rocks break,岩石破碎
sand development,砂開發
sand formation,砂形成
sand growth,沙子生長
sand layer,沙層
sand system,砂系統
sandfly fever,白蛉熱
sands formation,沙地形成
soil breaker,土壤破碎機
subterranean sand formation,地下砂層
surrounding formation,周圍地層
underground formation,地下地層
asphalt saturated felt,瀝青飽和氈
bitumen,瀝青
bituminous saturated felt,瀝青飽和氈
cloth,布
dry felt,幹氈
felt,毛氈
felt cloth,氈布
felt composite,氈複合材料
felt pen,氈筆
felt roof,氈屋頂
felt substrate,氈底
felts,毛氈
saturate felt,飽和氈
saturated fabric,飽和織物
saturated fat,飽和脂肪
saturated market,飽和市場
saturated soil,飽和土
underlayment product,墊層產品
wet felt,濕氈
asphalt shingles,瀝青瓦
follower,追隨者
ice damming,冰壩
material recycling system,材料回收系統
mechanical system,機械系統
plastic housing,塑料外殼
roller drum,滾筒
roller skates,溜冰鞋
roofing felt,屋頂氈
roofing membranes,屋面膜
saturated fatty acid,飽和脂肪酸
saturated felt paper,飽和氈紙
saturated felt underlayment,飽和氈墊
saturated organic felts,飽和有機氈
unsaturated felt,不飽和氈
waterproofing compound,防水化合物
acoustic wave,聲波
blood sensor,血液傳感器
coil system,線圈系統
coil winding,線圈繞組
fuel regulation,燃油調節
hydrophone,水聽器
invasive blood pressure sensor,有創血壓傳感器
measurement sensor,測量傳感器
microelectromechanical systems,微機電系統
planar surface,平面
saw sensor,鋸傳感器
saw sensor through the interface member,通過接口構件鋸傳感器
saw temperature sensor,鋸溫度傳感器
saw tool,鋸工具
sensor system,傳感器系統
spark ignition,火花點火
strain determination method,應變測定法
strain determination system,應變測定係統
strain sensor system,應變傳感器系統
strain system,應變系統
surface acoustic wave sensors,表面聲波傳感器
system of sensor,傳感器系統
mechanical sensor,機械傳感器
mechanical transducer,機械換能器
sensors,傳感器
batteryless pressure sensor,無電池壓力傳感器
bulk acoustic wave,體聲波
detective element,偵探元素
device making,設備製造
dual resonant,雙共振
elastic surface wave sensor,彈性表面波傳感器
interdigital transducer,叉指換能器
piezoelectric crystal,壓電晶體
rain sensor,雨量傳感器
remote calibrator,遠程校準器
rf id,射頻識別
saw wave,鋸波
sensing device,傳感裝置
sensor reflector,傳感器反射器
surface acoustic wave sensor,表面聲波傳感器
system operator,系統操作員
vehicle speed sensor,車速傳感器
saw array,鋸陣列
saw sensors,鋸傳感器
saws sensor,鋸傳感器
saws sensors,鋸傳感器
selected saw sensor,選擇的鋸傳感器
selected saw sensors,選定的鋸傳感器
capacitor,電容器
charge polarity,電荷極性
different polarities,不同的極性
different polarity,不同極性
electrical waveform,電波形
matlab,matlab
opposite polarities,極性相反
opposite polarity,極性相反
polarities,極性
predetermined polarities,預定極性
predetermined polarity,預定極性
ramp wave,斜波
rectangular wave,矩形波
rectangular waveforms,矩形波
same polarities,同極性
same polarity,同極性
sawtooth,鋸齒
sawtooth pulses,鋸齒脈衝
sawtooth sine,鋸齒正弦
sawtooth sine waves,鋸齒正弦波
sawtooth steel,鋸齒鋼
sawtooth wave,鋸齒波
sawtooth wave pulses,鋸齒波脈衝
sawtooth waveforms,鋸齒波
saxophone sound,薩克斯風
signal waveform,信號波形
sine,正弦
sine sawtooth,正弦鋸齒
sine sawtooth waves,正弦鋸齒波
sine waveforms,正弦波
sine waves,正弦波
square wave,方波
swatooth blade,鋤頭刀片
tone,語氣
trapezoidal pulses,梯形脈衝
triangular pulses,三角脈衝
triangular wave,三角波
triangular waves,三角波
wave pulses,波脈衝
wave surf,波浪沖浪
waveform,波形
waveform generator,波形發生器
waves,波浪
harmonics,諧波
non sinusoidal waveform,非正弦波形
period,時期
pure,純的
ramp waveform,斜坡波形
sawtooth blade,鋸齒刀片
sinusoidal,正弦
synthesizers,合成器
triangle theory,三角理論
triangle waves,三角波
wave board,波板
data pulses,數據脈衝
negative pulses,負脈衝
anti scorch,防焦
burn,燒傷
burst into flames,火了
catch fire,著火
cold,寒冷的
coldness,寒冷
foam scorch,泡沫燒焦
heat up,加熱
heating substance,加熱物質
ice,冰
ignite,點燃
mark,標記
marks,分數
scorch container,燒焦容器
scorch device,焦燒裝置
scorch inhibitor,防焦劑
scorch resistant,耐燒焦
scorch safety,焦燒安全
scorch time,焦燒時間
scorching,灼熱
smoking article,吸煙文章
flame,火焰
mooney scorch,門尼焦燒
peroxide scorch,過氧化物焦燒
rubber scorch,橡膠焦燒
beverage,飲料
discoloration heat,變色熱
drink,喝
grilling heat,烤熱
heat food,加熱食物
heat iron,熱鐵
heat soup,熱湯
intense heat,酷熱
leaf scorch,葉焦
minimize,最小化
partly vulcanized,部分硫化
premature vulcanization,過早硫化
rubber compounds,橡膠化合物
scorch retarder,防焦劑
scotch,蘇格蘭人
severe burning,嚴重燒傷
vulcanization,硫化
abrade coating,磨損塗層
anti scratch coating,防刮塗層
anti scratch lenses,防刮鏡片
coat suit,大衣套裝
engrave coating,雕刻塗層
gouge coating,鑿塗層
improving thickness,提高厚度
plastic coating,塑料塗層
polymer coating,聚合物塗層
scrape coating,刮塗
scratch and win,從頭開始贏
scratch off coating,刮掉塗層
scratch proof coating,防刮塗層
scratch protection,划痕保護
scratch resistant,耐刮擦
scratch resistant coating,防刮塗層
scratching birds,抓鳥
scratching pad,抓板
synthetic coating,合成塗料
winter coat,冬衣
seal means,密封裝置
annular seal members,環形密封件
elastomer material,彈性體材料
gas kit,氣體套件
gasket member,墊片構件
gaskets,墊片
kit kat sound,奇巧聲音
member number,會員編號
o rings,o形圈
open member,開放會員
packings,包裝
resilient secure members,彈性安全構件
seal between members,成員之間的密封
seal elements,密封元件
seal kit,密封套件
seal plates,密封板
seal portions,密封部分
seal stamp,印章
seal team,海豹突擊隊
sealing elements,密封元件
sealing members,密封件
sealing packings,密封填料
toric joint,复曲面關節
breaking members,破壞成員
caps,蓋帽
faces,面孔
member id,會員ID
