,0
substantially constant axial,軸向基本恆定
substantially incidence,顯著發生率
predominantly radial,主要是徑向的
predominantly tangential,主要是切線的
spaced,間隔的
spaced substantially,間隔很大
tangential,切線
common,常見的
considerable axial,相當軸向
damping ring,阻尼環
flange connection,法蘭連接
generally axial,一般軸向
generally circumferential,一般是圓周的
generally flow,一般流動
groove portion,凹槽部分
long axial dimension,長軸尺寸
radial supporting,徑向支撐
spring system,彈簧系統
substantial development,實質性發展
substantial financing,大量融資
substantially circumferential,基本上是圓周的
substantially flow,大量流動
substantially free,基本免費
substantially furnished,家具齊全
substantially longitudinal,基本上是縱向的
substantially radial,基本呈放射狀
substantially transverse,基本橫向
substantially vertical,基本垂直
symmetrical spacing,對稱間距
vibration dampener,減振器
aromatic carboxylic,芳香族羧酸
aromatic fatty,芳香脂肪
box oic,盒裝
chemical moiety,化學部分
chlorinated carboxylic,氯化羧酸
chlorinated fatty,氯化脂肪
kan oic,卡諾伊克
lipid,脂質
organic molecule,有機分子
someone substituted,有人代替
substitute teacher,代課老師
substituted alkanoic,取代鏈烷酸
substituted alkanoic acid,取代鏈烷酸
substituted butanoic,取代丁酸
substituted carboxylic acid,取代羧酸
substituted chair,替代椅子
substituted hexanoic acid,取代己酸
substituted pentanoic,取代戊酸
substituted pentanoic acid,取代戊酸
substituted phthalic acid,取代鄰苯二甲酸
substituted propanoic,取代丙酸
aromatic acid,芳香酸
containing carboxylic,含羧基
substituted acid,取代酸
substituted aromatic acid,取代芳香酸
substituted aromatic carboxylic,取代芳族羧酸
substituted carboxylic acids,取代的羧酸
substituted monocarboxylic,取代的一元羧酸
tic,抽動
carboxyl functional groups,羧基官能團
ester of carboxylic,羧酸酯
ester of fatty,脂肪酯
ester substituted carboxylic,酯取代羧基
esters of carboxylic,羧酸酯
esters of polycarboxylic,多元羧酸酯
esters substituted carboxylic,酯取代羧基
esters substituted polycarboxylic,酯取代多元羧酸
maleic,馬來酸
phosphonic,膦酸
polycarboxylic,聚羧酸
substituted ethanedioic acid,取代的乙二酸
substituted maleic,取代馬來酸
substituted pentanedioic acid,取代戊二酸
substituted polycarboxylic,取代多元羧酸
substituted propanedioic acid,取代丙二酸
substituted sulfonic,取代磺酸
sulfonic,磺酸的
elemental sulfide,元素硫化物
sulfur sulfide,硫化硫
apexes,頂點
apices,頂點
centres,中心
apex,頂尖
conveying channel,輸送通道
crest crests,嵴嵴
crest peaks,峰頂
crests,波峰
crests peaks,波峰
cutting box,切割盒
highest point,最高點
highest point of human,人類的最高點
highest point of mammal body head,哺乳動物身體頭部的最高點
leg apex,腿尖
lowest point,最低點
peak current,峰值電流
peaks,山峰
peaks crests,峰頂
racing apex,賽車頂點
respective crests,各自的波峰
respective peaks,各自的峰
sealing lid,密封蓋
summits,峰會
support system for vehicle bodies,車身支撐系統
textile yarn spooling assembly,紡織紗線繞線組件
tip,小費
tip pencil,筆尖
topmost level,最高層
apex lines,頂點線
conference,會議
crest,波峰
crest factor,峰值因數
lowest base,最低基數
mountains,山
plan view,平面圖
summit learning,頂峰學習
top points,要點
trough ball,槽球
trough lines,槽線
troughs,低谷
angular velocity,角速度
blood filter member,血液過濾器部件
circumscribe sun gear member,外接太陽輪構件
connect with sun gear member,與太陽輪構件連接
include sun gear member,包括太陽輪構件
input sun member,輸入太陽成員
planet gear member,行星齒輪構件
planet gear members,行星齒輪部件
planet member,行星成員
planet members,行星成員
planetary train,行星火車
planetary unit,行星單元
rotatable sun gear,可旋轉太陽輪
shaft sealing structure,軸封結構
solar water pumps,太陽能水泵
submersible pumps,潛水泵
sun eclipse,日食
sun gear element,太陽輪元件
sun gear member,太陽輪構件
sun gear members,太陽齒輪成員
sun member,太陽會員
sun member rotating element,太陽成員旋轉元件
sun members,太陽成員
sun planet member,太陽行星成員
sun planet members,太陽星球成員
sun plastic,太陽塑料
sun plaza,太陽廣場
sun shaft,太陽軸
sunscreen composition,防曬成分
ventilation path,通風路徑
vortex fluid mechanism,渦流機制
central ring member,中心環構件
coupled carrier member,耦合載體構件
coupled carrier shaft,聯軸器
coupled sun member,耦合太陽成員
coupled sun shaft,耦合太陽軸
cylindrical member,圓柱形構件
cylindrical ring member,圓柱環構件
gearset,齒輪組
hub member,樞紐成員
input gear component,輸入齒輪組件
mechanical interlock,機械聯鎖
network hub,網絡集線器
ring member,環成員
ring shaft,環軸
rings member part,環成員部分
rotating element,旋轉元件
sun,太陽
sun direct recharge,陽光直充
sun element,太陽元素
sun faded clothes,太陽褪色的衣服
sun garden,陽光花園
sun gear,太陽齒輪
sun shine,他們閃耀
sun wheel,太陽輪
torque delivery shaft,扭矩傳遞軸
uncoupled carrier member,分離的載體構件
uncoupled carrier shaft,分離的承載軸
uncoupled sun member,解耦的太陽成員
uncoupled sun shaft,分離式太陽軸
abrasion,磨損
abrasion article,磨損物品
abrasion injury,擦傷
abrasion resistant,耐磨
abrasion wound,擦傷
better abrasion,更好的耐磨性
education on abroad,國外教育
enhanced abrasion,增強磨損
fibre,纖維
flex abrasion,彎曲磨損
good abrasion,良好的耐磨性
improved abrasion,改善磨損
improved wear,改善磨損
increased abrasion,磨損增加
increased wear,磨損增加
metal coating,金屬塗層
metal corrosion,金屬腐蝕
rubbing fibre,摩擦纖維
solid material,固體材料
super abrasives,超級磨料
superelastic alloys,超彈性合金
superimposed image,疊加圖像
superior abrasion resistance,優越的耐磨性
superior orbital,上眶
surface abrasion,表面磨損
wear,穿
ad support,廣告支持
additional grooves,額外的凹槽
blood vessels groove anatomy,血管溝解剖
corresponding guide grooves,對應的導向槽
corresponding support grooves,對應的支撐槽
corresponding support portions,相應的支撐部分
diecasting device,壓鑄裝置
groove pairs,凹槽對
groove respectively,凹槽分別
grooves pairs,凹槽對
grooves respectively,凹槽分別
heart grooves anatomy,心臟溝解剖
heart stent support group,心臟支架支持小組
magnetic powder,磁粉
pin holes,針孔
porous tire tread mold,多孔輪胎胎面模具
ring support groove,環支撐槽
rotary fin,旋轉翅片
steel clip,鋼夾
support cuts,支持削減
support cutsection,支撐切割
support framework,支持框架
support groove,支撐槽
support guide grooves,支撐導向槽
support hole,支撐孔
support holes,支撐孔
support mounting,支撐安裝
support parts,支撐件
support portions,支撐部分
supporting groove,支撐槽
supporting grooves,支撐槽
supports mounting,支持安裝
ticket support,票務支持
undercut,底切
altering a surface,改變表面
altering agent,改變劑
aqueous component,水性成分
bed wetting,尿床
fluorine,氟
functionalization,功能化
hydrophobic films,疏水膜
physical change,物理變化
physically active,體力活動
solid agent,固體劑
solid material used,使用的固體材料
surface active agent,表面活性劑
surface altering,表面改變
surface cracks,表面裂紋
surface material,表面材料
surface material used,使用的表面材料
surface mining,露天採礦
surface modification,表面改性
surface modifiers,表面改性劑
surface modifying agents,表面改性劑
surface tension reducer,表面張力降低劑
surfactant,表面活性劑
terrain surface,地形表面
wetting agents,潤濕劑
additionally altering agent,附加改變劑
additionally altering agents,額外的改變劑
additionally modifying agent,附加改性劑
additionally surface altering agent,額外的表面改性劑
additionally surface altering agents,額外的表面改性劑
additionally surface modifying agent,額外的表面改性劑
additionally surface modifying agents,額外的表面改性劑
altering agents,改變劑
dispersing agent,分散劑
emulsifier,乳化劑
modifying agent,改性劑
modifying agents,改性劑
surface agent,表面劑
surface altering agents,表面改性劑
surface changing agents,表面改變劑
surface modifying agent,表面改性劑
surfactants,表面活性劑
tension headache,緊張性頭痛
wetting agent,潤濕劑
athletic gloves,運動手套
relate to gloves,與手套有關
double gloving,雙層手套
examination gloves,檢查手套
examination schedule,考試時間表
garment,服裝
include gloves,包括手套
industrial grade gloves,工業級手套
latex,乳膠
latex gloves,乳膠手套
medical gloves,醫用手套
plastic surgeons,整形外科醫生
powder free gloves,無粉手套
prescription drug,處方類藥物
propane nitrile,丙腈
rubber band,橡皮筋
sterile gloves,無菌手套
surgeons gloves,外科醫生手套
winter,冬天
disposable accessory,一次性配件
disposable gloves,一次性手套
nitrile gloves,丁腈手套
plastic sergeons,塑料軍士
rubber gloves,橡膠手套
surgical blade,手術刀
surgical instrument,手術器械
surgical needle,手術針
wearable accessory,可穿戴配件
don gloves,戴手套
controlled delivery,控制交付
controlled release,控釋
delivery,送貨
drug delivering,藥物輸送
drug delivery,藥物輸送
drug release,藥物釋放
encapsulation,封裝
energy delivery,能量輸送
local infusion,局部輸液
local injection,局部注射
localized release,本地化發布
prolonged release,延長釋放
slow release,緩慢釋放
sustained drug delivery,持續給藥
sustained pressure,持續的壓力
sustained pulse rate,持續脈搏率
sustained release,持續釋放
systemic infusion,全身輸注
systemic injection,全身注射
targeted delivery,定向投放
active compound,活性化合物
baby delivery,嬰兒分娩
constant drug delivery,持續給藥
continuous delivery,持續交付
courier,信使
delivery counter,送貨櫃檯
extended release,緩釋
implantation,植入
implantation of ocular,眼部植入
insertion of ocular,眼部插入
intraocular,眼
movie release,電影上映
novel drug delivery,新型藥物輸送
ocular,目視
programmed rate,程序化速率
prolonged delivery,延長分娩
prolonged drug delivery,長時間給藥
prolonged waiting,漫長的等待
skin care formulations,護膚配方
sustained medication,持續用藥
sustained release drug delivery,緩釋給藥
device termination,設備端接
double wire multi switch,雙線多路開關
mode,模式
multi methods,多方法
optical switch swm,光開關 swm
reset switch,重置開關
selection switch swm,選擇開關 swm
