,0
dna labeled,DNA標記
dna not associated,dna 不相關
dna strand displacement,DNA鏈置換
dna which associated,相關聯的dna
double faced display,雙面顯示
genetics,遺傳學
label,標籤
linker,鏈接器
metal wire,金屬絲
nucleic bond,核鍵
nucleic dna,核酸
nucleobases,核鹼基
polynucleotide chain,多核苷酸鏈
strand dna,鏈DNA
template dna,模板DNA
wire strand,絞線
different dna molecule,不同的 dna 分子
different dna molecules,不同的DNA分子
dna molecule,脫氧核糖核酸分子
metal nanotube,金屬納米管
nucleotide,核苷酸
ss dna molecule,ss dna 分子
ss dna molecules,ss dna 分子
connection,聯繫
data strand,數據鏈
blood donor,獻血者
dna donor,脫氧核糖核酸供體
dnaa boxes,脫氧核糖核酸盒
donor ecdna,捐贈者ecdna
donor extrachromosomal dna,供體染色體外DNA
donor levels,捐助者水平
donor microorganisms,供體微生物
donor organ,供體器官
ecoli culture,生態培養
expression vectors,表達載體
food donor,食物捐贈者
money donor,捐款人
motion vector,運動矢量
nonconjugative plasmid,非結合質粒
origin of replication,複製起點
plasmid,質粒
plasmid donor,質粒供體
plasmid system,質粒系統
plasmid vector,質粒載體
recipient cell,受體細胞
retrovirus system,逆轉錄病毒系統
retrovirus vector,逆轉錄病毒載體
specific dna,特定的脫氧核糖核酸
virulence factors,毒力因子
cloning vector,克隆載體
recombination vector,重組載體
shuttle vector,穿梭矢量圖
template,模板
cells transfected,轉染的細胞
construct,構造
designated,指定的
donor cassette,供體盒
donor double stranded dna,供體雙鏈 DNA
donor money,捐助資金
donor plasmid dna,供體質粒 dna
donor plasmid vectors,供體質粒載體
donor replicons,供體複製子
double game,雙人遊戲
gene engineering,基因工程
genomic sequence,基因組序列
horizontal gene transfer,水平基因轉移
hybridization,雜交
named,命名為
polynucleotide,多核苷酸
recombinant plasmid,重組質粒
double planetary,雙行星
auxiliary power,輔助電源
chain sprocket,鏈輪
continuously gear,連續齒輪
continuously gear transmission,無級齒輪傳動
continuously reduction gear,連續減速齒輪
continuously reduction transmission,連續減速傳動
cycloid gear,擺線齒輪
cycloid transmission,擺線傳動
cycloid transmission gear,擺線傳動齒輪
double bed,雙人床
double door fridge,雙門冰箱
double eye surgery,雙眼皮手術
double eye vision,雙眼視力
double gear,雙齒輪
double helical gear,雙斜齒輪
double planetary gear,雙行星齒輪
double vision test,複視測試
dual planetary gear unit,雙行星齒輪裝置
epicyclic gear train,行星齒輪系
gear mechanism,齒輪機構
gear system,齒輪系統
intermediate planetary gear,中間行星齒輪
load related brake pressure control device,負載相關的製動壓力控制裝置
main shaft,主軸
planetary bodies,行星體
planetary gear,行星齒輪
planetary gear system,行星齒輪系統
planetary gear transmission,行星齒輪傳動
planetary reduction gear,行星減速機
planetary reduction transmission,行星減速傳動
planetary transmission,行星傳動
planetary transmission gear,行星傳動齒輪
rear axle suspension,後橋懸架
rear seat belt,後座安全帶
transmission gear,傳動齒輪
worm wheel,蝸輪
damping carriage,阻尼車廂
differential gear,差速器
differential planetary gear,差速行星齒輪
double curtains,雙層窗簾
double faced coat,雙面大衣
double layer of cell membrane,雙層細胞膜
double planetary gear four axis transmission,雙行星齒輪四軸傳動
double planetary gear multi speed transmission,雙行星齒輪多速變速器
doubling time,倍增時間
dual monitor setup,雙顯示器設置
flow the gear,流動齒輪
front arranged gear,前排齒輪
front gear,前齒輪
front mounted gear,前裝齒輪
front planetary gear,前行星齒輪
meshing,嚙合
planet solar system,行星太陽系
planetary gear component,行星齒輪組件
plastics clip fastener,塑料夾扣件
power flow gear,動力流齒輪
power flow the gear,動力流齒輪
power gear,動力齒輪
power mounted gear,動力安裝齒輪
power the gear,為齒輪供電
power transmission,電力傳輸
rear gear,後齒輪
rear mounted gear,後置齒輪
rear planetary gear,後行星齒輪
shaft mechanism,軸機構
single planetary gear,單行星齒輪
solenoid actuated friction,電磁驅動摩擦
stage planetary gear,級行星齒輪
improving,改善
cold rolled thin gauge,冷軋薄規格
culvert,涵洞
drain pipe,排水管
drain water,排水
drainage,引流
drainage after surgery,手術後引流
drainage device,排水裝置
drainage rat trap,排水捕鼠器
drainage system,排水系統
drainage systems,排水系統
eye drainage surgery,眼球引流手術
filling tank,灌裝罐
hematoma drainage surgery,血腫引流手術
high strength seamless steel pipe,高強度無縫鋼管
lymphatic drainage surgery,淋巴引流手術
passage,通道
sewage,污水
system of drains,排水系統
waste cloth,廢布
waste water,廢水
wheel hub die forging,輪轂模鍛
canal,運河
conduit,導管
conventional drainage system,常規排水系統
draining,排水
excessive water,過量的水
fabric pots,布花盆
managing change,管理變革
plant bags,植物袋
pumping,抽水
sediment collector,沉澱物收集器
sewer,下水道
steam condensate line,蒸汽冷凝線
steam trap,蒸汽疏水閥
sub surface drainage,地下排水
subsurface data,地下數據
surface drainage,地表排水
surface tension,表面張力
water collector,集水器
water tax,水稅
atomizer nozzle,霧化器噴嘴
ball assembly drive,球總成驅動
ball drive,球驅動
ball screw drive,滾珠絲槓驅動
ball spline,球花鍵
ball valve,球閥
balls,球
coiling motor,捲取電機
drive ball,驅動球
drive ball screw,驅動滾珠絲槓
drive login,驅動器登錄
driving balls,發球
electrostatic bearing,靜電軸承
guide rail,導軌
motor drive,電機驅動
rubber ball,橡皮球
solder balls,焊球
steel ball drive unit,鋼球驅動裝置
stop ball,停球
storage drive,存儲驅動器
ball bearing members,滾珠軸承構件
ball members,球成員
ball system,球系統
cricket ball,板球
drive balls,驅動球
drive torque,驅動扭矩
driving ball,發球
driving test,駕駛測試
dual mass flywheel,雙質量飛輪
engagement balls,訂婚球
eye balls,眼球
lead motors,引導馬達
operate balls,操作球
outer balls,外球
power shift transmission,動力換檔傳輸
roller balls,滾珠
roller members,滾子構件
rotary force,旋轉力
shift lever,變速桿
soccer ball,足球
spring biased balls,彈簧偏置球
tennis ball,網球
thrust balls,推力球
wheel drive ball,輪驅動球
food composition,食物成分
uncoated tablets,未包衣片劑
car dent,汽車凹痕
cereal,穀物
cereals,穀物
corn,玉米
corner,角落
dent corn,馬齒玉米
dried corn,幹玉米
dried kernels,乾果仁
dried maize,幹玉米
dry,乾燥
dry corn flour,幹玉米粉
dry corn starch,幹玉米澱粉
dry ice,乾冰
dry maize,幹玉米
dry wheat,幹小麥
dry zea mays,幹玉米
grain,糧食
pop corn,爆米花
pop singer,流行歌手
pop star,明星
solids,固體
starchy seed,澱粉種子
vacuum,真空
zea mays,玉米
a dual clutch gearbox,雙離合變速箱
air supply filter,供氣過濾器
automatic manual transmission,自動手動變速器
clutch system,離合器系統
continuously automatic,連續自動
continuously variable,連續可變
double clutch,雙離合器
dual band router,雙頻路由器
dual blood supply,雙血供
dual bluetooth speakers,雙藍牙音箱
dual clutch,雙離合器
dual clutch assembly,雙離合器總成
dual clutch transmission,雙離合變速器
dual clutch type,雙離合型
dual coupling,雙聯軸器
dual space,雙空間
dual type,雙型
duality theory,對偶理論
duplicate device detection,重複設備檢測
failsafe seat belt system,故障安全安全帶系統
gearbox has two clutches but no clutch pedal,變速箱有兩個離合器但沒有離合器踏板
hydraulics,液壓
mechanical,機械的
motor automatic,電機自動
multi step reduction gear,多級減速齒輪
pedestrian protection,行人保護
planetary automatic,行星自動
planetary variable,行星變量
sophisticated network,複雜的網絡
torque converter device,變矩器裝置
twin clutch transmission,雙離合變速器
a traditional automatic transmission,傳統的自動變速器
clutch,離合器
clutch assembly,離合器總成
clutch lapel pin,離合器翻領別針
clutch selectively,有選擇地離合
clutch switching selectively,有選擇地切換離合器
