,0
non transparent liquid crystal display,非透明液晶顯示器
reflective liquid crystal display device,反射式液晶顯示裝置
screen guard,屏幕保護膜
see through display,透視顯示
semiconductor apparatus,半導體裝置
sequential liquid crystal display,順序液晶顯示
touch keyboard,觸摸鍵盤
translucent lcd display,半透明液晶顯示器
transparency lcd,透明液晶屏
transparency lcd display,透明液晶顯示器
transparency liquid crystal,透明液晶
transparency liquid crystal display,透明液晶顯示器
transparent crystal,透明水晶
transparent crystal display,透明水晶顯示器
transparent lcd,透明液晶
transparent lcd display,透明液晶顯示器
transparent liquid,透明液體
transparent liquid crystal,透明液晶
tv image display,電視圖像顯示
usual keyboard,普通鍵盤
usual screen,普通屏幕
carry from layer,從層攜帶
continuous core reinforced filament,連續芯增強長絲
convey from layer,從層傳送
fixed from layer,從層固定
heart layers,心臟層
heated conduit nozzle,加熱導管噴嘴
pericardium layers,心包層
plastic tie system,塑料繫帶系統
soil layer,土層
synthetic yarn,合成紗線
transport from chamber,從腔室運輸
transport from coat,從外套運輸
transport from coating,從塗層運輸
transport from container,從集裝箱運輸
transport from film,從膠片運輸
transport from layer,從層傳輸
transport from location,從地點運輸
transport from node,從節點傳輸
transport from sheet,從片材運輸
transport to layer,傳輸到層
change the layers,更改圖層
color substrates,彩色基材
first surface,第一表面
flow from layer,從層流出
layered closure,分層閉合
move out from layer,從層移出
moving between layers,在層之間移動
multilayer,多層
skin layers,皮膚層
thin films,薄膜
transfer from layer,從層轉移
transfer from layers,從層轉移
transfer surface,轉移面
transfer to layer,轉移到層
transport from layers,從層傳輸
transport from surface,從地面運輸
transport layer,傳輸層
transport to layers,傳輸到層
transporting from the layer,從層傳輸
travele along direction,沿方向行駛
travele in pipe,在管道中行駛
travele in vehicle,乘車旅行
advance in direction,向著方向前進
blood flow direction,血流方向
brake pipe,剎車管
direction of travel,行進方向
eye fluid direction,眼液方向
low power radio,低功率無線電
monitoring the condition of railway tracks,監測鐵路軌道的狀況
move in direction,向著方向移動
progress in direction,方向進展
rail path determination,軌道路徑確定
rail traffic regulating system,軌道交通調節系統
river flow direction,河流流向
travel bag,旅行包
travel direction,行進方向
travel in south direction,向南行駛
travel wireless router,旅行無線路由器
travele in direction,向著方向前進
travele in network,在網絡中旅行
travele in opposite direction,向相反的方向行駛
unscrew direction,擰開方向
travele in response,響應式旅行
alternative travel options,替代旅行選擇
backward movement,向後運動
blade motor,刀片電機
control stick,操縱桿
map directions,地圖方向
maximum free travel,最大自由旅行
moving forward way,前進的方式
northerly direction,偏北方向
reverberation signals,混響信號
travel plan,旅行計劃
travel route generating,旅行路線生成
travel series,旅行系列
travele direction,行進方向
travelling in the direction,向著方向行駛
way along,一路走來
wind blade,風刃
awareness programs,宣傳計劃
boiling temperature,沸騰溫度
chemical processes,化學過程
chemical systems,化學系統
chemical treatments,化學處理
conditional treatment,有條件的治療
medical treatments,醫療
pre processing,預處理
programming languages,編程語言
steam treatment,蒸汽處理
treating unit,處理單元
treatment controlling apparatus,治療控制裝置
treatment processes,處理過程
treatment request,治療請求
treatment systems,處理系統
treatments,治療
tv programs,電視節目
water vapor treatment,水蒸氣處理
ammonium salts,銨鹽
bzatp,bzatp
bzatp triethylammonium salt,bzatp三乙基銨鹽
crystalline salts,結晶鹽
desired compound,所需化合物
desired product,所需產品
ion interaction reagent,離子相互作用試劑
magnesium chloride,氯化鎂
p2x receptor agonist,p2x受體激動劑
pharmaceutical salt,藥用鹽
potassium chlorate,氯酸鉀
purified,淨化的
qas,質量保證
quaternary ammonium salts,季銨鹽
table salt,食鹽
tertiary ammonium acetate derivative,乙酸叔銨衍生物
tertiary ammonium chloride derivative,叔氯化銨衍生物
tertiary ammonium salts,叔銨鹽
title compound,標題化合物
title product,標題產品
triethylammonium,三乙銨
triethylammonium acetate,三乙基乙酸銨
triethylammonium bicarbonate,三乙基碳酸氫銨
triethylammonium chloride,三乙基氯化銨
trimethylaminiumyl salt,三甲胺鹽
trimethylazanium cation,三甲基氮銨陽離子
trimethylazanium salt,三甲基氮銨鹽
organic ammonium cation,有機銨陽離子
quaternary ammonium,季銨
receiver remote,接收器遙控器
triclopyr triethylamine salt,綠草定三乙胺鹽
triethylammonium cyclodextrin sulfate,三乙銨環糊精硫酸鹽
triethylammonium ion,三乙基銨離子
crusher,破碎機
cylindrical drum,圓柱形滾筒
grizzly screens,灰屏
led screen,顯示屏
mechanical screening machine,機械篩分機
plasma display,等離子顯示器
rotary screen,旋轉屏幕
rotary sieve,旋轉篩
scalping screen,剝頭皮屏幕
screen aperture,屏幕孔徑
screen brightness,屏幕亮度
screen capture,屏幕截圖
screen recorder,屏幕錄像機
screen separator,屏幕分隔符
trommel,鼓
trommel screener,滾筒篩分機
trommel screens,鼓屏風
trommel separator,鼓式分離器
blue screen filter,藍屏過濾器
cylindrical screen,圓柱形屏幕
drum screen,鼓屏
electrostatic coalescing device,靜電聚結裝置
ore concentration,礦石濃度
screen player,屏幕播放器
screen projector,屏幕投影儀
screening machine,篩分機
separate materials,單獨的材料
sheet shaped electrode,片狀電極
solid waste separator,固廢分離器
trommel machine,鼓機
trommel mill,鼓磨機
trommel screen,鼓屏
trommel sieve,鼓篩
shaker,搖床
brightness,亮度
whiteness,白度
coefficient of reflection,反射係數
college degree,大專學歷
degree of reflectivity,反射率
eclipse,蝕
emissivity,發射率
emittance value,發射度值
reflection factor,反射係數
reflective capability,反射能力
sand paper,砂紙
sending back of light,送迴光
shiny surface,閃亮的表面
solar energy reflectance,太陽能反射率
solar radiation reflection,太陽輻射反射
solar reflectance index,太陽反射指數
surface energy,表面能
theater support representative,劇院支持代表
total fees,總費用
total solar reflectance,太陽總反射率
verbal capability,語言能力
billet doux,軟票
billet health,鋼坯健康
blank,空白的
eye tubular sclerosis,眼小管硬化
mechanical tools,機械工具
metal billet,金屬坯料
plunger,柱塞
preform,瓶坯
rolled copper foil,壓延銅箔
round bar,圓棒
round billet,圓坯
round shaft,圓軸
sawing device,鋸切裝置
shell,殼
steel bar,金屬棒
strip metal rolling mill,帶材軋機
tube shaped billet,管形坯
tubular billet,管坯
tubular billets,管坯
tubular membrane,管狀膜
tubular tyre,管胎
vesicular tubular cluster,水泡管狀簇
workpiece,工件
a tubular latch casing,管狀閂鎖外殼
closer look,仔細看看
closer value,更接近的價值
cylindrical latch,圓柱形閂鎖
door closer,閉門器
door lock device,門鎖裝置
fastener supplier,緊固件供應商
fastening a window of a motor vehicle,固定汽車的車窗
handle fitting,手柄配件
hollow member,空心構件
item of ironmongery,鐵器物品
keycard with partially magnetised,部分磁化鑰匙卡
mechanical fastener,機械緊固件
polyurethane tubular blood pump,聚氨酯管狀血泵
rigid steel tube,剛性鋼管
tubular blood vessel,管狀血管
tubular blood vessel stent,管狀血管支架
tubular latch,管狀閂鎖
capacitive transistor,電容晶體管
capacitor anode,電容器陽極
capacitor housing,電容器外殼
cell storage,細胞儲存
drain channel,排水溝
drain region,漏區
electrical capacitor,電容器
n channel mos capacitor,n溝道mos電容
node junction,結點
oxide capacitor,氧化物電容器
quantum tunnelling,量子隧穿
resonant tunneling,共振隧道
selection element,選擇元素
selection transistor,選擇晶體管
tunnel boring machine,隧道掘進機
tunnel bridge,隧道橋
tunnel capacitor,隧道電容器
tunnel capacitor connected,隧道電容連接
tunnel capacitor coupled,隧道電容耦合
tunnel coupled,隧道耦合
tunnel gate element,隧道門元件
tunnel gate transistor,隧道柵晶體管
tunnel transistor,隧道晶體管
tunnel transistor connected,隧道晶體管連接
tunnel transistor coupled,隧道晶體管耦合
tunneling,隧道
tunneling capacitor connected,隧道電容連接
tunneling capacitor coupled,隧穿電容耦合
tunneling coupled,隧道耦合
tunneling effect,隧道效應
tunneling element,隧道元件
