,0
less power consumption,更少的功耗
low power,低電量
low voltage,低電壓
lower energy consumption,降低能耗
minimal electrical power,最小電力
minimum,最低限度
phase commands,相位命令
positive,積極的
power control cycle,功率控制週期
predefined power,預定義的權力
reduced,減少
reduced low power,降低低功率
reduced power,降低功率
reduced voltage,降壓
relatively low power,相對較低的功率
relatively reduced power,相對降低功率
stand by periods,待命時期
temporary transition,臨時過渡
addressing split modes,解決分裂模式
area diameter,面積直徑
area of a circle,圓的面積
cell storage area,細胞儲存區
control by memory,記憶控制
define by election,選舉定義
define by storage,按存儲定義
defined area,定義區域
defined memory,定義記憶
defined memory array,定義的內存數組
dsp unit,DSP單元
in memory representation,在內存表示中
internal storage,內部存儲器
memory cell storage area,存儲單元存儲區
non defined memory,未定義的記憶
plurality of memory cells,多個存儲單元
