,0
hydrocarbon starting materials,烴類原料
injury,受傷
large crystal,大水晶
metastable zone,亞穩區
organic raw material,有機原料
organic starting compounds,有機起始化合物
organic starting materials,有機原料
supersaturated solution,過飽和溶液
car motion,汽車運動
change direction,改變方向
continuous ion sources,連續離子源
data direction,數據方向
dc acceleration,直流加速
dipolar excitation,偶極激發
direction of motion,運動方向
flow of electron,電子流
initial velocity,初始速度
kinetic energy,動能
mobility spectrometer,遷移譜儀
orthogonal acceleration time,正交加速時間
orthogonal extraction,正交提取
orthogonal matrix,正交矩陣
orthogonal point,正交點
orthogonal vectors,正交向量
accelerated pulse,加速脈衝
acceleration efficiency,加速效率
acceleration of vehicle,車輛加速度
alternative,選擇
clock time,時鐘時間
inventive,創造性的
ion sources,離子源
orthogonal acceleration time of flight,正交加速飛行時間
orthogonal acceleration unit,正交加速度單元
orthogonal axes,正交軸
orthogonal cutting,正交切割
orthogonal deceleration,正交減速
orthogonal directions,正交方向
orthogonal pulsed acceleration,正交脈衝加速度
real time orthogonal acceleration,實時正交加速度
time of flight,飛行時間
velocity distribution,速度分佈
bar portions,酒吧部分
bark collar,樹皮項圈
exterior bar,外部酒吧
exterior rod,外桿
inner bar,內欄
intermediate bar,中間條
metal bar,金屬棒
metal beam,金屬梁
metal shaft,金屬軸
metal stake,金屬樁
outer bark of a tree,樹的外皮
outer beauty,外在美
outer cross bar,外橫桿
outer ground,外地
outer rod,外桿
outer space,外太空
outside bar,酒吧外
outside rod,外桿
outside the city,城外
outward bar,向外欄
rod member,桿件
rod portions,桿部分
second outer bar,第二個外欄
angle bracket,單書名號
bar chart,條形圖
bar council,律師委員會
bar soap,條皂
central bar,中央酒吧
cross piece,橫片
cycle tube,循環管
inside bar,內吧
outer hall area,外廳區
outer square tube,外方管
square tube,方形管
support person,支持者
transverse bar,橫桿
upper horizontal bar,上單槓
annular electrode,環形電極
annular electrode surface,環形電極表面
annular outer electrode,環形外電極
annular support,環形支撐
annular support surface,環形支撐面
annular surface,環形面
annular wall,環形壁
cylinder volume formula,氣缸容積公式
cylindrical electrode,圓柱形電極
cylindrical power,圓柱功率
electrode pokemon,電極小精靈
hollow cylindrical electrode,空心圓柱電極
hollow electrode,空心電極
hollow words,空洞的話
inner cylindrical electrode,內圓柱電極
inner cylindrical electrodes,內圓柱電極
inner cylindrical screen,內圓柱屏幕
inner cylindrical substrate,內圓柱基板
inner screen electrode,內屏電極
inner tubular electrode,內管電極
multielectrodes,多電極
outer core,外核
outer cylindrical anode,外圓柱陽極
outer cylindrical electrode further,外圓柱電極進一步
outer cylindrical electrodes,外圓柱電極
outer cylindrical screen,外圓柱屏
outer electrode,外電極
outer electrode layer,外電極層
outer electrode member,外電極構件
outer electrode surface,外電極表面
outer electrodes,外電極
outer ring road,外環路
outer screen electrode,外屏電極
outer support surface,外支撐面
outer tubular electrode,外管狀電極
outer tubular electrodes,外管狀電極
outer wall,外牆
output electrode,輸出電極
ring electrode,環形電極
ring shaped electrode,環形電極
second tubular electrode,第二管狀電極
tubular outer electrode,管狀外電極
adjustable support rollers,可調支撐滾輪
center back pain,中背痛
childrens car seat hood,兒童汽車座椅罩
data center,數據中心
duty center,值班中心
duty command,值班指揮
economic output,經濟產出
help center,幫助中心
input axis,輸入軸
input center,輸入中心
maximum duty center,最高值班中心
maximum duty command,最大負荷指令
output axis,輸出軸
output center,輸出中心
output center axle,輸出中軸
output centre,輸出中心
output encoding,輸出編碼
output feedback signal,輸出反饋信號
output means,輸出裝置
output portion,輸出部分
output unit,輸出單元
output voltage center,輸出電壓中心
propulsion vehicle,推進車
scissor type frame,剪刀式框架
tensioner,張緊器
cardiac output,心輸出量
central area,中心區
design output,設計輸出
document output center,文件輸出中心
end output,結束輸出
exit,出口
external device,外部設備
gear assembly,齒輪總成
gravity center,重心
healthcare center,保健中心
looper,活套
output central,輸出中心
output centres,輸出中心
output location,輸出位置
output point,輸出點
resulting devices,結果設備
artillery battery,火砲電池
charging batteries,給電池充電
charging point,充電點
cob 6,玉米棒 6
coke oven batteries,焦爐電池
coking plants,焦化廠
combustion,燃燒
concrete wall,水泥牆
drums,鼓
electrical socket,電源插座
food batter,麵糊
furnace cell,爐膛
furnace power source,爐電源
heating arrangement,加熱裝置
heating walls,加熱牆
oven,烤箱
oven battery,烤箱電池
oven cell,烤箱單元
oven furnace,烤箱爐
oven power source,烤箱電源
oven structures,烤箱結構
oven technology,烤箱技術
ovens,烤箱
ovens batteries,烤箱電池
ovens battery,烤箱電池
ovens structures,烤箱結構
over the head,在頭頂
plantlets,小苗
quenching furnace,淬火爐
quenching oven,淬火爐
ball mounted mechanism,球裝機構
boundary condition,邊界條件
condition monitoring,狀態監測
conditions for medical events,醫療事件的條件
damage condition,損壞情況
damage status,損壞狀態
ergonomic three wheeled bicycle,符合人體工學的三輪自行車
external teeth,外牙
external wheel,外輪
integrity,正直
overall condition,整體情況
overall credit score,整體信用評分
overall health supplements,整體保健品
overall integrity,整體完整性
overall position,總體定位
overall situation,全局
overall status,整體狀況
overall survival,總生存期
overall working conditions,整體工作條件
skin condition,皮膚狀況
status,地位
structural condition,結構條件
structural integrity,結構完整性
total condition,總體狀況
tractor,拖拉機
trolley carrying sacks,攜帶麻袋的手推車
applicable force,適用力
base on overall weight,基於總重量
complete weight,全重
entire weight,整個重量
joint connector,接頭連接器
mass,大量的
monitor in motor vehicle,機動車輛中的監視器
overall fat loss,整體減脂
overall market cap,總市值
overall measurement,整體測量
overall revenue,總收入
overall weight,總重
stiffness to weight ratio,剛度重量比
suspension coordinator subsystem,懸掛協調子系統
total mass,總質量
total of weight,總重量
total weight,總重量
vehicle reliability,車輛可靠性
weight loss diet,減肥飲食
weight loss exercise,減肥運動
weight mass,重量 質量
weight of weight,重量重量
weight performance,重量表現
weight system,重量系統
dry weight,淨重
dry wt,乾重
gross income,總收入
gross weight,總重量
mosquito net,蚊帳
net weight,淨重
overall amount,總量
overall cost,總成本
overall mass,總質量
overall oxide composition,總氧化物組成
overall oxide weight,總氧化物重量
overall total composition,總構成
overall total weight,總重量
part by part,一部分一部分
parts by weight,重量份數
substituted amount,替代金額
total by weight,總重量
total by wt,總重量
total composition,總成分
total oxide composition,總氧化物組成
total oxide weight,總氧化物重量
total wt,總重量
weight by weight,按重量計算
weight in percentage,重量百分比
weight loss,減肥
weight machine,稱重機
weight total weight,重量 總重量
weight total wt,重量總重量
hardness,硬度
reduce overall weight,減輕整體重量
surface weight,表面重量
total,全部的
total surface,總面積
weight of total,總重量
weight per total,總重量
weight per weight,每重量重量
wt of weight,重量重量
wt per weight,每重量重量
