,0
rock layer,岩層
rubber and paint,橡膠和油漆
silica aluminas,二氧化矽氧化鋁
silicate,矽酸鹽
silicate zeolites,矽酸鹽沸石
silicoaluminates,矽鋁酸鹽
silicon,矽
sodium aluminum silicates,矽酸鋁鈉
tensile strength,抗拉強度
thermal conductivity,導熱係數
top layer,頂層
ammonia,氨
ammonia concentration,氨濃度
ammonia extraction,氨萃取
ammonia poisoning,氨中毒
ammonia recovery plant,氨回收廠
ammonia separation,氨分離
ammonia solution concentration,氨溶液濃度
ammonia solution recovery,氨溶液回收
ammoniacal liquor,氨水
ammonium concentration,銨濃度
ammonium recovery,銨回收
aqueous ammonia concentration,氨水濃度
aqueous ammonia recovery,氨水回收
aqueous solution concentration,水溶液濃度
aqueous solution recovery,水溶液回收
bipolar membrane electrodialysis,雙極膜電滲析
electrodialysis,電滲析
evaporation,蒸發
hydrogen recovery,氫氣回收
hyperammonemia,高氨血症
metal extraction,金屬提取
nh3 recovery,氨氣回收
nitrogen compounds preparation,氮化合物製備
nitrogen purification,氮氣淨化
nitrogen recovery,氮回收
nitrogen removal,除氮
nitrogen separation,氮氣分離
obtain nh3,獲得NH3
obtain solution,獲得解決方案
polyatomic cations,多原子陽離子
protonation of ammonia,氨質子化
purification,純化
recovering ammonia,回收氨
recovering of ammonia,氨的回收
recovering of water,水的回收
recovering recovery,恢復恢復
recovering recovery ammonia,回收 回收氨
recovering recovery water,回收再生水
recovery,恢復
recovery ammonia,回收氨
recovery from injury,從傷病中恢復
recovery of ammonia,氨的回收
recovery of water,水的回收
recovery water,回收水
recycling process,回收過程
separation,分離
solvay process,求解過程
speedy recovery,早日康復
syngas recovery,合成氣回收
syngas removal,合成氣去除
tooth extraction,拔牙
alloy separation,合金分離
aluminium separation,鋁分離
ammonia from wastewater,廢水中的氨
ammonia gas recovery,氨氣回收
ammonia production,氨生產
ammonia recover,氨回收
ammonia recovery process,氨回收工藝
ammonia recovery tower,氨回收塔
ammoniacal liquor preparation,氨水製備
ammonium gas recovery,氨氣回收
ammonium recover,銨回收
azane separation,氮烷分離
binary hydride,二元氫化物
chemical extraction,化學萃取
colourless gas,無色氣體
distillation process,蒸餾工藝
froth separation,泡沫分離
gas recovery,氣體回收
nitrogenous waste,含氮廢物
recovery of money,追回金錢
recovery of password,找回密碼
recovery of vehicle,車輛回收
regenerate hydrogen nitride,再生氮化氫
sour removal,去酸
sour shift,酸轉變
sweet shift,甜蜜的轉變
urea recovery,尿素回收
agonists,激動劑
androgen deprivation,雄激素剝奪
androgen independent,不依賴雄激素
androgen receptor ligands,雄激素受體配體
androgenic drugs,雄激素藥物
ar agonists,受體激動劑
bind to androgen receptor,與雄激素受體結合
chelating ligand,螯合配體
coordination ligand,配位體
described below,如下面所描述的
dirt receptor,污垢受體
enobosarm,依諾沙姆
estrogen receptor modulators,雌激素受體調節劑
follows,跟隨
hormone,激素
inhibitors,抑製劑
mediator,調解員
modular protein,模塊化蛋白質
modulators,調節劑
pharmacological treatment,藥物治療
receptor,受體
receptor modulators,受體調節劑
running track,運行軌道
sarms,武器
selective androgen,選擇性雄激素
selective androgen receptor modulators,選擇性雄激素受體調節劑
selective estrogen receptor modulators,選擇性雌激素受體調節劑
sports club,體育俱樂部
steroides,類固醇
testosterone receptor modulators,睾酮受體調節劑
therapeutics,療法
angular ball bearing,角球軸承
angular contact ball bearing,角接觸球軸承
angular contact bearing,角接觸軸承
angular eye disease,角眼病
angular webpack,有角度的 webpack
axial angular contact bearing,軸向角接觸軸承
bearing joints,軸承接頭
bearing systems,軸承系統
ceramic sputtering target,陶瓷濺射靶材
contact lens,隱形眼鏡
contact therapy radiation,接觸治療放射
contact tracing,接觸者追踪
cylindrical roller,圓柱滾子
electromotive iron material cutter,電動鐵料切割機
load bearings,承重軸承
machine elements,機器元件
molten solder applicating apparatus,熔融焊料塗敷裝置
outer ring race,外圈座圈
radial angular contact bearing,徑向角接觸軸承
roller bearing,滾子軸承
rolling element bearings,滾動軸承
angular bearing,角軸承
ball bearing,滾珠軸承
bearing system,軸承系統
contact network,聯繫網絡
contact number,聯繫電話
contact type programming,接觸式編程
damping element,阻尼元件
double row angular contact bearing,雙列角接觸軸承
dual angular contact bearing,雙角接觸軸承
electric generators,發電機
gear shift cable,變速線
needle bearing,滾針軸承
non contact programming,非接觸式編程
outer bearing,外軸承
pain bearing,承受痛苦
rotator,旋轉器
sealing of pistons,活塞密封
spherical roller bearing,調心滾子軸承
steal balls,偷球
vehicle,車輛
angular contact,角接觸
angular contact assembly,角接觸組件
bearing,軸承
inner element,內部元素
inner ring,內圈
outer element,外部元素
outer ring,外環
plurality element rolling,多元滾動
plurality of elements,多個元素
plurality of rolling,多次軋製
plurality of rolling elements,多個滾動體
set element rolling,設置元素滾動
set of elements,元素集
set of rolling,一套滾動
set of rolling elements,滾動元件組
angle bearing,角軸承
angle contact bearing,角接觸軸承
angle contact bearings,角接觸軸承
angled bearing,角軸承
angled contact bearing,角接觸軸承
angled contact bearings,角接觸軸承
angular contact bearings,角接觸軸承
embodiment angle bearing,實施例角軸承
embodiment angle contact bearing,實施例角接觸軸承
embodiment angle contact bearings,實施例角接觸軸承
embodiment angular bearing,實施例角軸承
embodiment angular contact bearing,實施例角接觸軸承
embodiment angular contact bearings,實施例角接觸軸承
thrust bearing,推力軸承
adipose tissue,脂肪組織
animal,動物
animal by products,動物副產品
animal cage,動物籠子
animal dairy product,動物乳製品
animal essential fatty acids,動物必需脂肪酸
animal ester of fatty acids,動物脂肪酸酯
animal fats and oils,動物油脂
animal house,動物屋
animal oils,動物油
animal triglycerides,動物甘油三酯
animal zoo,動物動物園
consist of animal fats,由動物脂肪組成
fat cells,脂肪細胞
fat removal surgery,脂肪去除手術
fatigue strength,疲勞強度
fats,脂肪
inedible fats,不可食用的脂肪
lipid profile,血脂譜
liver metabolism,肝臟代謝
made of triglycerides,由甘油三酯製成
palmitic acid,棕櫚酸
pest animals,害蟲動物
vegetable fats,植物脂肪
waxes,蠟
animal care,動物護理
animal lipid,動物脂質
animal lipids,動物脂質
biochemical mechanisms,生化機制
biomass,生物質
burning fats,燃燒脂肪
dietary fat,膳食脂肪
ester of fatty acids,脂肪酸酯
fat molecules,脂肪分子
fat people,胖人
fat person,胖人
fatty tissue,脂肪組織
fish oils,魚油
lubricating oils,潤滑油
milk fats,乳脂
nutrient in food,食物中的營養
oil,油
oils,油
pet animal,寵物
petroleum oils,石油
rendered fats,提煉脂肪
saturated fats,飽和脂肪
triglycerides from animals,動物甘油三酯
vegetable oils,植物油
acid fats,酸性脂肪
animal fat,動物脂肪
animal vegetable fat,動植物脂肪
animal vegetable fats,動植物脂肪
components,成分
fat,胖的
fatty acid fats,脂肪酸脂肪
fatty fats,脂肪
fish fat,魚油
fish fats,魚油
greases,潤滑脂
hydrogenated animal fat,氫化動物脂肪
hydrogenated animal fats,氫化動物脂肪
hydrogenated vegetable fat,氫化植物脂肪
hydrogenated vegetable fats,氫化植物脂肪
natural fat,天然脂肪
natural fats,天然脂肪
products,產品
vegetable fat,植物脂肪
annual plants,一年生植物
annual review,年度審核
annular eclipse,日環食
annular ends,環形端
annular ulcer,環狀潰瘍
automatic steering vehicle,自動轉向車
blood tube end,採血管末端
circular ends,圓形末端
corresponding axial ends,相應的軸向端
cylindrical flanges,圓柱法蘭
cylindrical segments,圓柱段
disc shaped ends,圓盤形末端
end edges,端邊
endnote,尾註
ends edges,結束邊緣
extending,延伸
flanges,法蘭
fuel tanks,汽油桶
inner edges,內邊緣
outer circular surfaces,外圓表面
plates,盤子
projecting annular flanges,突出的環形法蘭
ring shaped ends,環形末端
rings,戒指
segments,細分市場
shoulders,肩膀
tire changer,輪胎拆裝機
tubular segments,管段
annular,環狀
annular ligament,環狀韌帶
annular neck,環形頸
annular neck portion,環形頸部
annular plaques,環狀斑塊
annular rearward transition,環形向後過渡
annular rearward wall,環形後壁
annular sleeve,環形套筒
annular solar eclipse,日環食
annular thickening xylem,環狀增厚木質部
annular transition,環形過渡
annulated neck,環形頸
axially rearward transition,軸向向後過渡
axially rearward wall,軸向後壁
bottle cap,瓶蓋
circular neck,圓頸
collagen casing,膠原蛋白腸衣
fluid impermeable shell,不透流體的外殼
intermediate neck,中間頸部
intermediate transition,中間過渡
lining high pressure pipeline,內襯高壓管道
neck,脖子
neck glands,頸部腺體
rectangular neck,長方形脖子
ring shaped neck,環頸
rounded neck,圓領
tie filament,扎絲
annual neck,每年的脖子
annular flange,環形法蘭
annular element,環形元件
annular portion,環形部分
annular tube,環形管
end element,結束元素
end portion,端部
extension,擴大
insert,插入
integral sleeve,整體套筒
integral tube,一體管
annular lip,環形唇
annular retaining shoulder,環形擋肩
circular device,圓形裝置
circumferential shape,圓周形狀
extending tubular projection,延伸管狀突起
gold ring,黃金戒指
inner annular bead,內環珠
