,0
smooth external surface,光滑的外表面
smooth outer portion,光滑的外部
smooth outer surface,光滑的外表面
smooth outside surface,光滑的外表面
smooth skin treatment,光滑皮膚治療
waste disposal,廢物處理
winding drum,捲筒
continuous thickness,連續厚度
even outer surface,外表面均勻
flat outer surfaces,平坦的外表面
flat top,平頂
outer skeleton,外骨骼
plane exterior,平面外觀
plane outer surface,平面外表面
silky outer surface,柔滑的外表面
smooth bedsheet,光滑的床單
smooth cloth,光滑的布
smooth exterior,光滑的外表
smooth muscle,平滑肌
smooth silk,光滑的絲綢
soft outer surface,柔軟的外表面
substantial thickness,相當的厚度
top side,頂面
clay,粘土
flexible oligomeric,柔性低聚
flexible organogels,柔性有機凝膠
hard polymeric,硬質聚合物
inorganic matter,無機物
isotropic polymer networks,各向同性聚合物網絡
organic materials,有機材料
polysaccharide materials,多醣材料
soap,肥皂
soft matter,軟物質
soft polymeric block,軟聚合物塊
soft polymeric composition,柔軟的聚合物組合物
soft polymeric material,軟聚合材料
super soft polymeric dressing pads,超柔軟聚合物敷料墊
surface stickiness,表面粘性
synthetic soft,合成軟
thermoplastic elastomer,熱塑性彈性體
compressible polymeric,可壓縮聚合物
flexible polymer,柔性聚合物
hard plastic,硬塑料
hard polymer,硬聚合物
hard polymeric backing,硬質聚合物背襯
hard polymeric constituent,硬聚合物成分
hearing aid,助聽器
pliable polymeric,柔韌的聚合物
polimer body,聚合物體
soft as a feather,柔軟如羽毛
soft cakes,軟蛋糕
soft clay,軟粘土
soft cloth,軟布料
soft magnetic powder polymer,軟磁粉聚合物
soft polymer lense,軟聚合物鏡片
soft polymeric body,柔軟的聚合體
soft polymeric sheet,軟聚合物片材
soft skills,軟技能
soft water,軟水（碳酸鈣含量少
blazing process,熾熱的過程
lead free solder bump,無鉛焊點
member function,成員函數
multiple lead element,多鉛元素
reflowed member,回流成員
reflowed solder member,回流銲件
shoulder joint,肩關節
solder,焊接
solder body,焊體
solder element,焊錫元件
solder layer,焊錫層
solder mask,阻焊層
solder members,焊料成員
soldering member,焊接件
soldering process,焊接工藝
terminal members,終端成員
virtual member,虛擬會員
gate current,柵極電流
gate voltage,柵極電壓
source channels,來源渠道
source voltage,源電壓
sources channel,來源渠道
sources channels,來源渠道
cavity and recess,空腔和凹槽
channel coding,信道編碼
channel manager,頻道管理員
emitting element,發光元件
emitting fiber,發射光纖
emitting tube,發射管
emitting unit,發射單元
guide unit,指導單位
guiding member,指導員
guiding unit,指導單位
hole to enter,進入的洞
provenance channel,出處渠道
receiving element,接收元件
receiving tube,接收管
root channel,根頻道
source groove,源槽
source of food,食物來源
source of information,信息來源
source of vitamin,維生素的來源
source passage,源通道
source slot,源槽
source tube,源管
channel width,信道寬度
cleaning machine,清洗機
drip lines,滴水線
dynamic fluid channel,動態流體通道
fluent supply system,流體供給系統
fluid manifold,流體歧管
plurality fluid source,多個流體源
pressure source channel,壓力源通道
pressure supply channel,壓力供給通道
retroreflective coating,逆反射塗層
sender source,發件人來源
source adapter,源適配器
source body,源體
source chamber,源室
source channel,來源渠道
source codes,源代碼
source conduit,源導管
source connector body,源連接器主體
source fluid system,源流體系統
source manifold,源流形
source means,源手段
source of system,系統來源
source pipe,源管
source supply channel,貨源供應渠道
static chamber,靜室
static channel,靜態通道
static flow channel,靜態流道
static fluid channel,靜態流體通道
supply channels,供應渠道
supply tank,供應罐
surface treating objects,表面處理對象
visible light lamp,可見光燈
systematic channel,系統渠道
systematic linear,系統線性
turbo,渦輪
turbo linear,渦輪線性
drain threshold,排水閾值
drain voltage,漏極電壓
drain voltages,漏極電壓
input voltage,輸入電壓
reference potential,參考電位
reference signal,參考信號
source on threshold,閾值來源
source on voltage,電壓源
source threshold,源閾值
source voltage voltages,源電壓電壓
source voltages,源電壓
turn on threshold,開啟閾值
turn on voltage,開啟電壓
turn source threshold,轉源閾值
turn source voltage,轉源電壓
voltage voltages,電壓電壓
clamp voltage,箝位電壓
clock unit,時鐘單元
consumption,消耗
consumption required,消耗量
consumption voltage,消耗電壓
current drop,電流下降
current ratio,目前的比例
gate current drop,柵極電流降
gate current voltage,柵極電流電壓
gate ratio,門比率
gate resistance,柵極電阻
gate voltage drop,柵極電壓降
power bi,電源雙
power supply voltage,電源電壓
pulse monitor,脈搏監測器
source current drop,源電流降
source current ratio,源電流比
source current voltage,源電流電壓
source document,源文件
source potential input,源電位輸入
source potential supply,源潛在供應
source ratio,源比
source repository,源存儲庫
source resistance,源電阻
source supply,貨源供應
source vmware,源 vmware
source voltage drop,源電壓降
source voltage input,源電壓輸入
source voltage ratio,源電壓比
source voltage supply,電源電壓供應
supply potential input,供給電位輸入
supply required,需要供應
supply voltage,電源電壓
supply voltage input,電源電壓輸入
supply work,供應工作
transistor circuit,晶體管電路
two terminal device,兩個終端設備
voltage level,電壓等級
voltage ratio,電壓比
current resistance,電流電阻
current source resistance,電流源電阻
current source voltage,電流源電壓
current voltage,當前電壓
current voltage resistance,電流電壓電阻
drain applied,應用排水管
drain applied voltage,漏極施加電壓
output current,輸出電流
source applied,源應用
source applied voltage,源施加電壓
source potential,源潛力
source voltage potential,源電壓電位
substrate potential,底物電位
substrate source potential,底物源電位
substrate source voltage,襯底源電壓
substrate voltage,襯底電壓
substrate voltage potential,襯底電壓電位
voltage resistance,耐電壓
back electromotive force,反電動勢
bias voltage,偏壓
control supply voltage,控制電源電壓
forward electromotive force,正向電動勢
forward electromotive voltage,正向電壓
forward voltage force,正向電壓力
