,0
human herpes,人類皰疹
human varicella,人水痘
inflammation,炎
precipitation,沉澱
sexually transmitted disease,性病
shingles disease,帶狀皰疹
sore throat,咽喉痛
swollen lymph nodes,淋巴結腫大
transmitted infection,傳播感染
zoster virus infection,帶狀皰疹病毒感染
anhydride,酐
chemical prefix,化學前綴
h23,h23
h6,h6
hexadecagon,十六邊形
hexadecimal,十六進制
hexagon,六邊形
hexahydrido,六氫
hexahydro 135 triazine,六氫135三嗪
hexahydro 135 trinitroso 135 triazine,六氫 135 三亞硝基 135 三嗪
hexahydro 246 trimethyl 135 triazine,六氫246三甲基135三嗪
hexahydro s triazine,六氫三嗪
hydrogen gas,氫氣
hydrogen plant,氫氣廠
reduction,減少
six hydrogen substitutuin,六氫取代
six plates,六盤
substitution,替代
hexa,六邊形
hexa compounds,六化合物
hexagonal pyramid,六角金字塔
hexagonal structure,六邊形結構
hexahydride,六氫化物
hexahydrotriazine,六氫三嗪
hexane,己烷
hexanoyl chloride,己酰氯
hydro,水電
hydrocompounds,氫化物
more hydrogen atoms,更多的氫原子
regular hexahedron,正六面體
six hydrogen,六氫
dielectric materials,介電材料
dielectric sealing,介電密封
dielectric welding,電介質焊接
electric polarization welding,電極化焊接
electromagnetic waves welding,電磁波焊接
frequency modulation,調頻
high court,高等法院
high frequency electric fields,高頻電場
high frequency trading,高頻交易
high school,中學
high scores,高分數
ionic polarization,離子極化
maxwell wagner polarization,麥克斯韋瓦格納極化
melting of thermoplastic,熱塑性塑料的熔化
plastic welding,塑料焊接
radio frequency heat sealing,射頻熱封
radio frequency welding,射頻焊接
welding defect,焊接缺陷
high frequency,高頻
high frequency to welding,高頻焊接
high welding,高焊接
method frequency,方法頻率
method welding,方法焊接
beverage container,飲料容器
bluetooth frequency,藍牙頻率
frequency of a sine wave,正弦波的頻率
frequency welding,頻率焊接
hfw,高頻頭
high blood pressure,高血壓
high frequency plastic welding,高頻塑料焊接
high frequency pulse welding,高頻脈衝焊接
high frequency tig welding,高頻氬弧焊
high frequency welder,高頻焊機
high frequency welding,高頻焊接
high protein foods,高蛋白食物
low frequency welding,低頻焊接
sheet processing machine,片材加工機
spiral finned tube,螺旋翅片管
stabilizing device,穩定裝置
magnetic separators,磁選機
deep bed filtration process,深床過濾工藝
gradient magnetic separators,梯度磁選機
hazardous metals,有害金屬
high gradient flyover,高梯度天橋
high gradient magnetic filter,高梯度磁性過濾器
high gradient magnetic separator,高梯度磁選機
high gradient permanent magnetic separators,高梯度永磁選機
high phosphorus molybdenum concentrate,高磷鉬精礦
low gradient magnetic separators,低梯度磁選機
low intensity magnetic separation,低強度磁選
magnetic charging device,磁性充電裝置
magnetic eyeliner,磁性眼線筆
magnetic filtration,磁過濾
magnetic impurities,磁性雜質
magnetic separator,磁選機
magnetic wireless car charger,磁性無線車載充電器
sulphide ores,硫化礦
toe separators,腳趾分離器
wireless noise separator,無線噪聲分離器
clarifiers for separation,分離澄清劑
color gradients,顏色漸變
conveyor drum,輸送滾筒
electric field,電場
ferritic material,鐵素體材料
field gradient enhanced centrifugation,場梯度增強離心
hgms,hgms
high gradient magnetic extractor,高梯度磁性提取器
hydrodynamic porous device,流體動力多孔裝置
magnetic equipment,磁性設備
magnetic moment,磁矩
microporous polyolefin,微孔聚烯烴
paramagnetic materials,順磁性材料
photoelectric device,光電器件
pressure vessel,壓力容器
separate magnetic materials,分離磁性材料
separation by magnetic effect,磁力分離
separator manufacturer,隔板製造商
bladder,膀胱
pivoting,旋轉
pivoting arm,旋轉臂
pivoting arms,旋轉臂
tracks,軌道
brain shunt mechanism,腦分流機制
car bearing,汽車軸承
closing hinge mechanism,閉合鉸鏈機構
closing hinge mechanisms,閉合鉸鏈機構
closing mechanism,關閉機制
closing mechanisms,關閉機制
electrolyte detachment mechanism,電解質分離機制
flexible arm,靈活的手臂
flexible material connector,柔性材料連接器
folding pockets,折疊口袋
folding structure,折疊結構
glaucoma shunt mechanism,青光眼分流機制
hinge,合頁
hinge assemblies,鉸鏈組件
hinge devices,鉸鏈裝置
hinge mechanism,鉸鏈機構
hinge mechanisms,鉸鏈機構
hinges,鉸鏈
hinges mechanism,鉸鏈機構
hinges mechanisms,鉸鏈機構
locking tongues,鎖舌
mechanical bearing,機械軸承
mechanisms,機制
pivot mechanism,樞軸機構
pivoting mechanisms,樞軸機構
rear hatch,後艙口
swivel mechanism,旋轉機構
synchronized lock,同步鎖
circuit board fixing,電路板固定
conventional hinges,傳統鉸鏈
electric power hinges,電力鉸鏈
fittings unit,配件單元
foldable cabin,可折疊機艙
hair locking,頭髮鎖定
hinge joint,鉸鏈接頭
hinge loss,鉸鏈損失
hinge methods,鉸鏈法
hinge structures,鉸鏈結構
hinging mechanism,鉸接機構
hinging mechanisms,鉸接機構
improved hinge mechanism,改進的鉸鏈機構
improved hinge mechanisms,改進的鉸鏈機構
improved hinging mechanism,改進的鉸接機構
locking device,鎖定設備
machine learning method,機器學習方法
piano hinges,鋼琴鉸鏈
pivot joints,樞軸接頭
power generator,發電機
cooling curve,冷卻曲線
data transmission,數據傳輸
heat exchange,熱交換
heat flow,熱流
heat loss,熱損失
heat transmission,傳熱
hot energy transfer,熱能傳遞
hot heat exchange,熱交換
hot heat transfer fluid,熱傳熱流體
hot heat transmission,熱傳熱
hot star,炙手可熱的明星
hot transfer,熱轉印
hot water bottle,熱水瓶
phase change,相變
radiant heat exchange,輻射熱交換
room heat,房間熱量
room spray,室內噴霧
thermal,熱的
thermal conduction,熱傳導
thermal cooling,熱冷卻
thermal transfer,熱轉印
thermal working,熱加工
working,在職的
bus tracking,巴士追踪
computer resource bus,計算機資源總線
frequency hrb,頻率hrb
hardware acceleration,硬件加速
hardware resource bus,硬件資源總線
hardware resource over a bus,總線上的硬件資源
herb plants,草本植物
high rate bit,高速率位
high risk borrower,高風險借款人
hrb detectors,hrb探測器
hrb parameter,hrb參數
human resources boosters,人力資源助推器
low rate backward channel,低速率反向信道
low rate bit stream,低速率比特流
low rate position sequence,低速率位置序列
memory resource bus,內存資源總線
memory space,內存空間
natural resources,自然資源
shared resource pool,共享資源池
virtual hardware,虛擬硬件
composite bearing,複合軸承
hybrid composite bearing,混合複合軸承
hybrid support,混合支持
novel hybrid bearing,新型混合軸承
axial loads,軸向載荷
carrier ring,載環
driving gearwheel,驅動齒輪
dry running rotary vane,幹轉旋片
hybrid bearing,混合軸承
hybrid bearing control system,混合軸承控制系統
hybrid bearing cylinder,混合軸承氣缸
hybrid cars,混合動力汽車
hybrid model for new account acquisition,新客戶獲取的混合模型
hybrid model simulation,混合模型模擬
hybrid mouse pad,混合鼠標墊
hybrid work model,混合工作模式
multilingual hybrid model data,多語言混合模型數據
oil bypass,油旁路
roller type bearing,滾子軸承
rotating shafts,旋轉軸
rotor hybrid bearing,轉子混合軸承
stator hybrid bearing,定子混合軸承
tilting pad bearing,可傾瓦軸承
angular contact type,角接觸式
axial housing,軸向外殼
ceramic ball bearings,陶瓷球軸承
conventional ball bearing,傳統滾珠軸承
corrosion resistant,耐腐蝕
deep groove ball bearing,深溝球軸承
electrical isolation,電氣隔離
floating bearing,浮動軸承
floating bearings,浮動軸承
floating boat,浮船
grease bearing,潤滑脂軸承
hybrid car,混合動力汽車
hybrid cycle,混合循環
hybrid vehicle,混合動力汽車
insulating element,絕緣元件
insulating seal,絕緣密封
insulating tape,絕緣膠帶
lub floating bearings,潤滑浮動軸承
pad bearing,墊軸承
rolling bearing,滾動軸承
rolling element bearing,滾動軸承
rotor,轉子
seal fish,海豹魚
sealed bearing,密封軸承
sealed bearings,密封軸承
sealing element,密封元件
support channel,支持渠道
temperature resistant,耐溫
batteries,電池
battery system,電池系統
hybrid engine,混合動力發動機
hybrid pump,混合泵
hydraulic engine,液壓發動機
hydraulic pump,液壓泵
power system,電源系統
torque generator,扭矩發生器
analysis system,分析系統
artificial engineering,人工工程
artificially constructed genetic system,人工構建的遺傳系統
bacterial hybrid system,細菌雜交系統
breeding system,育種系統
chain configuration,鏈條配置
chain fusion,鍊式融合
components genes,成分基因
dimensional assay,維度分析
dimensional assay system,立體化驗系統
dimensional system,維度系統
domain,領域
domain configuration,域配置
domain fusion,域融合
fertilization system,施肥系統
gene activation,基因激活
genome library,基因組文庫
hybrid assay,雜交試驗
hybrid assay system,混合測定係統
hybrid genes,雜種基因
hybrid partners,混合夥伴
hybrid partners genes,雜種伴侶基因
hybrid selection,雜交選擇
hybrid selection system,混合選擇系統
hybrid solar system,混合太陽能係統
hybrid yeast system,雜交酵母系統
mammalian two hybrid system,哺乳動物兩雜交系統
mutated genes,突變基因
nucleic hybrid,核雜交體
nucleic partners,核酸伴侶
part configuration,零件配置
phase system,相位系統
protein protein interaction detection system,蛋白質蛋白質相互作用檢測系統
reporter genes,報告基因
rna,核糖核酸
security system,保安系統
selection,選擇
selection system,選擇系統
amplifier system,放大器系統
building amplifier system,建築功放系統
building construction,建築施工
building system,建築系統
combined system,組合系統
cross functioning system,跨功能係統
cross paths,交叉路徑
electric circuits,電路
energy storage,儲能
hybrid circuits,混合電路
hybrid mechanism,混合機制
hybrid plants,雜交植物
hybrid power systems,混合動力系統
hybrid tracking system,混合跟踪系統
metal silicates,金屬矽酸鹽
mineral phase,礦物相
mixed materials,混合材料
mixed system,混合系統
multilayer of nanocrystals,多層納米晶體
aliphatic hydrocarbyl substituted succinic acid,脂肪烴基取代的琥珀酸
alkyl substituted dicarboxylic acid,烷基取代二羧酸
araliphatic hydrocarbyl substituted succinic acid,芳脂烴基取代的琥珀酸
butyl dioic acid,丁二酸
chcoh,巧克力
cyclic acid,環酸
ethyl substituted succinic acid,乙基取代的琥珀酸
halogenated hydrocarbyl group,鹵代烴基
