,0
long arc type,長弧型
nozzles,噴嘴
pallet system,托盤系統
paper box,紙盒
shape,形狀
short syndrome,短綜合徵
short track,短道
type arc,弧型
type of blood,血型
types of medicine,藥物種類
winding frame,繞線架
arc,弧
arc kind,弧形
arc of a circle,圓弧
arc shape type,弧形類型
arc type stage,弧形舞台
arc type structure,弧形結構
arc wavelength,電弧波長
arc wavelength type,電弧波長類型
bend portion,彎曲部分
bow,弓
building shape,建築形狀
circular arc type,圓弧型
electric arc welder,電弧焊機
elliptical,橢圓
error type,錯誤類型
joan of arc,聖女貞德
measure type,測量類型
oval,橢圓形
straight type,直型
triangle shape,三角形
type,類型
type 2 diabetes,2型糖尿病
wavelength,波長
wavelength type,波長類型
welding cycle,焊接週期
welding waveform,焊接波形
arc including,弧包括
arc type including,弧型包括
circuit,電路
circuit type,電路類型
current process type,當前進程類型
current type,當前類型
electrode,電極
electrode type,電極類型
electrode type including,電極類型包括
fluorescent,熒光的
length,長度
arcade game,街機遊戲
arcade machines,街機
arch,拱
jaw,顎
amusement,娛樂
amusement arcade,遊戲室
amusement arcades,遊樂場
arc welding,電弧焊
arcade machine,街機
arcade video game,街機視頻遊戲
arcade video games,街機遊戲
archery game,射箭遊戲
archery rules,射箭規則
archery sport,射箭運動
archimedes principle,阿基米德原理
boxing arcade,拳擊街機
brocade fabric,錦緞面料
carnival games,嘉年華遊戲
coin operated entertainment machine,投幣式娛樂機
educational,教育
electro mechanical games,機電遊戲
electronic machine,電子機器
entertainment machine,娛樂機
merchandiser games,商人遊戲
slot machine,老虎機
video gamer,視頻遊戲玩家
including means,包括手段
including vibrator,包括振動器
arched means,拱形裝置
arcuate ligament,弓狀韌帶
arcuate nucleus,弓狀核
arcuate uterus,弓形子宮
attaching means,連接裝置
bent,彎曲
bent form,彎曲形式
concave shaped,凹形
curved mean,彎曲均值
curved shells,彎曲的貝殼
curved support,彎曲支撐
end lower means,下端手段
end lower pulleys,末端下滑輪
guide means,引導裝置
guide members,指導成員
guide pulleys,導輪
guides,指南
lower means,較低的意思
lower pulleys,下滑輪
means of transport,交通工具
pulleys,滑輪
rib shape,肋形
rollers,滾筒
semi circular means,半圓形裝置
slots,插槽
structure,結構體
support base,支持基地
support means,支持手段
support members,支持成員
support rod,支撐桿
supports,支持
surface,表面
voulme mean,體積平均值
adjustment means,調節裝置
arc shape,弧形
arcuate receiving means,弧形接收裝置
arcuate surface,弧形表面
circular ring sector,圓環扇區
concave lens,凹透鏡
concave mean,凹平均
curve fitting,曲線擬合
curve mean,曲線均值
document arcuate means,文件弧形手段
document support,文件支持
imparting an arcuate shape,賦予弧形形狀
light,光
light source,光源
linear content,線性內容
linear light,線性光
linear light source,線性光源
linear source,線性源
means of communication,通訊方式
non linear distortion energy,非線性畸變能量
outer circular circumference,外圓周
segment tree,段樹
semi cylindrical profile,半圓柱型材
source,資源
tone mapping curve,色調映射曲線
abrasive sheet,研磨片
arm,手臂
arm apparatus,手臂器械
arm apparatus design,手臂器械設計
arm arrangement,手臂排列
arm configuration,手臂配置
arm design,手臂設計
