id,anchor,target,context,score
6bdd1d05ffa3401e,減排,減排,H04,0.5
8ff16a96af7558f0,位置異常,異常位置數據,B23,0.5
edfb98a9ff1d471b,位置異常,態度,B23,0.25
5fd26b0436ca8d94,位置異常,顯示的關閉位置,B23,0.25
0d32e5f72293247d,位置異常,圖示條件,B23,0.25
8aedbf799717e3e7,位置異常,顯示狀態,B23,0.25
856cef1a4eefc3aa,位置異常,數據,B23,0.25
285e870def5f465e,位置異常,信息,B23,0.25
903348f5bf47757f,位置異常,不工作狀態,B23,0.5
89b44fe4b2014455,位置異常,無效位置,B23,0.5
bf372a0f3662e295,位置異常,如圖所示打開,B23,0.25
4d0b732250d2940d,位置異常,打開條件,B23,0.25
611645de95674898,位置異常,開倉,B23,0.25
b4fc3daf3fc2430b,位置異常,圖示打開位置,B23,0.25
392c5b8b62adf22d,位置異常,所示打開位置,B23,0.25
0bad0cd5213fb783,位置異常,方向,B23,0.25
6445620272b7dd75,位置異常,圖示位置,B23,0.25
93e12fb8f2b9ff44,位置異常,所示位置,B23,0.25
89f5d02f1f35a796,位置異常,提示數據,B23,0.25
6e89c332c3bc6310,位置異常,提示信息,B23,0.25
7ce7ec17ae212bfd,位置異常,磨損數據,B23,0.25
a3d868244b35909c,位置異常,角位置,B41,0.25
9c0105f34aedca0d,位置異常,職位,B41,0.5
86f51d5b4f88f1c9,位置異常,呼吸異常,D03,0.0
3c23fa5c3894d9f2,位置異常,異常方式,D03,0.5
80126fcecd1c57c9,位置異常,異常放置,D03,0.75
0ff1349355ce5b66,位置異常,姿勢異常,D03,0.75
cf244c76da9b3383,位置異常,異常利潤,D03,0.0
3e410ad7a4a355ff,位置異常,異常的一面,D03,0.75
ba4ffdf9c7abdd05,位置異常,異常掃描,D03,0.0
6756c97d8e854f4e,位置異常,沮喪,D03,0.25
bbb1ad23807f952a,位置異常,偏離,D03,0.25
f13ef1f56df101a5,位置異常,訂婚,D03,0.25
3db26a1f4e165795,位置異常,種植體定位,D03,0.0
24257e1b2f5ff283,位置異常,不規則配置,D03,0.5
4f8d18e7ee6f98e9,位置異常,鎖定位置,D03,0.5
7e1e95ee1391c3c7,位置異常,鎖定關係,D03,0.25
9c1bdf2239b0e910,位置異常,正常位置,D03,0.25
29de10bbd3f15b11,位置異常,奇數位置,D03,0.75
57a026611dddb7b9,位置異常,地方,D03,0.25
8fb46bccf1c86c33,位置異常,位置,D03,0.25
7b16ec4481a25536,位置異常,位置異構,D03,0.0
115dcdbc38948359,位置異常,位置向量,D03,0.0
0e8238c34746f7c4,位置異常,罕見的安置,D03,0.25
1ae1c093187e3b73,位置異常,凹槽,D03,0.0
fe30aa28e8d0563a,位置異常,相對位置,D03,0.5
ea12e2954b85c599,位置異常,相對關係,D03,0.25
4285cdf2221cc6d5,位置異常,情況,D03,0.25
f6b53890ef57f9c5,位置異常,意外的位置,D03,0.75
414373bc5329e819,位置異常,齊聲,D03,0.0
d2304657a1e12333,位置異常,不尋常的安排,D03,0.5
c4b30e7b8e853b87,位置異常,不尋常的方式,D03,0.25
d32b4f6cdf710e0a,位置異常,異常,E03,0.5
20d74695a08952db,位置異常,異常情況,E03,0.75
f8a028167a0aad23,位置異常,異常摩爾質量,E03,0.0
eb44d02ca330b2b5,位置異常,異常表現,E03,0.75
dccdd9c697602fad,位置異常,變態心理,E03,0.0
38f53c8ab704b32b,位置異常,異常狀態,E03,0.75
44eaeb8410af02e2,位置異常,軸向位置,E03,0.5
428f5e687590e685,位置異常,海拔,E03,0.25
2b58116bbba1bef5,位置異常,緊急情況,E03,0.5
52c33ea0c24771a1,位置異常,緊急位置,E03,0.75
852386d786c57f73,位置異常,程度,E03,0.25
6de822045200c01a,位置異常,面向前方,E03,0.75
2908fae62ececec1,位置異常,失敗,E03,0.25
bc109cbe2441d87e,位置異常,故障位置,E03,0.75
2db04a5863b16cdd,位置異常,固定故障,E03,0.5
8d8926dbdfc1568e,位置異常,前軸,E03,0.0
99eb846e7f7fdbd6,位置異常,硬件異常,E03,0.5
edd7a8b70dc94f43,位置異常,硬件製造商,E03,0.0
6e37e1f0890a81b2,位置異常,無效位置,E03,0.5
7e2874e997cf0e2b,位置異常,洩漏,E03,0.25
48c4b666af6f1f58,位置異常,正常位置,E03,0.25
afab4895708915b8,位置異常,開倉,E03,0.5
75ac4f9a57e95ec8,位置異常,運行異常,E03,0.5
36b50348c1172fc2,位置異常,手術位置,E03,0.5
25442153418d7486,位置異常,溢出,E03,0.25
5a291d8d5bd8bd6b,位置異常,位置向量,E03,0.0
0eec7490003c075a,位置異常,州名,E03,0.0
f3d68ae77bb19226,位置異常,不尋常的位置,E03,0.75
ae1a01517b6386fc,位置異常,異常狀態,E03,0.25
a21de05326bbadb8,位置異常,上位,E03,0.5
58e4f0268a24af9b,位置異常,警告,E03,0.25
76baf8ed4ae57ec1,吸水性,吸附性能,C08,0.5
fc03dad16ee7e5fb,吸水性,曹,C08,0.25
094f2535b2f03691,吸水性,表徵,C08,0.25
0b34da85b33b4126,吸水性,抵押財產,C08,0.0
82d4d3492122a3a3,吸水性,依數性,C08,0.0
3f0330f3344be46f,吸水性,構象性質,C08,0.25
1c506d121cb6194b,吸水性,除濕性能,C08,0.5
92931b055ee01fd5,吸水性,彈性特性,C08,0.0
84a195425e7f34d4,吸水性,蒸發鹽,C08,0.25
1c330c48a33e82b4,吸水性,熒光特性,C08,0.0
f7832078c30df1f5,吸水性,幾何特性,C08,0.0
0e754b806271178a,吸水性,房屋物業,C08,0.0
b794d431cea707b3,吸水性,吸濕性,C08,0.5
bf1222d93e59ceca,吸水性,吸濕性,C08,0.5
16479a99b5c37673,吸水性,離子化合物,C08,0.25
ec050b5360ebba22,吸水性,持液能力,C08,0.5
0eba34ed68ed88b8,吸水性,機械特性,C08,0.25
ef8a6631ccd28df0,吸水性,機械性能,C08,0.25
7b42f808e08c68b2,吸水性,防潮性能,C08,0.5
71ac9fcb07aaec6e,吸水性,防潮性能,C08,0.5
2cb4f15e5861ea51,吸水性,氯化鈉,C08,0.25
762621349ef66ca1,吸水性,呸,C08,0.25
750c20ea1b72078e,吸水性,物理性質,C08,0.25
288310ffbde6450d,吸水性,特性,C08,0.25
8201115f67ded668,吸水性,可重複使用的鹽,C08,0.25
437a29c073ccf68e,吸水性,浸泡特性,C08,0.75
661d7d1d8807fa6b,吸水性,吸水性,D01,0.75
621b048d70aa8867,吸水性,吸水特性,D01,1.0
96f015d748e1333a,吸水性,吸收聚合物,D01,0.5
e6f92889099fd908,吸水性,吸收特性,D01,0.75
bc20a1c961cb073a,吸水性,吸收特性,D01,1.0
8a33a8c962cf36f1,吸水性,吸附性能,D01,0.5
718bd7b5b416af38,吸水性,吸附性能,D01,0.5
9e04e83b91c5a26d,吸水性,能夠吸收,D01,0.5
7fb7109c1cb77c32,吸水性,特徵,D01,0.25
e0e1ca90a19d93ce,吸水性,乾燥劑,D01,0.25
c3a71343cdd163f3,吸水性,介電特性,D01,0.0
9b4be6865a6a7d88,吸水性,食物吸收,D01,0.0
4aceb34c827489b2,吸水性,機械性能,D01,0.25
9dd002fa5c1ab0b3,吸水性,機械阻力,D01,0.25
bf87a44a7ef7986f,吸水性,金屬特性,D01,0.0
4e2321fa76cac0c1,吸水性,水分,D01,0.25
6985fcc0a72d6efc,吸水性,光學特性,D01,0.0
49c355296f89e42e,吸水性,表現,D01,0.25
d79f949f5e767ed8,吸水性,物理性質,D01,0.5
7f71cfa3cfd274c3,吸水性,物理阻力,D01,0.25
4c5430e37544ca9f,吸水性,生理特性,D01,0.0
86c37efbf9add8b4,吸水性,塑料性能,D01,0.0
0c95ec8908cac866,吸水性,聚合物,D01,0.25
028faac1cefe4f7d,吸水性,特性,D01,0.5
ddd36c73b9ece884,吸水性,樣品,D01,0.25
6db7ef8d8421bcac,吸水性,浸泡,D01,0.5
ee015d21956c9d4d,吸水性,浸泡特性,D01,0.75
ba7e30f46cf2e34b,吸水性,海綿,D01,0.25
da7052634b294dbb,吸水性,水,D01,0.25
c068f3a417547e96,吸水性,透水能力,D01,0.75
f9a985b9e1772f8f,吸水性,數量,D21,0.25
895794bda535b343,吸水性,形成,D21,0.25
3608a96d8c6d4ecb,吸水性,力量,D21,0.25
7606c6fa59a125f8,不是,聚集蛋白聚醣核心蛋白,C07,0.75
f7b25dd02c06f8d0,不是,聚集蛋白聚醣核心蛋白前體,C07,0.75
50a44303d260f1fc,不是,軟骨細胞外基質,C07,0.25
b4a7556ad626f0bc,不是,軟骨特異性蛋白聚醣核心蛋白,C07,0.75
00a1e5f0484ca4c1,不是,硫酸軟骨素蛋白聚醣1,C07,0.75
199f0b8833011e49,不是,編碼語言,C07,0.0
60a4c191bdccff4f,不是,編碼語言,C07,0.0
dc29c774e92b0b65,不是,編碼編程,C07,0.0
f524d90c3d85bdeb,不是,核心力量,C07,0.0
cb1cd1f70f89ecf0,不是,基因,C07,0.25
526e7b2433cfa5da,不是,基因,C07,0.25
8a5573ec16949f4b,不是,透明質酸,C07,0.5
1cf08c7f43cfd1b0,不是,大聚集蛋白聚醣,C07,0.75
5c70e4760d8d8ff4,不是,講課的時候,C07,0.5
2d7f1b3ea74e2c38,不是,機器學習,C07,0.0
a6dee66427c6fb90,不是,神經網絡,C07,0.0
8726542c434bd282,不是,前體,C07,0.25
c8527b0605b19db1,不是,蛋白質,C07,0.25
913e2562771cbb0c,不是,蛋白質編碼基因,C07,0.5
8f5ece74ab9299eb,不是,蛋白質,C07,0.25
ba0d2831300d9b37,不是,蛋白聚醣,C07,0.25
ee26739c23fefe2b,不是,短襪,C07,0.25
7ba63f8f90f24670,不是,組織表達,C07,0.25
e6d6b1713f4b3a3e,接受信息,接受設立,A45,0.0
1b9e8b4b43d11ca6,接受信息,接受此信息,A45,0.75
f463e4e26cb4c3d6,接受信息,接受角,A45,0.0
c94e7b08d9402064,接受信息,接受來自的信息,A45,0.75
0c9325df3a6dde0a,接受信息,批准信息,A45,0.5
a617e96ffd84f668,接受信息,信息授權,A45,0.5
9139cc91e466bc1c,接受信息,行為信息分析,A45,0.0
d5cebe572de28ec9,接受信息,包含信息,A45,0.5
2f27415964b30abb,接受信息,包含項目,A45,0.25
6f1f9a291daa2d78,接受信息,接受的數據,A45,0.5
1b4d79c285ba330b,接受信息,數據集,A45,0.25
df6de3890013e7a6,接受信息,展示,A45,0.25
2771e4ab047a52f8,接受信息,顯示數據,A45,0.25
d9628d2cbc2d20df,接受信息,顯示信息,A45,0.5
8d4e33dff5418e62,接受信息,顯示信息,A45,0.5
a9aef9cb5ef22537,接受信息,顯示數據,A45,0.25
e9ce0059e0db62e9,接受信息,顯示信息,A45,0.5
7868f55cb35297ab,接受信息,表示一個數據,A45,0.25
75974d6019242c17,接受信息,指示數據,A45,0.25
8658715eab34a30b,接受信息,指示信息,A45,0.5
dcbf5eb733ce6b7a,接受信息,非正式的信,A45,0.0
09f623895803d55a,接受信息,信息,A45,0.5
e865c688d8198872,接受信息,信息數據,A45,0.25
5ea3fa4f9aa2e4e6,接受信息,信息處理裝置,A45,0.25
481dd9137a1021a2,接受信息,信息存儲,A45,0.25
f4bf99c180c8b41e,接受信息,信息價值,A45,0.25
1399d5ede123e907,接受信息,他或她接受的價格,A45,0.0
cfe4a53278917f5b,接受信息,接收信息,A45,0.5
b36d81ddf0791a98,接受信息,制裁信息,A45,0.5
0bf7a68130117d92,接受信息,接受的第三個選項,A45,0.0
d47638cfa77bc4aa,接受信息,交易信息,A45,0.25
4994def77e2b9e7f,接受信息,承接信息,A45,0.5
a937ae580ea4bd97,實現認證,實現訪問,H04,0.75
ea154b802bebc48a,實現認證,達到認證準確性,H04,0.5
24eda11bf0665917,實現認證,獲得授權,H04,0.75
14c027729175aedd,實現認證,達到目標,H04,0.0
6553f33ff35f0e58,實現認證,實現目標,H04,0.0
76a67059397b6ab4,實現認證,實現本地認證,H04,0.5
b1f6c5153065d1f4,實現認證,實現相互認證,H04,0.5
8f503153606f57ba,實現認證,取得成功,H04,0.0
c48fe27988cb335a,實現認證,達到目標,H04,0.0
0d40fb13a68069f1,實現認證,達到認證要求,H04,0.75
7a33ea9b3475af14,實現認證,實現驗證,H04,0.75
d2088cdd8be8761b,實現認證,生物識別,H04,0.25
804ab9af5a8550f6,實現認證,拒絕授權,H04,0.25
a9517b7094b76f0c,實現認證,拒絕訪問,H04,0.25
86a215a06817e866,實現認證,加密,H04,0.5
63ae5e20e8e310dd,實現認證,授權請求失敗,H04,0.25
67dbbc523e25a8b1,實現認證,登錄,H04,0.25
1a76d7a9dadc8deb,實現認證,多因素身份驗證,H04,0.5
2ad713aa54d461ba,實現認證,簽名,H04,0.25
35546bdc044efe91,實現認證,達到的目標,H04,0.0
ae669f9980698f21,實現認證,車輛驗證,H04,0.0
3b4ba853a71438bf,酸吸收,脫脂棉,B01,0.0
5fd6fe279671b601,酸吸收,吸收光譜,B01,0.0
7c0ead66438745af,酸吸收,酸,B01,0.5
fce069a07304db12,酸吸收,酸吸收柱,B01,0.5
0885d130fd9d50a4,酸吸收,酸吸收塔,B01,0.5
3ad51d1654fa78aa,酸吸收,酸消化,B01,0.75
197377910826e9a0,酸吸收,酸蒸餾,B01,0.25
5613325cb8a57bc8,酸吸收,酸回收,B01,0.5
3eaee93303a76295,酸吸收,酸洗,B01,0.5
c133361db6dde71d,酸吸收,酸洗,B01,0.25
8a2f7a09c36e7f27,酸吸收,酸洗蒸餾,B01,0.25
4dd4b29c517ce25b,酸吸收,酸水蒸餾,B01,0.25
0a5c9cab09de9020,酸吸收,酸水洗,B01,0.25
f6e67f136fb163a3,酸吸收,丙烯酸吸收,B01,0.5
6f3b2f2804c199b4,酸吸收,氨基酸,B01,0.25
94cd797823f9191a,酸吸收,催化加氫,B01,0.25
6312f42d8f1c37b3,酸吸收,催化氧化,B01,0.25
fc63c89be37a059c,酸吸收,化學分析,B01,0.25
62a99710bc868d0b,酸吸收,化學抑制,B01,0.25
6c895aabbc9d825a,酸吸收,h2so4 吸收,B01,0.5
a6cc840343fda298,酸吸收,加氫催化加氫,B01,0.25
571e7d26da0b0ccd,酸吸收,加氫催化氧化,B01,0.25
61afb3b881ba6c9b,酸吸收,鹽酸吸收,B01,0.5
67a024b4eb4393f1,酸吸收,加氫甲酰化,B01,0.25
d78ec0c053366b48,酸吸收,氫化,B01,0.25
a9d797d846588bd9,酸吸收,羥基羧酸吸收,B01,0.5
40c303263680ce7f,酸吸收,膜催化加氫,B01,0.25
e9a68b29140ca25f,酸吸收,膜催化氧化,B01,0.25
1ec8a21f478ae0f1,酸吸收,膜加氫,B01,0.25
9bf4385b1b63006a,酸吸收,膜氧化,B01,0.25
ec77ccb538cc139a,酸吸收,近紅外線吸​​收,B01,0.0
2404594ff2ed4ecb,酸吸收,硝酸吸收,B01,0.5
d52e638b3c4c9c1e,酸吸收,氧化,B01,0.25
89e3573a4d5f2fc2,酸吸收,氧化加氫,B01,0.25
aa8d8bfa1765e3e2,酸吸收,氧化物,B01,0.25
dd2b26cf17fb74ea,酸吸收,氧化物蒸餾,B01,0.25
e045ed5f662fe98c,酸吸收,氧化物回收,B01,0.25
6c3036760f90c39c,酸吸收,氧化剝離,B01,0.25
940cc037b242d2da,酸吸收,氧化物洗滌,B01,0.25
0d8d700c7a3532f1,酸吸收,光子吸收,B01,0.0
bc5e0b5cc383448c,酸吸收,光合作用,B01,0.0
a7aff614211f90d7,酸吸收,植酸,B01,0.25
f798712a28d6660b,酸吸收,迷迭香酸,B01,0.25
311b7cc6e1bc6c14,酸吸收,硫酸,B01,0.25
679f5c4ab8fa0c47,酸吸收,透皮吸收,B01,0.0
e955700dffd68624,酸吸收,酸的吸收,B08,1.0
c9c438a56243d1af,酸吸收,碳水化合物的吸收,B08,0.0
7ce9dd8327d5cce1,酸吸收,吸收塔,B08,0.25
1a8e9c58ee5e34ca,酸吸收,酸,B08,0.5
3a09aba546aac675,酸吸收,酸吸收,B08,1.0
ec4fab7c9b9bd303,酸吸收,酸吸附,B08,0.25
9afe664508a7baf0,酸吸收,酸蒸餾,B08,0.25
34444e60e67a87e5,酸吸收,酸交換,B08,0.25
14d69f3548d36186,酸吸收,酸性氣體蒸餾,B08,0.25
a4ac7b3741cb5980,酸吸收,酸性氣體交換,B08,0.25
d561ddf728f88157,酸吸收,酸性氣體洗滌,B08,0.25
9517cc6e239e319d,酸吸收,酸浸,B08,0.75
9d9930c089943b9c,酸吸收,胃酸過多,B08,0.0
57ce3adc96d82fca,酸吸收,酸性氧化物蒸餾,B08,0.25
11bb11d822dc391e,酸吸收,酸性氧化物洗滌,B08,0.25
0956aa30948f0755,酸吸收,酸純化,B08,0.25
de645e182bf2ef1c,酸吸收,酸雨,B08,0.0
3e012c773242affa,酸吸收,酸回流,B08,0.0
390417e5c0161bbc,酸吸收,酸洗,B08,0.25
58677c3403b7867c,酸吸收,酸水,B08,0.5
f5e6c93ffe34fff2,酸吸收,酸水蒸餾,B08,0.25
4e09b687bfafe30c,酸吸收,酸水交換,B08,0.25
f63c2e1e537e8a44,酸吸收,酸性食物,B08,0.0
5f744aa51da08828,酸吸收,酸浸,B08,0.75
c49dad6b7b652370,酸吸收,氨基酸吸收,B08,0.5
dd63f0d530d1a597,酸吸收,化學吸收,B08,0.5
6b94d69939983587,酸吸收,化學浸泡,B08,0.25
39e7a72e21b2701c,酸吸收,肥料吸收,B08,0.5
87e9e1b7523c7915,酸吸收,鹽酸吸收,B08,0.5
a2cf5cace208d214,酸吸收,多節連接管,B08,0.25
6bfe4f3295caaa68,酸吸收,氧化物,B08,0.25
6265e716b9e52c8e,酸吸收,氧化酸蒸餾,B08,0.25
3c28d1c686f44f23,酸吸收,氧化酸交換,B08,0.25
55816671cd61e343,酸吸收,氧化物蒸餾,B08,0.25
3e6bb01944e2d139,酸吸收,氧化物交換,B08,0.25
781af4b26cf52346,酸吸收,氧化氣體蒸餾,B08,0.25
67ee8857bc1aba94,酸吸收,氧化物氣體交換,B08,0.25
dc1b5a41da00fb12,酸吸收,氧化物氣體洗滌,B08,0.25
d02d224b8958fdbe,酸吸收,氧化物淨化,B08,0.25
6c058949ceca4857,酸吸收,氧化物洗滌,B08,0.25
46173840ad8a4ff8,酸吸收,氧化水,B08,0.25
e8fdef46db333a1a,酸吸收,氧化水蒸餾,B08,0.25
07a3358b92400793,酸吸收,氧化水交換,B08,0.25
adaa71de2e893bbb,酸吸收,土壤吸水率,B08,0.0
73a2f0b016fa700f,酸吸收,噴洗瓶身,B08,0.25
bbcfc92543e58f1e,酸吸收,鋼結構構件清洗保養裝置,B08,0.25
989ba1e96412f2e6,確認,致謝,G04,0.75
0b69675568e7564b,確認,通訊協議,G04,0.25
23090ec49265de76,確認,數據,G04,0.5
753de89863b03020,確認,數據網絡,G04,0.25
b4c9ef7b355bf1f0,確認,數據網絡,G04,0.25
c43922c93168280d,確認,扁平支架桿,G04,0.0
2c875aea7a58aa3a,確認,旗幟,G04,0.5
7f84f16356836f3c,確認,升旗機,G04,0.0
b0a1ada01c297a74,確認,框架,G04,0.5
c5dc2dc55b392031,確認,標題,G04,0.25
cfa3fc016dbc08d2,確認,膀胱鏡檢查指徵,G04,0.0
d0efdd2ed0b447f9,確認,指示裝置,G04,0.0
393b8816cd961b35,確認,指示性信息,G04,0.5
6212d9f7155dc84c,確認,指標,G04,0.25
06356fa510db9a4a,確認,信息,G04,0.5
148cdd036ae3f0c4,確認,短信鈴聲,G04,0.0
27f9b139ce0a2ea0,確認,紅色信號,G04,0.0
736e6a0cf95051fb,確認,信號,G04,0.5
d8262be6984bc530,確認,電信,G04,0.25
4b1cc4c10b1f12e9,確認,承認,G06,0.75
48009477385eda7a,確認,地址編號,G06,0.25
53d1379463a4f455,確認,總線確認,G06,0.5
b6d7705aea460cec,確認,總線確認,G06,0.5
a7df63266a0cd792,確認,忙確認,G06,0.5
606e4af9e8c561a7,確認,繁忙的道路,G06,0.0
35ad64716a1f895e,確認,數據,G06,0.25
e62b72945a9a7468,確認,旗桿,G06,0.0
44af86052f6154da,確認,幀標誌,G06,0.5
6c5e11ecb9b1e12c,確認,標頭編號,G06,0.5
9f63d6366e231552,確認,活力訊息,G06,0.25
315f532c8e37e265,確認,否定確認,G06,0.5
eca487b69ed50db3,確認,網絡,G06,0.25
00bc7a5b949fb235,確認,空數據,G06,0.25
33b9c9c35e9d6482,確認,肯定的承認,G06,0.5
f0f728a174113a0d,確認,肯定確認包,G06,0.5
27457261a9fd430e,確認,提供調優,G06,0.0
6f725686c1fdce23,確認,提供恢復力,G06,0.0
78c7b962c17ec8fe,確認,提供確認,G06,0.75
adce9247f98c8670,確認,供應商網絡,G06,0.0
12884aa9ed7d2a80,確認,服務器消息,G06,0.25
015e022df7350b2a,確認,短信確認,G06,0.5
b54dcabc8b1187c7,確認,tcp 確認,G06,0.5
447af5cc4f38c7c8,確認,窗框,G06,0.0
9a4fc9ecbdc0535d,聲光調製器,聲學效果,H01,0.5
7552fd7261730ad9,聲光調製器,聲調製器,H01,0.5
21b8bd37a4309944,聲光調製器,聲光調製器,H01,0.5
e3b133c8d4890fc3,聲光調製器,聲光元件,H01,0.5
ee1bb20a59a4e071,聲光調製器,聲光調製元件,H01,0.5
2ab8eae9735c147a,聲光調製器,聲光元件,H01,0.5
0914fba7eef5d574,聲光調製器,聲光,H01,0.5
d8b63e379c8936ed,聲光調製器,聲光偏轉器,H01,0.5
25fb59765ebf794e,聲光調製器,放大器,H01,0.25
6f0ed411c84152ef,聲光調製器,模擬信號,H01,0.25
98820ff9e60fe75f,聲光調製器,梁支撐,H01,0.0
7ad6f3cefc537a21,聲光調製器,電驅動信號,H01,0.25
e851e021451aad8b,聲光調製器,電光,H01,0.5
d3150b216813544d,聲光調製器,電光效應,H01,0.5
717a132db3aa625b,聲光調製器,電光調製器,H01,0.5
c34ad64ef5f57ecd,聲光調製器,隔離器,H01,0.25
3ad65d80cf4f9f50,聲光調製器,激光束,H01,0.25
06e72066f62b2f27,聲光調製器,光波,H01,0.25
0f3d75a789ae5086,聲光調製器,慢化反應堆,H01,0.0
e25105510083783d,聲光調製器,調節劑化學,H01,0.0
ab8e9779f2705913,聲光調製器,調節酶,H01,0.0
06dbe2adc6346c87,聲光調製器,調節劑藥,H01,0.0
c219fadbccb53638,聲光調製器,視神經,H01,0.0
baec5ff06bc4d279,聲光調製器,光耦合器,H01,0.5
796ab2f0e53f9d12,聲光調製器,光移頻器,H01,0.5
7e46aa3decd316a9,聲光調製器,光調製器,H01,0.5
0a9ae3bc8cb2b90e,聲光調製器,分光器,H01,0.5
7d41d9cdd8801336,聲光調製器,分光耦合器,H01,0.5
2c9b5986178c8ce1,聲光調製器,分光器,H01,0.25
825cf79d5e2029c5,聲光調製器,輸出耦合器,H01,0.5
8cafdc143580f931,聲光調製器,輸出調製器,H01,0.25
bb9dc49be3f12f1f,聲光調製器,壓電,H01,0.25
146c3bf3b51d1dfa,聲光調製器,壓電調製器,H01,0.5
e04cd658df7318d2,聲光調製器,聲音信號,H01,0.25
2b8b7c03835b7d6a,聲光調製器,聲波,H01,0.25
571c41e5f6360258,丙烯酸酯基團,酸基,D21,0.5
dc2ad0418edf02f5,丙烯酸酯基團,酸單位,D21,0.25
609fe13f9be00897,丙烯酸酯基團,丙烯酸酯,D21,0.5
47b2ef2867d0c5d6,丙烯酸酯基團,丙烯酸酯官能團,D21,0.5
29e57b412eaefc27,丙烯酸酯基團,丙烯酸根離子,D21,0.5
75320ab4da05f063,丙烯酸酯基團,丙烯酸酯單體,D21,0.5
44838ca1408d4062,丙烯酸酯基團,丙烯酸酯單元,D21,0.75
6a302272df355a02,丙烯酸酯基團,丙烯酸,D21,0.5
2aca7772d60e9b85,丙烯酸酯基團,芳基鹵化物,D21,0.0
04645ab8f8440ef2,丙烯酸酯基團,羰基碳,D21,0.25
412c0283782baf17,丙烯酸酯基團,羧酸基團,D21,0.5
f3d5fb05051f8780,丙烯酸酯基團,化妝品,D21,0.25
75f672cfb24c971a,丙烯酸酯基團,共聚單體,D21,0.25
2aca7f3b8f850a30,丙烯酸酯基團,含有丙烯酸酯基團,D21,0.75
30bec6163fc66c8a,丙烯酸酯基團,包含丙烯酸酯單元,D21,0.5
87cc8a2e91de1b35,丙烯酸酯基團,含有官能團,D21,0.5
4cc46a4c911221aa,丙烯酸酯基團,包含的功能單元,D21,0.25
cf4841539c8bb76c,丙烯酸酯基團,共聚丙烯酸酯基團,D21,0.5
61749d6da627c2d7,丙烯酸酯基團,共聚丙烯酸酯單元,D21,0.5
fa22460c39ab9d9b,丙烯酸酯基團,共聚官能團,D21,0.5
cf81da4d957e3801,丙烯酸酯基團,共聚功能單元,D21,0.25
58c50ffeacb6cc7c,丙烯酸酯基團,共聚物,D21,0.25
bcd313b2f1261690,丙烯酸酯基團,酯基,D21,0.25
59a893900410eb32,丙烯酸酯基團,功能性丙烯酸酯,D21,0.5
58b641e50fb6cafa,丙烯酸酯基團,官能團,D21,0.5
678664cac07e41bb,丙烯酸酯基團,小組討論,D21,0.0
8484abb7e90369b4,丙烯酸酯基團,一群學生,D21,0.0
a5805aecd31c8a3d,丙烯酸酯基團,團體,D21,0.5
f030009ac7858e1b,丙烯酸酯基團,共聚體發明,D21,0.25
